C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\westnortamernatu\input.txt
41717010|Animals|C0003062|55879|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41717357|*Water|C0043047|5463|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1626^5^0
41717357|*Snails|C0037378|29667|MH|RtM via: Snails;Forced Non-Leaf Node Lookup:snails|TI|MM;RC|62^6^0
41717357|*Geography|C0017447|15876|MH|RtM via: Geography|TI|MM;RC|1364^12^0
41717358|Animals|C0003062|85831|CT|Arthropod;CT Treecode Lookup: B01.050.500.131 (Arthropod);Mite;CT Treecode Lookup: B01.050.500.131 (Mite)||MM;RC
41717358|*Soil|C0037592|84831|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|140^4^0;167^4^0
41717358|*Lichens|C0023657|77769|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|615^6^0;299^6^0;318^6^0
41717358|*Juniperus|C0330152|66963|MH|RtM via: Juniper;RtM via: Juniperus;Forced Leaf Node Lookup:junipers;checkForceMH Boosted|TI|MM|394^7^0
41717358|*Arthropod|C0003903|46404|ET|Entry Term Replacement for "Arthropods";RtM via: Arthropods;checkForceMH Boosted;Forced Non-Leaf Node Lookup:arthropods|TI|MM|915^9^0;1009^9^0;817^9^0;271^9^0;232^9^0
41717358|*Mite|C0026231|38844|ET|Entry Term Replacement for "Mites";RtM via: Mites;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mite|TI|MM|728^4^0
41717358|New Mexico|C0027972|15279|MH|RtM via: New Mexico;Forced Leaf Node Lookup:new mexico|TI|MM|378^10^0
41717358|*Mesons|C0025493|15195|MH|RtM via: pi-Mesons;Forced Leaf Node Lookup:pion|TI|MM|389^4^0
41717358|*Mossy Fibers, Hippocampal|C0524817|15057|MH|Forced Leaf Node Lookup:mossy|TI|MM|292^5^0;329^5^0
41717358|*Habitat|C0871648|80634|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|402^7^0
41717358|*Biodiversity|C0282469|38841|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|242^12^0
41717358|*Nutrient|C0678695|9396|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|970^8^0
41717358|*Heptanes|C0019225|2223|MH|RtM via: Heptanes;Forced Non-Leaf Node Lookup:heptanes|TI|MM|453^7^0
41717359|Animals|C0003062|103507|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Ursidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Ursidae);Pupa;CT Treecode Lookup: B05.500 (Pupa);Pupa;CT Treecode Lookup: G07.345.500.550.500 (Pupa)||MM;RC
41717359|*Ants|C0003455|102507|MH|RtM via: Ants;RtM via: Camponotus;RtM via: Formica;RtM via: Lasius <genus>;RtM via: Lasius <subgenus>;RtM via: Myrmica;RtM via: Tapinoma;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM;RC|1043^4^0;956^3^0;713^4^0;643^3^0;496^3^0;241^3^0;46^4^0;781^10^0;346^10^0;769^7^0;329^7^0;883^6^0;338^6^0;372^7^0;358^8^0;128^4^0
41717359|*Ursidae|C0004897|62420|MH|RtM via: Black Bears;RtM via: Ursidae Family;RtM via: Ursus americanus;Forced Leaf Node Lookup:black bears;Forced Leaf Node Lookup:bears;Forced Leaf Node Lookup:ursus;checkForceMH Boosted|TI|MM|1097^11^0;510^11^0;62^11^0;939^5^0;203^4^0;75^16^0
41717359|*Pupa|C0034120|49100|MH|RtM via: Pupa;Forced Leaf Node Lookup:pupae;checkForceMH Boosted|TI|MM;RC|891^5^0;760^5^0
41717359|Utah|C0042124|6904|MH|RtM via: Utah;Forced Leaf Node Lookup:utah|TI|MM|96^4^0
41717359|*Body Size|C0005901|10707|MH|RtM via: Body Size;Forced Non-Leaf Node Lookup:body sizes|TI|MM|534^9^0
41717359|*Body Weight|C0005910|2544|MH|RtM via: Dry body weight (observable entity)|TI|MM|748^10^0
41717359|*Food|C0016452|1575|MH|RtM via: Food|TI|MM|1081^4^0;54^4^0
41717360|Pregnancy|C0032961|120618|CT|Litter Size;CT Treecode Lookup: G08.686.530 (Litter Size);Birth;CT Treecode Lookup: G08.686.784.769.490 (Birth);CT Text Lookup: embryonic development|TI|MM;RC|848^21^0
41717360|Female|C0086287|120618|CT|Litter Size;CT Treecode Lookup: G08.686.530 (Litter Size);Birth;CT Treecode Lookup: G08.686.784.769.490 (Birth);CT Text Lookup: embryonic development;CT Text Lookup: female;CT Text Lookup: females;CT Text Lookup: ovulation|TI|MM;RC|848^21^0;479^7^0;394^9^0
41717360|Humans|C0086418|1000|CT|Forced Treecode Turn Back On: G08.686.784.769 (Pregnancy)||MM
41717360|*Litter Size|C0023881|119618|MH|RtM via: Litter Size;Forced Leaf Node Lookup:litter sizes|TI|MM;RC|1062^11^0;428^11^0
41717360|*Vitellogenesis|C0042895|24884|MH|RtM via: Vitellogenesis;Forced Leaf Node Lookup:vitellogenesis|TI|MM|566^14^0
41717360|*Life History Traits|C4277617|23222|MH|RtM via: Life History Traits;Forced Leaf Node Lookup:life history characteristics|TI|MM|319^28^0
41717360|Texas|C0039711|13331|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM;RC|1037^5^0;286^5^0
41717360|*Reproductive Period|C0035156|82683|ET|Entry Term Replacement for "Reproduction";RtM via: Reproductive Period;RtM via: Reproduction|TI|MM;RC|545^19^0;373^19^0;1163^12^0
41717360|*Ovulation|C0029965|29961|MH|RtM via: Ovulation;Forced Non-Leaf Node Lookup:ovulations|TI|MM;RC|873^9^0;582^9^0;394^9^0;973^9^0
41717360|*Birth|C0005615|26805|ET|Entry Term Replacement for "Parturition";RtM via: Birth;RtM via: Childbirth|TI|MM|608^5^0
41717360|*Body Size|C0005901|21012|MH|RtM via: Body Size;Forced Non-Leaf Node Lookup:body sizes|TI|MM;RC|447^9^0
41717360|*Embryonic Development|C0013936|5361|MH|RtM via: Embryonic Development;Forced Non-Leaf Node Lookup:embryonic developments|TI|MM|848^21^0
41717361|Animals|C0003062|262230|CT|Badgers;CT Treecode Lookup: B01.050.150.900.649.313.750 (Badgers);Carnivora;CT Treecode Lookup: B01.050.150.900.649.313.750 (Carnivora);Canidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Canidae);Foxes;CT Treecode Lookup: B01.050.150.900.649.313.750 (Foxes);Mephitidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Mephitidae);Endangered Species;CT Treecode Lookup: B01.050.050 (Endangered Species);Prairie Dogs;CT Treecode Lookup: B01.050.150.900.649.313.992 (Prairie Dogs)||MM;RC
41717361|*Badgers|C0325051|261230|ET|Entry Term Replacement for "Mustelidae";RtM via: Badgers;RtM via: Mustelidae;RtM via: Taxidea taxus;checkForceMH Boosted|TI|MM|887^7^0;1061^8^0;896^13^0
41717361|*Foxes|C0016633|154086|MH|RtM via: Vulpes velox;Forced Leaf Node Lookup:vulpes;Forced Leaf Node Lookup:fox;checkForceMH Boosted|TI|MM;RC|799^9^0;810^12^0;805^3^0
41717361|*Mephitidae|C0037306|134404|MH|RtM via: Genus Spilogale;RtM via: Spilogale putorius;Forced Leaf Node Lookup:spotted skunks;checkForceMH Boosted|TI|MM|915^14^0;931^18^0
41717361|*Endangered Species|C2717882|124537|MH|RtM via: Endangered Species;Forced Leaf Node Lookup:endangered species;checkForceMH Boosted|TI|MM|1367^18^0
41717361|*Prairie Dogs|C0032898|122693|ET|Entry Term Replacement for "Sciuridae";RtM via: Prairie Dogs;checkForceMH Boosted|TI|MM;RC|1209^11^0;1283^12^0;1123^11^0;988^11^0;832^11^0;699^11^0;543^11^0;376^11^0;49^11^0
41717361|*Ecosystem|C0162358|81869|MH|RtM via: Ecosystem;RtM via: Habitat;Forced Lookup:ecosystem|TI|MM;RC|1409^9^0;1165^8^0
41717361|*Taxus|C0330199|77428|MH|Forced Leaf Node Lookup:taxus;checkForceMH Boosted|TI|MM|904^5^0
41717361|*Cities|C0008848|72608|MH|RtM via: Towns;Forced Leaf Node Lookup:towns|TI|MM;RC|1221^5^0;1160^4^0;1135^5^0;1000^5^0;844^5^0;711^5^0;555^5^0;388^5^0;87^4^0;61^5^0
41717361|*Chalk|C0205687|41045|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Chalk;checkForceMH Boosted|TI|MM|280^5^0
41717361|*Dust|C0013330|40631|MH|RtM via: Dust;checkForceMH Boosted|TI|MM|268^6^0
41717361|Oklahoma|C0028914|40547|MH|RtM via: Oklahoma (geographic location);RtM via: Cimarron County, OK;Forced Leaf Node Lookup:oklahoma|TI|MM;RC|740^8^0;422^8^0;112^8^0;1009^15^0;763^15^0;632^15^0
41717361|*Carnivora|C0562690|222972|MH|RtM via: Carnivore|TI|MM;RC|1243^9^0;515^10^0;336^9^0;207^9^0;21^10^0
41717362|*Germination|C0242735|400209|MH|RtM via: Germination;Forced Lookup:seed germination;Forced Leaf Node Lookup:germinations|TI|MM;RC|1604^11^0;1729^9^0;1152^11^0;1069^11^0;971^11^0;836^10^0;735^11^0;698^10^0;601^11^0;519^11^0;459^10^0;321^16^0
41717362|*Chenopodiaceae|C0446248|227799|MH|RtM via: Chenopodiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chenopodiaceae|TI|MM;RC|40^14^0
41717362|*Temperature|C0039476|165777|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|1111^11^0;1012^11^0;861^12^0;570^11^0;503^11^0;419^11^0;1345^11^0
41717362|*Salinity|C1956027|90966|MH|RtM via: Salinity;Forced Leaf Node Lookup:salinity|TI|MM;RC|1478^8^0;1327^8^0;1239^8^0;1028^8^0;912^8^0;801^8^0;406^8^0;1381^8^0;1567^8^0
41717362|*Atriplex|C0949801|79335|MH|RtM via: Atriplex rosea;Forced Leaf Node Lookup:atriplex;checkForceMH Boosted|TI|MM|180^14^0;21^14^0
41717362|*Seeds|C0036563|75909|MH|RtM via: Plant seeds;Forced Lookup:seed germination|TI|MM;RC|1795^5^0;1583^5^0;1450^5^0;1089^5^0;952^5^0;830^5^0;644^5^0;371^5^0;171^5^0;321^16^0;453^5^0;622^5^0;692^5^0;999^5^0;1174^5^0;1671^5^0
41717362|*Seasons|C0036497|57105|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1649^6^0
41717362|*Wetlands|C1721088|48570|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM|222^5^0
41717362|Utah|C0042124|37242|MH|RtM via: Utah;Forced Leaf Node Lookup:utah|TI|MM|238^4^0;165^4^0
41717362|*Nigella sativa|C1140702|48849|MH|RtM via: Nigella sativa|TI|MM|1665^11^0;1168^11^0;993^11^0;686^11^0;616^11^0;447^11^0
41717362|*Cold Temperature|C0009264|40962|MH|RtM via: Cold Temperature|TI|MM|1339^17^0
41717362|*Plant Weeds|C2936212|17916|MH|RtM via: Plant Weeds|TI|MM|113^5^0
41717362|*Water|C0043047|11358|MH|RtM via: Distilled water|TI|MM;RC|1200^15^0
41717363|Rats|C0034721|51668|CT|CT Text Lookup: rat;CT Text Lookup: rattus;CT Text Lookup: rattus rattus|TI|MM;RC|720^3^0;725^6^0
41717363|Animals|C0003062|51668|CT|Rodents;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodents);Sigmodontinae;CT Treecode Lookup: B01.050.150.900.649.313.992 (Sigmodontinae);Peromyscus;CT Treecode Lookup: B01.050.150.900.649.313.992 (Peromyscus);Arvicolinae;CT Treecode Lookup: B01.050.150.900.649.313.992 (Arvicolinae);CT Text Lookup: rat;CT Text Lookup: rattus|TI|MM;RC|720^3^0;725^6^0
41717363|*Rodents|C0035804|50668|ET|Entry Term Replacement for "Rodentia";RtM via: Rodent;checkForceMH Boosted|TI|MM;RC|1104^6^0;542^7^0;326^6^0;255^7^0
41717363|*Centaurea|C0331319|28688|MH|RtM via: Centaurea;Forced Leaf Node Lookup:centaureas;checkForceMH Boosted|TI|MM;RC|41^9^0
41717363|*Peromyscus|C0031171|20105|MH|Forced Leaf Node Lookup:deer mouse;Forced Leaf Node Lookup:peromyscus;checkForceMH Boosted|TI|MM;RC|624^10^0;636^10^0
41717363|*Seasons|C0036497|10657|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1073^6^0
41717363|*Grassland|C0442534|6013|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|127^10^0
41717363|*Sigmodontinae|C0079507|31632|MH|RtM via: Reithrodontomys megalotis;RtM via: Genus Reithrodontomys|TI|MM;RC|845^25^0;661^21^0;684^15^0
41717363|*Arvicolinae|C0010318|18894|MH|RtM via: Microtus californicus;Forced Non-Leaf Node Lookup:microtus|TI|MM;RC|583^15^0;600^21^0;594^4^0
41717363|California|C0006754|5379|MH|RtM via: California;RtM via: Yuba County, CA|TI|MM|301^10^0;288^11^0
41717363|*Reproduction|C0035150|4518|MH|RtM via: Reproduction|TI|MM|1043^12^0
41717363|*Regression Analyses|C0034980|873|ET|Entry Term Replacement for "Regression Analysis";RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analyses|TI|MM|813^19^0
41717363|Europe|C0015176|1302|MH|RtM via: Europe|TI|MM|77^6^0
41717363|Asia|C0003980|1206|MH|RtM via: Asia|TI|MM|88^4^0
41717364|Animals|C0003062|225076|CT|Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41717364|*Pinus ponderosa|C0330188|224076|MH|RtM via: Pinus ponderosa;Forced Leaf Node Lookup:pinus ponderosas;checkForceMH Boosted|TI|MM;RC|69^15^0
41717364|*Trees|C0040811|104427|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1014^5^0;819^5^0;520^4^0;292^5^0
41717364|*Soil|C0037592|42186|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|590^4^0
41717364|*Temperature|C0039476|18213|MH|Forced Leaf Node Lookup:temperatures|TI|MM|415^12^0
41717364|*Fire|C0016141|51738|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|1087^4^0
41717364|*Crops, Agricultural|C0242775|50817|MH|RtM via: Agricultural Crops|TI|MM;RC|1055^5^0
41717364|*Seeds|C0036563|29529|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|1050^4^0;909^5^0;385^4^0;190^4^0;45^4^0
41717364|*Insect|C0021585|16887|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|610^6^0
41717364|*Nutrients|C0678695|13893|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1183^8^0;595^9^0
41717364|*Burn|C0006434|1218|ET|Entry Term Replacement for "Burns";RtM via: Burn injury;Forced Non-Leaf Node Lookup:burn|TI|MM|1164^4^0
41717365|*Grass|C0018210|170790|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|1937^7^0;1602^7^0;1038^5^0
41717365|*Biomass|C0005535|108114|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|1924^7^0;1769^7^0;1173^7^0;846^7^0;715^7^0;264^7^0
41717365|*Agropyron|C1080691|91539|MH|RtM via: Genus Agropyron;Forced Leaf Node Lookup:agropyrons;checkForceMH Boosted|TI|MM|2060^9^0;459^9^0
41717365|*Seasons|C0036497|61206|MH|RtM via: Seasons;RtM via: Summer;RtM via: spring (season);Forced Leaf Node Lookup:seasonal;Forced Leaf Node Lookup:seasons|TI|MM|1300^6^0;512^6^0;816^6^0;808^6^0;542^8^0
41717365|*Festuca|C0331508|54219|MH|RtM via: Festuca idahoensis;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM;RC|2041^18^0;440^18^0
41717365|*Grassland|C0442534|28610|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|87^9^0;231^9^0;731^9^0;1784^9^0;2079^9^0;2205^9^0
41717365|Montana|C0026506|20235|MH|RtM via: Montana (geographic location);Forced Leaf Node Lookup:montana|TI|MM|129^7^0
41717365|*Habitat|C0871648|90039|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1459^7^0;478^7^0
41717365|*Maintenance|C0024501|4188|MH|RtM via: Maintenance|TI|MM|2232^11^0
41717366|Male|C0086582|49811|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|867^5^0
41717366|Female|C0086287|49811|CT|Lactation;CT Treecode Lookup: G08.686.523 (Lactation);Lactation;CT Treecode Lookup: G08.686.702.500 (Lactation);CT Text Lookup: female;CT Text Lookup: females;CT Text Lookup: lactation|TI|MM;RC|1064^7^0;707^9^0
41717366|Animals|C0003062|49811|CT|Chiroptera;CT Treecode Lookup: B01.050.150.900.649.313.937 (Chiroptera)||MM;RC
41717366|*Chiroptera|C0008139|48811|MH|RtM via: Chiroptera;RtM via: Lasionycteris noctivagans;RtM via: Lasiurus borealis;RtM via: Nycticeius humeralis;RtM via: Pipistrellus subflavus;RtM via: Myotis lucifugus;Forced Leaf Node Lookup:bats;checkForceMH Boosted|TI|MM;RC|99^4^0;624^25^0;876^17^0;303^20^0;527^22^0;363^22^0;191^16^0
41717366|*Seasons|C0036497|11702|MH|RtM via: Summer;Forced Leaf Node Lookup:seasonal|TI|MM;RC|913^6^0;55^8^0;795^8^0
41717366|Nebraska|C0027523|6497|MH|RtM via: Nebraska (geographic location);RtM via: Dixon County, NE;RtM via: Lancaster County, NE;Forced Leaf Node Lookup:nebraska|TI|MM|553^8^0;115^8^0;574^14^0;663^16^0;653^8^0
41717366|*Reproduction|C0035150|29193|MH|RtM via: Reproduction|TI|MM;RC|431^12^0;37^12^0
41717366|*Lactation|C0022925|28152|MH|RtM via: Lactation;Forced Non-Leaf Node Lookup:lactation|TI|MM|707^9^0
41717366|*Breeding|C0006159|6213|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|515^8^0;612^8^0
41717366|*Records|C0034869|2973|MH|RtM via: Records|TI|MM|1099^7^0;686^7^0;602^6^0;459^8^0;504^7^0;241^6^0;140^7^0;64^7^0
41717367|Animals|C0003062|96295|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41717367|*Herbivory|C0562691|95295|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM;RC|1365^9^0;181^10^0
41717367|*Nitrogen|C0028158|60198|MH|RtM via: Nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|1229^8^0;1147^8^0;752^8^0
41717367|*Carbon|C0007009|57387|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM;RC|1219^6^0
41717367|*Coleoptera|C0009276|42657|MH|RtM via: Order Coleoptera;RtM via: Chrysomelidae;RtM via: Trirhabda lewisii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:coleoptera|TI|MM|909^7^0;658^6^0;692^10^0;704^13^0;823^17^0;666^17^0
41717367|*Rubber|C0035918|26424|MH|Forced Leaf Node Lookup:rubber;checkForceMH Boosted|TI|MM|279^6^0
41717367|*Water|C0043047|19947|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1159^5^0;765^5^0
41717367|Wyoming|C0043287|13224|MH|RtM via: Wyoming;Forced Leaf Node Lookup:wyoming|TI|MM|239^7^0
41717367|*Fire|C0016141|73029|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|1500^4^0;570^4^0;317^4^0;21^4^0
41717367|*Plants|C0032098|18564|MH|RtM via: Plants|TI|MM;RC|1254^6^0;1211^6^0;1044^6^0;960^6^0;877^6^0;815^6^0;627^6^0;86^6^0
41717367|*Nutrient|C0678695|11640|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|66^8^0
41717367|*Eggs|C0013710|4155|MH|RtM via: Egg Food Product|TI|MM|1079^4^0
41717367|*Burn|C0006434|1680|ET|Entry Term Replacement for "Burns";RtM via: Burn injury;Forced Non-Leaf Node Lookup:burn|TI|MM|1389^6^0;1247^6^0;1188^6^0;1025^6^0;940^6^0;870^6^0;795^6^0;195^6^0;111^4^0
41717376|Animals|C0003062|986350|CT|Ducks;CT Treecode Lookup: B01.050.150.900.248 (Ducks);Geese;CT Treecode Lookup: B01.050.150.900.248 (Geese);Bird;CT Treecode Lookup: B01.050.150.900.248 (Bird);Strigiformes;CT Treecode Lookup: B01.050.150.900.248 (Strigiformes);Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes)||MM;RC
41717376|United States|C0041703|986350|CT|RtM via: United States;Forced Leaf Node Lookup:american|TI|MM;RC|121^13^0;656^8^0;995^8^0;1111^8^0;1805^8^0
41717376|*Ducks|C0013268|985350|MH|RtM via: Ducks;RtM via: Anas acuta;RtM via: Anas americana;RtM via: Anas clypeata;RtM via: Anas crecca;RtM via: Anas crecca crecca;RtM via: Anas discors;RtM via: Anas platyrhynchos;RtM via: Anas strepera;RtM via: Anas strepera strepera;RtM via: Aythya affinis;RtM via: Aythya americana;RtM via: Aythya valisineria;RtM via: Oxyura jamaicensis;RtM via: Branta canadensis;RtM via: Teal;Forced Leaf Node Lookup:ducks;checkForceMH Boosted|TI|MM;RC|1926^5^0;1583^13^0;814^16^0;656^15^0;781^17^0;688^17^0;719^16^0;612^18^0;603^7^0;633^7^0;900^12^0;1762^7^0;852^16^0;843^7^0;1771^10^0;871^10^0;939^18^0;927^10^0;1459^12^0;583^17^0;569^12^0;759^4^0;933^4^0;1592^4^0
41717376|*Geese|C0017225|663414|MH|RtM via: Geese;Forced Leaf Node Lookup:gooses;Forced Leaf Node Lookup:geese;checkForceMH Boosted|TI|MM;RC|1907^5^0;576^5^0;1466^5^0
41717376|*Wetlands|C1721088|189339|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|2015^8^0;462^7^0;333^7^0;29^8^0
41717376|*Strigiformes|C0326067|188079|MH|RtM via: Asio flammeus;Forced Leaf Node Lookup:owl;checkForceMH Boosted|TI|MM|1296^13^0;1279^15^0;1291^3^0
41717376|*Cinnamomum zeylanicum|C0008802|165981|MH|RtM via: Cinnamomum verum;RtM via: Cinnamon - dietary;Forced Leaf Node Lookup:cinnamons;checkForceMH Boosted|TI|MM|750^8^0
41717376|*Lakes|C0337049|95271|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|1967^4^0
41717376|Idaho|C0020787|87309|MH|RtM via: Idaho (geographic location);Forced Leaf Node Lookup:idaho|TI|MM|357^5^0
41717376|*Survival Rate|C0038954|83334|MH|RtM via: Survival Rate;Forced Leaf Node Lookup:survival rates|TI|MM|1575^3^0;1435^13^0
41717376|*Grassland|C0442534|82773|MH|Forced Leaf Node Lookup:grasslands|TI|MM|405^10^0
41717376|Virginia|C0042753|82773|MH|Forced Leaf Node Lookup:virginia|TI|MM|1029^8^0
41717376|*Charadriiformes|C0325773|55242|MH|RtM via: Numenius americanus;RtM via: Phalaropus tricolor;RtM via: Recurvirostra americana;RtM via: Wilson's snipe|TI|MM|1154^18^0;1174^19^0;1253^19^0;1233^18^0;1805^15^0;1111^15^0;1128^23^0;1826^14^0;1212^18^0;1196^14^0
41717376|*Ecology|C0013546|34653|MH|RtM via: Ecology|TI|MM|273^7^0;201^7^0
41717376|*Habitat|C0871648|30078|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|381^8^0;470^8^0;55^7^0
41717376|*Breeding|C0006159|16749|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|284^8^0
41717376|Canada|C0006823|1000|MH|Forced Non-Leaf Node Lookup:canada||MM|569^6^0;1459^6^0
41717377|*Juniperus|C0330152|90115|MH|RtM via: Juniper;RtM via: Juniperus;Forced Leaf Node Lookup:junipers;checkForceMH Boosted|TI|MM|1371^7^0
41717377|*Soil|C0037592|63110|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|787^4^0;394^4^0;823^4^0
41717377|*Bromus|C0997157|40066|MH|RtM via: Bromus tectorum;Forced Leaf Node Lookup:bromus;checkForceMH Boosted|TI|MM|1132^10^0;1049^15^0;1037^10^0
41717377|*Introduced Species|C2936532|31900|MH|Forced Leaf Node Lookup:nonnative species;checkForceMH Boosted|TI|MM;RC|514^17^0;860^17^0;979^17^0
41717377|*Woodlands|C0086312|113931|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands|TI|MM;RC|1379^9^0
41717377|*Fire|C0016141|107679|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|1257^4^0
41717377|*Seeds|C0036563|8307|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|466^6^0;185^4^0;218^5^0
41717377|*Burns|C0006434|1842|MH|RtM via: Burn injury;Forced Non-Leaf Node Lookup:burns|TI|MM|1081^6^0;452^6^0;268^6^0;136^4^0;53^5^0
41717378|Animals|C0003062|117139|CT|Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);Ictaluridae;CT Treecode Lookup: B01.050.150.900.493 (Ictaluridae);Oncorhynchus mykiss;CT Treecode Lookup: B01.050.150.900.493 (Oncorhynchus mykiss);Bass;CT Treecode Lookup: B01.050.150.900.493 (Bass);Carps;CT Treecode Lookup: B01.050.150.900.493 (Carps);Gills;CT Treecode Lookup: A13.421 (Gills);Perches;CT Treecode Lookup: B01.050.150.900.493 (Perches);CT Text Lookup: fish|TI|MM;RC|29^4^0
41717378|*Lakes|C0337049|75387|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|1062^4^0;902^4^0;603^4^0;266^4^0;76^5^0;278^4^0;682^4^0;970^4^0;1177^4^0
41717378|*Ictaluridae|C0020780|58467|MH|RtM via: Catfishes, Channel;Forced Leaf Node Lookup:channel catfish;checkForceMH Boosted|TI|MM|353^15^0
41717378|*Oncorhynchus mykiss|C0036108|57342|MH|RtM via: Oncorhynchus mykiss;Forced Leaf Node Lookup:rainbow trout;checkForceMH Boosted|TI|MM|379^13^0
