C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\wateintejwatebio\input.txt
10.2307/1521988|Animals|C0003062|30595|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
1522352|Animals|C0003062|34265|CT|Grooming;CT Treecode Lookup: F01.145.113.111 (Grooming);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)|TI|MM
1522352|*Chara|C1000895|33265|MH|RtM via: Chara;Forced Leaf Node Lookup:charas;checkForceMH Boosted|TI|MM|1090^5^0
1522352|*Seasons|C0036497|31232|MH|RtM via: Seasonal Variation;RtM via: Autumn;RtM via: Winter;Forced Leaf Node Lookup:seasonal variations|TI|MM|20^18^0;1356^6^0;637^6^0;1502^6^0;195^9^0
1522352|*Molting|C0282576|26423|MH|RtM via: Molting;Forced Leaf Node Lookup:moltings|TI|MM|1379^7^0;1004^7^0;161^7^0
1522352|*Stoneworts|C1223023|24647|ET|Entry Term Replacement for "Charophyceae";RtM via: Charales;checkForceMH Boosted|TI|MM|1078^10^0
1522352|*Biomass|C0005535|17534|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM|366^7^0
1522352|*Estuaries|C3494468|17282|MH|RtM via: Fjord;Forced Leaf Node Lookup:fjords|TI|MM|1697^5^0;1446^5^0;993^5^0;717^5^0;152^5^0;186^5^0;853^5^0
1522352|*Islands|C0022130|16097|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|1249^7^0
1522352|*Water|C0043047|14336|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1674^5^0;1114^5^0;585^5^0;324^5^0;337^5^0
1522352|*Grooming|C0018249|14132|MH|RtM via: Preening;Forced Leaf Node Lookup:preenings|TI|MM|1326^8^0
1522352|Denmark|C0011318|8894|MH|Forced Leaf Node Lookup:danish|TI|MM|121^6^0
1522352|Chilblains|C0008058|28651|MH|||RC
1522352|*Characeae|C0996485|16875|MH|RtM via: Characeae|TI|MM|1078^10^0
1522352|*Climate|C0008946|12252|MH|RtM via: Seasonal variation (climate)|TI|MM|20^18^0
1522352|*Birds|C0005595|7458|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|1295^5^0;1187^5^0
1522352|*Carbohydrate|C0007004|4221|ET|Entry Term Replacement for "Carbohydrates";RtM via: Carbohydrates;Forced Non-Leaf Node Lookup:carbohydrates|TI|MM|497^12^0
1522352|*Food Quality|C0920525|3849|MH|RtM via: Food Quality;Forced Non-Leaf Node Lookup:food quality|TI|MM|1610^12^0;453^12^0
1522352|*Alismatales|C1001014|1254|MH|RtM via: Ruppia cirrhosa;Forced Non-Leaf Node Lookup:ruppias|TI|MM|1572^15^0
1522353|Adult|C0001675|162211|CT|CT Text Lookup: adult|TI|MM;RC|323^6^0
1522353|Humans|C0086418|162211|CT|Lookup: Aged Rule||MM;RC
1522353|Animals|C0003062|162211|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes)|TI|MM
1522353|*Survival Rate|C0038954|34595|MH|RtM via: Survival Rate;Forced Leaf Node Lookup:survival rates|TI|MM|293^13^0
1522353|*Longevity|C0023980|30410|MH|RtM via: Longevity;Forced Leaf Node Lookup:longevity|TI|MM|965^9^0
1522353|United Kingdom|C0041700|26093|MH|Forced Leaf Node Lookup:the uk|TI|MM|238^6^0;1036^6^0
1522353|Antibodies, Anticardiolipin|C0162596|161211|MH|||RC
1522353|Lupus Coagulation Inhibitor|C0085240|127240|MH|||RC
1522353|*Birds|C0005595|5064|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|401^5^0
1522353|*Anseriformes|C0325486|4557|MH|RtM via: Genus Cygnus;RtM via: Cygnus olor;Forced Non-Leaf Node Lookup:swan|TI|MM|933^5^0;209^5^0;1004^10^0;86^11^0;75^9^0;80^4^0
1522353|*Breeding|C0006159|2142|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|658^8^0;624^5^0;421^4^0;445^5^0;269^8^0;106^8^0;314^8^0;713^8^0;765^8^0
1522354|Humans|C0086418|198184|CT|CT Text Lookup: individuals|TI|MM;RC|877^11^0
1522354|*Seasons|C0036497|46218|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1020^6^0
1522354|*Clutch Size|C1568397|43416|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM|820^11^0
1522354|*Water|C0043047|40284|MH|RtM via: Water;checkForceMH Boosted|TI|MM|601^5^0
1522354|Iceland|C0020750|37488|MH|RtM via: Iceland;Forced Leaf Node Lookup:iceland|TI|MM|187^7^0
1522354|Thrombolytic Therapy|C0040044|197184|MH|||RC
1522354|Tissue Plasminogen Activator|C0032143|158625|MH|||RC
1522354|*Habitat|C0871648|4716|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1216^7^0
1522354|*Breeding|C0006159|2598|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|1318^8^0;790^8^0;58^8^0
1522355|Animals|C0003062|133695|CT|Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes)||MM
1522355|*Lakes|C0337049|29112|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|1082^5^0;618^5^0;333^5^0;261^5^0;281^5^0;477^5^0;713^5^0
1522355|Finland|C0016132|20898|MH|RtM via: Finland;Forced Leaf Node Lookup:finland|TI|MM|166^7^0
1522355|Hypertension, Renovascular|C0020545|132695|MH|||RC
1522355|Renal Artery|C0035065|92728|MH|||RC
1522355|*Nutritional Quality|C3489446|7182|ET|Entry Term Replacement for "Nutritive Value";RtM via: Nutritional Quality;Forced Non-Leaf Node Lookup:nutritional quality|TI|MM|845^19^0
1522355|*Habitats|C0871648|2979|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1287^7^0;944^8^0;895^7^0;192^8^0;46^7^0
1522355|*Breeding|C0006159|1320|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|183^8^0;37^8^0
1522355|Skull|C0037303|1000|MH|Forced Non-Leaf Node Lookup:skulls||MM|409^5^0
1522355|Anseriformes|C0325486|1000|MH|Forced Non-Leaf Node Lookup:swan||MM|92^4^0
1522356|Animals|C0003062|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248.050 (Anseriformes)||MM
1522356|*Clutch Size|C1568397|14724|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM|390^11^0;280^11^0
1522356|*Ecology|C0013546|40611|MH|RtM via: Ecology|TI|MM|32^7^0
1522356|*Habitat|C0871648|16434|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|524^7^0
1522356|*Islands|C0022130|16287|MH|RtM via: Islands|TI|MM|495^6^0;108^6^0
1522356|*Weather|C0043085|9717|MH|RtM via: Weather;Forced Non-Leaf Node Lookup:weather|TI|MM|215^7^0
1522356|*Breeding|C0006159|5016|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|259^8^0;88^8^0
1522356|Anseriformes|C0325486|1000|MH|Forced Non-Leaf Node Lookup:swan||MM|464^4^0
1522356|Russia|C0035970|9|MH|RtM via: Russia|TI|MM|131^6^0
1522357|Animals|C0003062|179767|CT|Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes)|TI|MM
1522357|*Lakes|C0337049|66087|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|1296^4^0;1262^5^0;328^5^0
1522357|*Grass|C0018210|46119|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;RtM via: Arctophila fulva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grass|TI|MM|928^5^0;935^16^0
1522357|Alaska|C0001905|30624|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|1825^6^0;1015^6^0;239^6^0
1522357|*Oil and Gas Fields|C3179122|28569|MH|Forced Leaf Node Lookup:oilfields|TI|MM|162^9^0
1522357|Aortic Aneurysm|C0003486|178767|MH|||RC
1522357|Aortitis|C0003509|118253|MH|||RC
1522357|*Habitat|C0871648|7698|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1125^8^0;995^7^0;515^8^0
1522357|*Surveys|C0038951|2955|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:surveys|TI|MM|34^7^0
1522357|*Anseriformes|C0325486|1731|MH|RtM via: Genus Cygnus;Forced Non-Leaf Node Lookup:swan|TI|MM|1396^4^0;1451^5^0;536^5^0;279^5^0;1045^4^0
1522357|Tundra|C3850151|1000|MH|Forced Non-Leaf Node Lookup:tundras||MM|53^6^0;1038^6^0
1522358|*Snow|C0037386|32022|MH|RtM via: snow - weather;RtM via: Snow (substance);Forced Leaf Node Lookup:snow|TI|MM|240^4^0
1522358|*Rivers|C0337050|24078|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|116^5^0
1522358|Alaska|C0001905|22017|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|197^6^0
1522358|Yukon Territory|C0043438|22014|MH|RtM via: Yukon Territory;Forced Leaf Node Lookup:yukon|TI|MM|164^5^0
1522358|*Clutch Size|C1568397|22011|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM|298^11^0
1522358|Leprostatic Agents|C0023342|220035|MH|||RC
1522358|Leprosy|C0023343|74904|MH|||RC
1522358|Tundra|C3850151|1000|MH|Forced Non-Leaf Node Lookup:tundras||MM|39^6^0
1522359|*Emigration and Immigration|C0013976|46890|MH|RtM via: Emigration;Forced Leaf Node Lookup:emigrations|TI|MM|458^11^0
1522359|Alaska|C0001905|45300|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|168^6^0
1522359|Leprostatic Agents|C0023342|258022|MH|||RC
1522359|Leprosy, Lepromatous|C0023348|234160|MH|||RC
1522359|*Breeding|C0006159|555|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|794^8^0;697^8^0
1522359|Tundra|C3850151|1000|MH|Forced Non-Leaf Node Lookup:tundras||MM|56^6^0
1522359|*Islands|C0022130|2628|MH|RtM via: Islands|TI|MM|444^6^0
1522359|Pacific Northwest|C0030170|9|ET|Entry Term Replacement for "Northwestern United States";RtM via: Pacific Northwest|TI|MM|547^17^0
1522360|Female|C0086287|31981|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|198^7^0;601^6^0;673^6^0
1522360|*Clutch Size|C1568397|30981|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM|506^11^0
1522360|*Seasons|C0036497|15477|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|749^7^0;641^7^0;238^7^0
1522360|Poland|C0032356|12735|MH|RtM via: Country of Poland;Forced Leaf Node Lookup:poland|TI|MM|134^6^0
1522360|Rifampin|C0035608|22625|MH|||RC
1522360|*Oviposition|C0029957|9045|MH|RtM via: Oviposition|TI|MM|814^6^1;829^4^1
1522360|*Eggs|C0013710|6423|MH|RtM via: Egg Food Product|TI|MM|1220^3^0;1078^3^0;1036^4^0;962^4^0;875^3^0;713^3^0;524^3^0;446^4^0;365^3^0;54^3^0
1522360|*Body Size|C0005901|3879|MH|RtM via: Body Size;Forced Non-Leaf Node Lookup:body sizes|TI|MM|1177^9^0;680^9^0;305^9^0
1522360|*Breeding|C0006159|2712|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|740^8^0;632^8^0;229^8^0
1522361|Male|C0086582|406386|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|717^5^0;894^4^0
1522361|Female|C0086287|406386|CT|CT Text Lookup: female;CT Text Lookup: females;CT Text Lookup: her|TI|MM;RC|247^6^0;391^7^0;374^3^0;451^6^0;567^6^0;883^6^0;1087^6^0
1522361|*Clutch Size|C1568397|90244|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM|291^11^0
1522361|Poland|C0032356|57589|MH|RtM via: Country of Poland;Forced Leaf Node Lookup:poland|TI|MM|199^6^0
1522361|Mycobacterium leprae|C0026922|405386|MH|||RC
1522361|Leprosy|C0023343|228257|MH|||RC
1522361|*Breeding|C0006159|6579|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|1205^8^0;1078^8^0;107^8^0
1522361|*Body Weight|C0005910|3066|MH|RtM via: Body Weight;Forced Non-Leaf Node Lookup:body weights|TI|MM|304^11^0
1522362|Animals|C0003062|531646|CT|Grooming;CT Treecode Lookup: F01.145.113.111 (Grooming);Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes)|TI|MM
1522362|*Grooming|C0018249|66649|MH|RtM via: Preening;Forced Leaf Node Lookup:preenings|TI|MM|1192^8^0
1522362|*Water|C0043047|65500|MH|RtM via: Water;checkForceMH Boosted|TI|MM|734^5^0
1522362|Mycobacterium leprae|C0026922|530646|MH|||RC
1522362|Leprosy|C0023343|281759|MH|||RC
1522362|*Habitat|C0871648|6291|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|542^7^0
1522362|Tundra|C3850151|1000|MH|Forced Non-Leaf Node Lookup:tundras||MM|183^6^0
1522362|Anseriformes|C0325486|1000|MH|Forced Non-Leaf Node Lookup:swan||MM|190^4^0
1522363|Male|C0086582|519525|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|577^5^0;886^4^0;1229^4^0
1522363|Female|C0086287|519525|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|671^7^0;684^6^0;929^6^0
1522363|Infant|C0021270|1000|CT|Forced Age Group: were four to five months old||MM|536^28^0
1522363|Animals|C0003062|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248.050 (Anseriformes)||MM
1522363|*Wetlands|C1721088|60046|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|207^7^0
1522363|*Seasons|C0036497|59929|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|405^6^0
1522363|Chile|C0008107|57370|MH|RtM via: Chile;Forced Leaf Node Lookup:chile|TI|MM|256^5^0
1522363|Mycobacterium leprae|C0026922|518525|MH|||RC
1522363|Leprosy|C0023343|265204|MH|||RC
1522363|Anseriformes|C0325486|1000|MH|Forced Non-Leaf Node Lookup:swan||MM|68^4^0
1522364|Animals|C0003062|139922|CT|Grooming;CT Treecode Lookup: F01.145.113.111 (Grooming)||MM;RC
1522364|Male|C0086582|139922|CT|Forced Non-Leaf Node Lookup:male||MM|294^4^0
1522364|*Seasons|C0036497|24638|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|343^6^0
1522364|*Grooming|C0018249|23576|MH|RtM via: Preening;Forced Leaf Node Lookup:preenings|TI|MM|878^8^0
1522364|Alaska|C0001905|21416|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|1057^6^0;101^6^0
1522364|Mycobacterium leprae|C0026922|138922|MH|||RC
1522364|Phagocytosis|C0031308|60123|MH|||RC
1522364|*Breeding|C0006159|5733|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|334^8^0
1522364|Tundra|C3850151|1000|MH|Forced Non-Leaf Node Lookup:tundras||MM|1008^6^0
1522365|Animals|C0003062|267904|CT|Armadillos;CT Treecode Lookup: B01.050.150.900.649.313.999 (Armadillos);Cloaca;CT Treecode Lookup: A13.223 (Cloaca)||MM;RC
1522365|*Cloaca|C0008987|33685|MH|RtM via: Cloaca Chamber;RtM via: Entire reptile AND/OR avian cloaca structure;RtM via: Reptile AND/OR avian cloaca structure;Forced Leaf Node Lookup:cloacas|TI|MM|424^6^0
1522365|Mycobacterium leprae|C0026922|266904|MH|||RC
1522365|Armadillos|C0324875|163642|MH|||RC
1522365|*Body Size|C0005901|2757|MH|RtM via: Body Size;Forced Non-Leaf Node Lookup:body sizes|TI|MM|537^9^0
1522365|*Breeding|C0006159|1035|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|163^8^0
1522366|United States|C0041703|22584|CT|RtM via: United States;Forced Non-Leaf Node Lookup:united states|TI|MM|428^13^0
1522366|Hand Deformities, Acquired|C0018565|21584|MH|||RC
1522366|North America|C0028405|10701|MH|RtM via: North America;Forced Non-Leaf Node Lookup:north america|TI|MM|58^15^0
1522366|Canada|C0006823|8763|MH|RtM via: Canada;Forced Non-Leaf Node Lookup:canada|TI|MM|413^6^0
1522366|*Habitats|C0871648|2685|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1148^7^0;840^7^0;580^7^0;401^8^0;684^7^0
1522366|*Breeding|C0006159|1653|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|392^8^0
1522367|Animals|C0003062|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248.050 (Anseriformes)||MM
1522367|*Survival Rate|C0038954|138822|MH|RtM via: Survival Rate;Forced Leaf Node Lookup:survival rates|TI|MM|1201^13^0;1282^14^0
1522367|*Inbreeding|C0021144|74805|MH|RtM via: Inbreeding;Forced Leaf Node Lookup:inbreeding|TI|MM|427^10^0
1522367|Ontario|C0029040|68934|MH|RtM via: Ontario;Forced Leaf Node Lookup:ontario|TI|MM|96^7^0
1522367|*Cause of Death|C0007465|68922|MH|Forced Leaf Node Lookup:cause of death|TI|MM|1396^14^0
1522367|Leprostatic Agents|C0023342|715341|MH|||RC
1522367|Mycobacterium leprae|C0026922|532354|MH|||RC
1522367|*Anseriformes|C0325486|2205|MH|RtM via: Cygnus olor;RtM via: Genus Cygnus;Forced Non-Leaf Node Lookup:swan|TI|MM|605^10^0;229^11^0;217^10^0;1346^5^0;892^5^0;316^4^0
1522367|*Lead Poisoning|C0023176|1911|MH|RtM via: Lead Poisoning;Forced Non-Leaf Node Lookup:lead poisonings|TI|MM|1415^14^0
1522367|*Aircraft|C0001881|765|MH|RtM via: Aircraft;Forced Non-Leaf Node Lookup:aircraft|TI|MM|1558^8^0
1522368|Animals|C0003062|221506|CT|Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes)||MM
1522368|Humans|C0086418|1000|CT|Forced Humans: Single Person||MM
1522368|*Expert Systems|C0015324|112280|MH|RtM via: Expert Systems;Forced Leaf Node Lookup:expert systems|TI|MM|1118^13^0;901^13^0;549^13^0;180^14^0
1522368|palustrine|C0389636|107517|NM|RtM via: palustrine;Forced SCR Leaf Node Lookup:palustrine|TI|MM|341^10^0
1522368|*Wetlands|C1721088|60988|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|352^8^0
1522368|*Water|C0043047|51625|MH|RtM via: Water;checkForceMH Boosted|TI|MM|301^5^0
1522368|*Decision Trees|C0011115|49180|MH|Forced Leaf Node Lookup:decision trees|TI|MM|1084^14^0
1522368|*Single Person|C0037179|49180|MH|Forced Leaf Node Lookup:single persons|TI|MM|700^14^0
1522368|Leprosy, Borderline|C0023346|220506|MH|||RC
1522368|Leprostatic Agents|C0023342|214210|MH|||RC
1522368|*Alkaloids|C0002062|107516|HM|RtM via: palustrine|TI|MM|341^10^0
1522368|*Knowledgebase|C0022752|15705|ET|Entry Term Replacement for "Knowledge Bases";RtM via: Knowledge Bases;Forced Non-Leaf Node Lookup:knowledge bases|TI|MM|878^14^0
1522368|*Breeding|C0006159|1116|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|532^8^0;268^8^0
1522368|*World Wide Web|C0282111|804|ET|Entry Term Replacement for "Internet";RtM via: Internet;Forced Non-Leaf Node Lookup:world wide web|TI|MM|1193^14^0
1522368|Anseriformes|C0325486|1000|MH|Forced Non-Leaf Node Lookup:swan||MM|263^4^0
1522369|Animals|C0003062|50490|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)|TI|MM
1522369|*Bayes Theorem|C0004870|35640|MH|RtM via: Bayesian Method;Forced Lookup:bayesian|TI|MM|22^8^1;52^9^1
1522369|*Uncertainty|C0087130|31182|MH|RtM via: Uncertainty;Forced Leaf Node Lookup:uncertainty|TI|MM|908^11^0
1522369|Idaho|C0020787|27429|MH|RtM via: Idaho (geographic location);Forced Leaf Node Lookup:idaho|TI|MM|1191^5^0;168^5^0
1522369|Montana|C0026506|27000|MH|RtM via: Montana (geographic location);Forced Leaf Node Lookup:montana|TI|MM|781^7^0;175^7^0
1522369|Wyoming|C0043287|26940|MH|RtM via: Wyoming;Forced Leaf Node Lookup:wyoming|TI|MM|580^7^0;188^7^0
1522369|*Linear Models|C0023732|26025|MH|RtM via: Linear Models;Forced Leaf Node Lookup:linear model|TI|MM|75^12^0
1522369|*Parks, Recreational|C0237771|19416|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|565^13^0;235^13^0
1522369|*Goals|C0018017|17226|MH|RtM via: Clinical Trial Objective;Forced Leaf Node Lookup:goal|TI|MM|987^9^0;713^9^0;472^4^0;1362^4^0
1522369|*Accidental Falls|C0000921|15573|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falls|TI|MM|1055^5^0
1522369|Rifampin|C0035608|49490|MH|||RC
1522369|*Probability|C0033204|24426|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|1278^11^0;1084^11^0;935^11^0;809^11^0;629^11^0;380^11^0;319^11^0;679^11^0;1328^11^0
1522369|*Birds|C0005595|4974|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|1243^5^0;1146^5^0;1010^5^0;844^4^0;594^5^0;489^5^0;266^5^0;736^5^0;1380^5^0
1522369|*Forest|C0086312|4296|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1229^6^0;1122^6^0
1522370|Animals|C0003062|70944|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes)|TI|MM
1522370|Leprosy|C0023343|69944|MH|||RC
1522370|Skin|C1123023|25537|MH|||RC
1522370|*Record|C0034869|9051|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|417^8^0
1522370|*Birds|C0005595|4146|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|292^5^0
1522370|*Anseriformes|C0325486|1782|MH|RtM via: Genus Cygnus;Forced Non-Leaf Node Lookup:swan|TI|MM|437^4^0
1522370|Denmark|C0011318|1000|MH|Forced Non-Leaf Node Lookup:denmark||MM|127^7^0
1522371|Animals|C0003062|262434|CT|Domesticated Animals;CT Treecode Lookup: B01.050.050 (Domesticated Animals);Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild);CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|452^7^0
1522371|*Domesticated Animals|C0003063|81777|ET|Entry Term Replacement for "Animals, Domestic";RtM via: Animals, Domestic;checkForceMH Boosted;Forced Non-Leaf Node Lookup:domesticated animals|TI|MM|439^20^0
1522371|*Explosive Agents|C1721090|51597|MH|RtM via: Explosive Agents;Forced Leaf Node Lookup:explosives;checkForceMH Boosted|TI|MM|338^10^0
1522371|*Grassland|C0442534|25500|MH|Forced Leaf Node Lookup:grasslands|TI|MM|494^9^0
1522371|Mycobacterium leprae|C0026922|261434|MH|||RC
1522371|Leprosy|C0023343|135944|MH|||RC
1522371|*Animals, Wild|C0003070|38382|MH|RtM via: Animals, Wild|TI|MM|284^8^0
1522371|*Breeding|C0006159|1884|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|169^8^0
1522371|China|C0008115|9|MH|RtM via: China|TI|MM|135^5^0
1522372|Male|C0086582|216460|CT|Forced Lookup:sex differences|TI|MM|464^15^0
1522372|Animals|C0003062|216460|CT|Armadillos;CT Treecode Lookup: B01.050.150.900.649.313.999 (Armadillos);CT Text Lookup: wing|TI|MM;RC|420^4^0
1522372|Female|C0086287|216460|CT|Forced Lookup:sex differences;CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|464^15^0;396^7^0
1522372|Adolescent|C0205653|216460|CT|RtM via: Juvenile|TI|MM|542^8^0
1522372|*Sex Characteristics|C0036866|34021|MH|RtM via: Sex Characteristics;RtM via: sexual dimorphism (cellular);Forced Leaf Node Lookup:dimorphism|TI|MM|464^15^0;577^10^0
1522372|Japan|C0022341|24619|MH|RtM via: Japan;Forced Leaf Node Lookup:japan|TI|MM|158^5^0
1522372|Mycobacterium leprae|C0026922|215460|MH|||RC
1522372|Armadillos|C0324875|194508|MH|||RC
1522372|*Body Size|C0005901|7011|MH|RtM via: Body Size;Forced Non-Leaf Node Lookup:body sizes|TI|MM|518^9^0
1522373|Male|C0086582|84219|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|210^5^0
1522373|Animals|C0003062|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248 (Birds)||MM
1522373|*Sex Characteristics|C0036866|22511|MH|RtM via: Sex Characteristics;RtM via: sexual dimorphism (cellular);Forced Leaf Node Lookup:sexual dimorphisms|TI|MM|415^17^0
1522373|*Radius|C0034627|12677|MH|RtM via: Bone structure of radius;Forced Leaf Node Lookup:radius|TI|MM|582^6^0
1522373|Mycobacterium leprae|C0026922|83219|MH|||RC
1522373|Palmitic Acids|C0030235|18399|MH|||RC
1522373|*Birds|C0005595|3549|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|669^5^0;332^5^0;718^5^0
1522373|*Breeding|C0006159|2028|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|731^8^0;660^8^0;796^8^0
1522373|England|C0014282|9|MH|RtM via: England|TI|MM|349^7^0;229^7^0;166^7^0
1522374|Animals|C0003062|437951|CT|Feathers;CT Treecode Lookup: A13.370 (Feathers);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes)|TI|MM
1522374|*Feathers|C0015731|99486|MH|RtM via: Feathers;RtM via: Entire feather;Forced Leaf Node Lookup:feathers|TI|MM|611^7^0;506^8^0
