C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\zeitpflapflapfla\input.txt
43230740|Animals|C0003062|13594|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)|TI|MM
43231429|*Seeds|C0036563|9393|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|1680^5^0;1394^4^0;1317^4^0
43231429|*Protective Agents|C0033613|7401|MH|RtM via: Protective Agents;RtM via: Protectants|TI|MM|1399^10^0;1322^11^0
43231429|*Antioxidants|C0003402|3354|MH|RtM via: Beets preparation|TI|MM|1625^5^0
43231429|*Mercury|C0025424|2571|MH|RtM via: Mercury;Forced Non-Leaf Node Lookup:hg|TI|MM|1450^2^0;680^2^0;309^2^0
43231430|Male|C0086582|7916|CT|CT Text Lookup: male;CT Text Lookup: males;CT Text Lookup: man|TI|MM;RC|1101^5^0;316^3^0
43231430|Humans|C0086418|7916|CT|CT Text Lookup: man|TI|MM;RC|316^3^0
43231430|Female|C0086287|7916|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|1141^7^0
43231430|Animals|C0003062|7916|CT|Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
43231430|*Larvae|C0023047|6916|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|841^6^0
43231430|*Parasites|C0030498|4236|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|1025^8^0;884^9^0;802^9^0;708^8^0
43231430|*Coleoptera|C0009276|5346|MH|RtM via: Galeruca tanaceti|TI|MM|675^17^0;39^17^0;1177^8^0;600^8^0
43231430|*Lifespan|C0870809|2628|ET|Entry Term Replacement for "Longevity";RtM via: Life Span;RtM via: Longevity|TI|MM|1052^4^1;1058^4^1
43231430|*Symbiosis|C0039029|669|MH|RtM via: Parasitism|TI|MM|934^10^0
43231430|cetraxate|C0055150|385|NM|RtM via: Neuer|TI|MM|580^5^0
43231430|*Tranexamic Acid|C0040613|384|HM|RtM via: Neuer|TI|MM|580^5^0
43231430|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infection||MM|1164^9^0
43231440|*Zineb|C0043503|116560|MH|RtM via: Zineb;Forced Leaf Node Lookup:zineb;checkForceMH Boosted|TI|MM|1835^5^0;696^5^0
43231440|*Captan|C0006937|97960|MH|RtM via: Captan;Forced Leaf Node Lookup:captan;checkForceMH Boosted|TI|MM|1818^6^0;679^6^0
43231440|*Fungicides, Industrial|C0392419|62617|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|1960^10^0;1890^10^0;1762^10^0;1639^10^0;1464^10^0
43231440|methyl bromide|C0066230|51755|NM|RtM via: methyl bromide;Forced SCR Leaf Node Lookup:methylbromide|TI|MM|1674^13^0
43231440|*Rhizoctonia|C0035476|24670|MH|RtM via: Rhizoctonia solani;Forced Leaf Node Lookup:rhizoctonias;checkForceMH Boosted|TI|MM|1385^18^0;173^18^0
43231440|methyldithiocarbamate|C0066344|24311|NM|RtM via: Vapam;Forced SCR Leaf Node Lookup:vapam|TI|MM|1664^5^0;554^5^0
43231440|*Fusarium|C0016871|23722|MH|RtM via: Fusarium culmorum;Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM|1405^17^0;193^17^0
43231440|*Pythium|C0034358|21880|MH|Forced Leaf Node Lookup:pythiums;checkForceMH Boosted|TI|MM|160^7^0;1372^7^0
43231440|*Thiram|C0039962|21880|MH|Forced Leaf Node Lookup:tmtd;checkForceMH Boosted|TI|MM|687^4^0;1826^4^0
43231440|*Soil|C0037592|12674|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|2219^4^0;2166^4^0;1935^4^0;1885^4^0;1634^4^0;1425^4^0;1459^4^0;1955^4^0;2011^4^0;2275^4^0
43231440|*Hydrocarbons, Brominated|C0020246|51754|HM|RtM via: methyl bromide|TI|MM|1674^13^0
43231440|*Thiocarbamates|C0039882|24310|HM|RtM via: Vapam|TI|MM|1664^5^0;554^5^0
43231440|*Hygiene|C0020405|7449|MH|RtM via: Hygiene;Forced Non-Leaf Node Lookup:hygiene|TI|MM|2280^7^0
43231440|*Plant Development|C0597252|5037|MH|RtM via: Plant Development|TI|MM|1489^14^0
43231441|Female|C0086287|46103|CT|Parturition;CT Treecode Lookup: G08.686.784.769.490 (Parturition);Mothers;CT Treecode Lookup: F01.829.263.500.320.200 (Mothers);Mothers;CT Treecode Lookup: I01.880.853.150.500.340.270 (Mothers);Mothers;CT Treecode Lookup: M01.620.630 (Mothers)||MM;RC
43231441|Animals|C0003062|46103|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)||MM;RC
43231441|Humans|C0086418|1000|CT|Forced Humans: Mothers||MM
43231441|Pregnancy|C0032961|1000|CT|Forced Treecode Turn Back On: G08.686.784.769.490 (Parturition)||MM
43231441|*Peach|C0949824|45103|ET|Entry Term Replacement for "Prunus persica";RtM via: Peach;RtM via: Prunus persica;checkForceMH Boosted|TI|MM|2396^5^0;2093^5^0
43231441|*Prunus|C0330654|44545|MH|RtM via: Prunus;RtM via: Prunus tenella;checkForceMH Boosted;Forced Non-Leaf Node Lookup:prunus|TI|MM|2175^6^0;268^6^0;2484^11^0;636^11^0
43231441|*Viburnum|C0969714|25160|MH|RtM via: Viburnum;RtM via: Viburnum opulus;Forced Leaf Node Lookup:viburnums;checkForceMH Boosted|TI|MM|813^8^0;3343^15^0;2881^15^0;2659^15^0;1511^15^0;1046^15^0
43231441|*Aphids|C0003562|13052|MH|RtM via: Myzus persicae;RtM via: Aphis fabae;Forced Leaf Node Lookup:myzus;checkForceMH Boosted|TI|MM|1973^14^0;70^14^0;2013^11^0;99^11^0
43231441|*Lycium|C0331203|11369|MH|RtM via: Lycium halimifolium;Forced Leaf Node Lookup:lycium;checkForceMH Boosted|TI|MM|2533^19^0;685^19^0
43231441|*Mothers|C0026591|9907|MH|RtM via: Mother (person);Forced Leaf Node Lookup:mothers|TI|MM|2843^7^0
43231441|*Host Specificity|C2936412|8326|MH|RtM via: Host Range;Forced Leaf Node Lookup:host ranges|TI|MM|2701^10^0
43231441|*Parturition|C0005615|14844|MH|RtM via: Childbirth|TI|MM|2099^4^0
43231441|*Woods|C0043217|1833|ET|Entry Term Replacement for "Wood";RtM via: Wood material|TI|MM|2413^5^0;2295^5^0
43231441|*Environment|C0014406|1614|MH|RtM via: Woods|TI|MM|2413^5^0;2295^5^0
43231441|*Hydrangeaceae|C0949973|549|MH|RtM via: Philadelphus coronarius|TI|MM|3514^23^0;3229^23^0;2901^23^0;1709^23^0;1416^23^0;1066^23^0
43231442|Animals|C0003062|413160|CT|Beetle;CT Treecode Lookup: B01.050.500.131 (Beetle);Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids);Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Insects;CT Treecode Lookup: B01.050.500.131 (Insects);Leafhopper;CT Treecode Lookup: B01.050.500.131 (Leafhopper);Mite;CT Treecode Lookup: B01.050.500.131 (Mite);Larva;CT Treecode Lookup: B05.500 (Larva);Larva;CT Treecode Lookup: G07.345.500.550.500 (Larva);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites);Weevils;CT Treecode Lookup: B01.050.500.131 (Weevils);Spider;CT Treecode Lookup: B01.050.500.131 (Spider)||MM;RC
43231442|*Beetle|C0009276|412160|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;RtM via: Apion;RtM via: Hylotrupes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM;RC|3133^6^0;2028^5^0;3141^10^0;467^7^0;1045^7^0
43231442|*Aphids|C0003562|309373|MH|RtM via: Aphids;Forced Leaf Node Lookup:aphids;checkForceMH Boosted|TI|MM;RC|2582^6^0
43231442|*Ants|C0003455|302883|MH|RtM via: Ants;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM|1185^3^0;1101^4^0
43231442|*Picea|C0949850|205222|MH|RtM via: Picea;Forced Leaf Node Lookup:spruce trees;checkForceMH Boosted|TI|MM|740^6^0;591^12^0
43231442|*Mite|C0026231|186971|ET|Entry Term Replacement for "Mites";RtM via: Mites;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mite|TI|MM;RC|2914^4^0
43231442|*Insecticides|C0021576|182821|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|3000^12^0
43231442|*Vegetables|C0042440|169600|MH|RtM via: Vegetables;Forced Leaf Node Lookup:vegetables;checkForceMH Boosted|TI|MM|2107^9^0
43231442|*Edible Grain|C4042883|168754|MH|RtM via: Cereals;Forced Leaf Node Lookup:cereals;checkForceMH Boosted|TI|MM|1505^6^0
43231442|*Larva|C0023047|163238|MH|RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larva|TI|MM|516^5^0
43231442|*Parasites|C0030498|156847|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|449^9^0;223^9^0
43231442|*Ribes|C1080864|156541|MH|RtM via: Ribes;Forced Leaf Node Lookup:ribes;checkForceMH Boosted|TI|MM|2598^5^0
43231442|*Avena|C0331496|148966|MH|Forced Leaf Node Lookup:oat;checkForceMH Boosted|TI|MM|1555^3^0
43231442|*Spider|C0037913|119834|ET|Entry Term Replacement for "Spiders";RtM via: Spiders;checkForceMH Boosted;Forced Non-Leaf Node Lookup:spiders|TI|MM|2753^6^0
43231442|*Clover|C1510657|117365|ET|Entry Term Replacement for "Medicago";RtM via: Clover;checkForceMH Boosted|TI|MM|1950^6^0
43231442|*Snow|C0037386|87677|MH|RtM via: snow - weather;RtM via: Snow (substance);Forced Leaf Node Lookup:snow|TI|MM|777^4^0
43231442|*Cabbage|C0006619|79364|ET|Entry Term Replacement for "Brassica";RtM via: Cabbage - dietary;checkForceMH Boosted|TI|MM|2188^7^0
43231442|Finland|C0016132|74492|MH|RtM via: Finland;Forced Leaf Node Lookup:finland|TI|MM|3058^7^0;645^7^0;136^7^0;687^7^0
43231442|*Grassland|C0442534|74483|MH|Forced Leaf Node Lookup:grasslands|TI|MM|1914^9^0
43231794|Animals|C0003062|1000|CT|Forced Treecode Turn Back On: B01.050.500.500.294 (Nematoda)||MM
43231794|*Solanum tuberosum|C1145678|13687|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM|815^6^0;867^6^0
43231794|*Meristem|C0242728|12230|MH|RtM via: Meristem;Forced Leaf Node Lookup:meristems|TI|MM|910^8^0
43231794|*Plant Roots|C0242726|4569|MH|RtM via: Plant Roots|TI|MM|802^5^0
43231794|*Maintenance|C0024501|3153|MH|RtM via: Maintenance|TI|MM|1458^11^0
43231794|*Complementary Therapies|C0936077|2838|MH|RtM via: Humor therapy|TI|MM;RC|1184^7^0;515^7^0
43231794|*Viscera|C0042779|735|MH|RtM via: Cortex of Organ|TI|MM|1397^6^0;1045^6^0
43231794|*Nematoda|C1704319|6108|MH|RtM via: Nematodes;RtM via: Phylum Nematoda;Forced Non-Leaf Node Lookup:nematodes;Forced Non-Leaf Node Lookup:nematoda|TI|MM|1319^8^0;874^8^0;618^8^0;1414^8^0
43231795|Animals|C0003062|94165|CT|Ascaris;CT Treecode Lookup: B01.050.500.500 (Ascaris);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Tylenchoidea;CT Treecode Lookup: B01.050.500.500 (Tylenchoidea)|TI|MM
43231795|*Solanum tuberosum|C1145678|93165|MH|RtM via: Solanum tuberosum;RtM via: Potato;Forced Leaf Node Lookup:solanum tuberosums;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM|998^6^0;626^6^0;642^17^0;122^17^0;160^17^0;724^6^0
43231795|*Solanum|C0331221|74405|MH|RtM via: genus Solanum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanums|TI|MM|1227^7^0
43231795|*Larvae|C0023047|12986|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|835^6^0;861^6^0
43231795|*Solanum nigrum|C0331225|52482|MH|RtM via: Solanum nigrum|TI|MM|1227^7^0
43231795|*Ascaris|C0003954|17811|MH|RtM via: Ascaris|TI|MM|736^7^0
43231795|*Tylenchoidea|C0041439|5883|MH|RtM via: Heterodera|TI|MM|745^10^0
43231795|*Starvation|C0038187|5076|MH|RtM via: Starvation|TI|MM|1148^10^0
43231795|*Cysts|C0010709|921|MH|RtM via: Cyst;Forced Non-Leaf Node Lookup:cysts|TI|MM|851^5^0
43231795|*Giant Cells|C0017526|807|MH|RtM via: Giant Cells;Forced Non-Leaf Node Lookup:giant cells|TI|MM|1124^11^0
43231796|*Ustilago|C0042122|7359|MH|RtM via: Ustilago;Forced Leaf Node Lookup:ustilagos;checkForceMH Boosted|TI|MM|258^8^0
43231796|*Temperature|C0039476|1197|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|360^11^0
43231796|*Anaerobiosis|C0002750|840|MH|Forced Leaf Node Lookup:anaerobic|TI|MM|288^9^0
43231796|*Ustilaginales|C0042121|8586|MH|RtM via: Ustilaginales|TI|MM|252^4^0
43231796|*Wettability|C0162598|1731|MH|RtM via: Wettability|TI|MM|298^7^0
43231462|*Fertilizers|C0015919|213737|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilizers;checkForceMH Boosted|TI|MM;RC|635^10^0
43231462|lime|C0064990|105765|NM|RtM via: Calcium oxide;Forced SCR Leaf Node Lookup:lime|TI|MM|868^4^0;776^6^0
43231462|*Manure|C0024765|103160|MH|RtM via: Manure;Forced Leaf Node Lookup:manure;checkForceMH Boosted|TI|MM;RC|562^6^0;845^8^0
43231462|*Soil|C0037592|95350|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|787^4^0
43231462|*Armoracia|C0330509|91304|MH|RtM via: Armoracia rusticana;RtM via: Horseradish;Forced Leaf Node Lookup:horseradishs;checkForceMH Boosted|TI|MM|587^11^0;65^11^0
43231462|*Nitrogen|C0028158|89335|MH|RtM via: Nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|304^8^0
43231462|potash|C1802535|82173|NM|RtM via: potash;Forced SCR Leaf Node Lookup:potash|TI|MM|266^6^0;412^6^0
43231462|*Molybdenum|C0026402|76295|MH|RtM via: Molybdenum;Forced Leaf Node Lookup:molybdenum;checkForceMH Boosted|TI|MM;RC|933^10^0
43231462|*Boron|C0006030|64802|MH|RtM via: Boron;Forced Leaf Node Lookup:boron;checkForceMH Boosted|TI|MM|924^5^0
43231462|*Verticillium|C0042570|57266|MH|RtM via: Verticillium Hypocreales;Forced Leaf Node Lookup:verticilliums;checkForceMH Boosted|TI|MM|731^12^0;38^12^0
43231462|*Phosphate|C0031603|55240|ET|Entry Term Replacement for "Phosphates";RtM via: Phosphates;RtM via: phosphate ion;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phosphates|TI|MM|423^9^0
43231462|*Gift Giving|C1136184|26164|MH|RtM via: Gifts;Forced Leaf Node Lookup:gifts|TI|MM|619^5^0
43231462|*Depression|C0011570|25009|MH|Forced Leaf Node Lookup:depression|TI|MM|478^10^0
43231462|*Calcium Compounds|C0206106|105764|HM|RtM via: Calcium oxide|TI|MM|868^4^0;776^6^0
43231462|*Oxides|C0030015|86303|HM|RtM via: Calcium oxide|TI|MM|868^4^0;776^6^0
43231462|*Complex Mixtures|C1258022|82172|HM|RtM via: potash|TI|MM;RC|266^6^0
43231462|*Plant|C0032098|17973|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|165^5^0
43231462|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infection||MM|95^9^0
43231463|*Weed Control|C2936495|78906|MH|RtM via: Weed Control;Forced Leaf Node Lookup:weed control|TI|MM|655^12^0
43231463|*Beta vulgaris|C0330391|41910|MH|RtM via: Beets;RtM via: Beta vulgaris;Forced Leaf Node Lookup:beets;checkForceMH Boosted|TI|MM|981^4^0;565^5^0
43231463|*Herbicides|C0019236|18240|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|582^10^0
43231463|*Plant Leaves|C0242724|5313|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|873^6^0
43231463|*Antioxidants|C0003402|1665|MH|RtM via: Beets preparation|TI|MM|981^4^0;565^5^0
43231463|*Esters|C0014898|1149|MH|RtM via: Esters|TI|MM|890^5^0
43231463|*Personality|C0031208|450|MH|RtM via: Hormone (disposition)|TI|MM|574^7^0
43231463|2,4,5-Trichlorophenoxyacetic Acid|C0000215|1000|MH|Forced Non-Leaf Node Lookup:2,4,5-t||MM|467^7^0;909^7^0
43231463|2,4-Dichlorophenoxyacetic Acid|C0000220|1000|MH|Forced Non-Leaf Node Lookup:2,4-d||MM|457^5^0;899^5^0
43231464|Animals|C0003062|4322|CT|Moths;CT Treecode Lookup: B01.050.500.131 (Moths);Manduca;CT Treecode Lookup: B01.050.500.131 (Manduca)||MM;RC
43231464|*Microsporidia|C0085345|3322|MH|RtM via: Microsporidia <fungus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:microsporidias|TI|MM;RC|188^13^0
43231464|*Moths|C0026593|738|MH|RtM via: Pandemis|TI|MM;RC|339^8^0
43231464|*Manduca|C0242620|309|MH|RtM via: Malacosoma neustria|TI|MM|57^19^0
43231464|*Name|C0027365|57|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|223^4^0
43231498|*Captan|C0006937|129202|MH|RtM via: Captan;Forced Leaf Node Lookup:captan;checkForceMH Boosted|TI|MM|3183^6^0;1780^6^0
43231498|*Dieldrin|C0012141|109018|MH|RtM via: Dieldrin;Forced Leaf Node Lookup:dieldrin;checkForceMH Boosted|TI|MM|3140^8^0;1728^8^0
43231498|*Thiram|C0039962|105301|MH|RtM via: Thiram;Forced Leaf Node Lookup:thiuram;checkForceMH Boosted|TI|MM|3191^7^0;1788^7^0
43231498|*Diazinon|C0012013|103384|MH|RtM via: Diazinon;Forced Leaf Node Lookup:diazinon;checkForceMH Boosted|TI|MM|1759^8^0
43231498|*Hexachlorocyclohexane|C0005038|81157|MH|RtM via: Lindane;Forced Leaf Node Lookup:lindane;checkForceMH Boosted|TI|MM|3121^7^0;1710^6^0
43231498|*Insecticides|C0021576|77605|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|3102^12^0
43231498|*Fungicides, Industrial|C0392419|74224|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|3171^10^0
43231498|*Methanol|C0001963|58066|MH|RtM via: Methanol;Forced Leaf Node Lookup:methanol;checkForceMH Boosted|TI|MM|1329^8^0
43231498|1,4-dioxane|C0044018|49592|NM|RtM via: Dioxane;Forced SCR Leaf Node Lookup:dioxan|TI|MM|1339^6^0
43231498|*Salts|C0036140|42436|MH|RtM via: Salts;Forced Leaf Node Lookup:salts;checkForceMH Boosted|TI|MM|3203^5^0
43231498|*DDT|C0011041|39052|MH|Forced Leaf Node Lookup:ddt;checkForceMH Boosted|TI|MM|1705^3^0;3116^3^0
43231498|*Sodium Hydroxide|C0037517|39052|MH|Forced Leaf Node Lookup:naoh;checkForceMH Boosted|TI|MM|2667^4^0
43231498|*Dyes|C0013343|23915|ET|Entry Term Replacement for "Coloring Agents";RtM via: Dyes;checkForceMH Boosted|TI|MM|2443^4^0
43231498|*Gastrointestinal Microbiome|C4018878|19526|MH|Forced Leaf Node Lookup:gut|TI|MM|995^3^0
43231498|*Dioxanes|C0012501|49591|HM|RtM via: Dioxane|TI|MM|1339^6^0
43231498|*Solvents|C0037638|20127|MH|RtM via: Solvents;RtM via: Organic solvent product;Forced Non-Leaf Node Lookup:solvents|TI|MM|3045^7^0;2812^16^0;2820^8^0
43231498|*Aerosols|C1112870|3843|MH|RtM via: Aerosol Dose Form;Forced Non-Leaf Node Lookup:aerosols|TI|MM|3295^8^0;2984^8^0;2074^8^0
43231498|*Sulfur|C0038774|3087|MH|RtM via: Sulfur;Forced Non-Leaf Node Lookup:sulphur|TI|MM|3261^7^0
43231499|*Solanum tuberosum|C1145678|179582|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM;RC|26^6^0
43231499|*Alternaria|C0002343|95147|MH|RtM via: Alternaria (fungus);RtM via: Alternaria porri;Forced Leaf Node Lookup:alternarias;checkForceMH Boosted|TI|MM;RC|112^10^0;134^16^0
43231499|Spores, Fungal|C0038029|22351|MH|Spores Specifics:Spores||MM;RC
43231499|*Plant Tubers|C1136058|333765|MH|RtM via: Plant Tubers|TI|MM;RC|123^5^0;33^6^0
43231499|Plant Diseases|C0032080|1746|MH|||RC
43231499|*Vaccination|C0042196|69|MH|RtM via: Vaccination|TI|MM|198^12^0
43231500|*Captan|C0006937|90367|MH|RtM via: Captan;Forced Leaf Node Lookup:captan;checkForceMH Boosted|TI|MM|1584^6^0;1238^6^0;861^6^0;785^6^0;440^6^0;47^6^0
43231500|*Fungicides, Industrial|C0392419|35107|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|1286^10^0;1128^10^0;504^9^0;344^9^0
43231500|*Actinomyces|C0001250|31562|MH|RtM via: Actinomyces;checkForceMH Boosted|TI|MM|1176^13^0
43231500|nabam|C0068332|30218|NM|RtM via: nabam;Forced SCR Leaf Node Lookup:nabam|TI|MM|907^5^0;115^5^0
43231500|*Actinomycetes|C0600148|24602|ET|Entry Term Replacement for "Actinobacteria";RtM via: Actinobacteria class;checkForceMH Boosted;Forced Non-Leaf Node Lookup:actinomycetes|TI|MM|1176^13^0
43231500|methyldithiocarbamate|C0066344|16991|NM|RtM via: Vapam;Forced SCR Leaf Node Lookup:vapam|TI|MM|1595^5^0;1206^5^0;1097^5^0;914^5^0;796^5^0;418^5^0;297^5^0;122^5^0
43231500|*Thiram|C0039962|14350|MH|Forced Leaf Node Lookup:tmtd;checkForceMH Boosted|TI|MM|55^4^0;869^4^0
43231500|*Disinfectants|C0012682|11186|MH|RtM via: Disinfectants;checkForceMH Boosted;Forced Non-Leaf Node Lookup:disinfectants|TI|MM|1487^13^0
43231500|*Soil|C0037592|9779|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1482^4^0;841^4^0
43231500|*Ethylenebis(dithiocarbamates)|C0015090|30217|HM|RtM via: nabam|TI|MM|907^5^0;115^5^0
43231500|*Thiocarbamates|C0039882|16990|HM|RtM via: Vapam|TI|MM|1595^5^0;1206^5^0;1097^5^0;914^5^0;796^5^0;418^5^0;297^5^0;122^5^0
43231500|*Fungi|C0016832|9474|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM|1391^5^0
43231500|*Bacteria|C0004611|4887|MH|RtM via: Bacterial|TI|MM;RC|975^9^0
43231500|*Green Algae|C0002032|2442|ET|Entry Term Replacement for "Chlorophyta";RtM via: Chlorophyta;Forced Non-Leaf Node Lookup:green algae|TI|MM|1517^11^0
43231500|*Arsenicals|C0003819|477|MH|RtM via: Arsenicals;Forced Non-Leaf Node Lookup:arsenicals|TI|MM|1253^9^0;1048^9^0;881^9^0
43231603|United States|C0041703|35954|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|328^8^0
43231603|*Plant Pathology|C3179054|34954|MH|RtM via: Plant Pathology;Forced Leaf Node Lookup:plant pathology|TI|MM|2381^15^0;63^15^0
43231603|*Solanum tuberosum|C1145678|13130|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potatoes;checkForceMH Boosted|TI|MM|1189^8^0
43231603|*Phytophthora|C0031864|9106|MH|RtM via: Phytophthora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM|1538^12^0;1165^12^0
43231603|Switzerland|C0039021|4363|MH|RtM via: Switzerland;Forced Leaf Node Lookup:switzerland|TI|MM|1152^11^0
43231603|*Publications|C0034036|34161|MH|RtM via: Publications;RtM via: Scientific Publication;RtM via: Reprint;RtM via: Card (document)|TI|MM;RC|2355^10^0;1492^12^0;1405^12^0;1105^12^0;1026^11^0;895^10^0;682^11^0;608^12^0;456^10^0;257^12^0;35^12^0;2168^8^0;2185^4^0;2211^5^0;1990^4^0;1768^4^0;1599^4^0;1214^5^0;988^4^0;1079^4^0;919^4^0
43231603|*Publishing|C0034037|6924|MH|RtM via: Publishing|TI|MM|1026^11^0;682^11^0
43231603|*Crops, Agricultural|C0242775|4662|MH|RtM via: Agricultural Crops|TI|MM|736^5^0
43231603|*Record|C0034869|4104|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|847^8^0
43231604|Animals|C0003062|78602|CT|Fly;CT Treecode Lookup: B01.050.500.131 (Fly)||MM;RC
43231604|*Temperature|C0039476|77602|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|731^12^0;527^12^0;167^11^0
43231604|*Incidence|C0021149|13781|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM;RC|663^9^0
43231604|Denmark|C0011318|8621|MH|Forced Leaf Node Lookup:danish|TI|MM|325^6^0
43231604|Northern Europe|C0028413|75951|ET|Entry Term Replacement for "Europe";RtM via: Northern Europe;RtM via: central europe|TI|MM;RC|101^15^0;143^14^0
43231604|*Cold Temperature|C0009264|30210|MH|RtM via: Cold Temperature|TI|MM|163^15^0
43231604|*Fly|C0012578|22926|ET|Entry Term Replacement for "Diptera";RtM via: Diptera;Forced Non-Leaf Node Lookup:flies|TI|MM;RC|684^5^0;638^3^0;257^3^0
43231604|*Seasons|C0036497|12762|MH|RtM via: Summer|TI|MM;RC|724^6^0;557^6^0;196^6^0
43231604|*Disease Outbreaks|C0012652|1773|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM;RC|233^8^0
43231605|*Potato virus X|C0520502|67902|ET|Entry Term Replacement for "Potexvirus";RtM via: Potato virus X;checkForceMH Boosted|TI|MM;RC|298^16^0
