C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\tranamermicrsoci\input.txt
10.2307/3224628|Animals|C0003062|68320|CT|Animal Shells;CT Treecode Lookup: A13.080 (Animal Shells);Crustacea;CT Treecode Lookup: B01.050.500.131 (Crustacea)||MM;RC
10.2307/3225217|*Metamorphosis, Biological|C0025558|59283|MH|RtM via: Biological Metamorphosis|TI|MM;RC|306^13^0;159^13^0
10.2307/3225217|*Life Cycle|C0023675|48432|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life Cycle Stages|TI|MM;RC|28^10^0
10.2307/3225217|*Seasons|C0036497|2781|MH|RtM via: Summer;RtM via: Autumn|TI|MM;RC|796^6^0;854^4^0;549^4^0;194^4^0
10.2307/3225217|*Reproduction|C0035150|2529|MH|RtM via: sexual reproduction|TI|MM|515^19^0;371^19^0;250^19^0
10.2307/3225218|*Vicia faba|C0330788|37801|MH|RtM via: Vicia faba;Forced Leaf Node Lookup:vicia fabas;checkForceMH Boosted|TI|MM;RC|51^10^0
10.2307/3225218|3-nitrobenzhydrazide|C0047632|33698|NM|RtM via: 3-nitrobenzhydrazide;Forced SCR Leaf Node Lookup:m-nitrobenzhydrazide|TI|MM|498^20^0;123^20^0
10.2307/3225218|*Nuclear Envelope|C0028584|24203|MH|RtM via: Nuclear Envelope;Forced Leaf Node Lookup:nuclear membranes|TI|MM|360^16^0
10.2307/3225218|*Chromosome|C0008633|61689|ET|Entry Term Replacement for "Chromosomes";RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosome|TI|MM;RC|390^10^0
10.2307/3225218|*Hydrazines|C0020233|33697|HM|RtM via: 3-nitrobenzhydrazide|TI|MM;RC|498^20^0;123^20^0
10.2307/3225218|*Cytogenetic|C0010802|31071|ET|Entry Term Replacement for "Cytogenetics";RtM via: Cytogenetics|TI|MM|570^11^0
10.2307/3225218|*Cell Nucleus|C0007610|17316|MH|RtM via: Nuclear (nucleus)|TI|MM;RC|319^7^0;167^7^0
10.2307/3225218|*Cell Cycle|C0007586|10959|MH|RtM via: Cell Cycle;Forced Non-Leaf Node Lookup:cell cycles|TI|MM;RC|601^10^0
10.2307/3225218|*Nuclear Division|C1155789|10422|ET|Entry Term Replacement for "Cell Nucleus Division";RtM via: nuclear division;Forced Non-Leaf Node Lookup:nuclear divisions|TI|MM|280^16^0
10.2307/3225218|Cytogenetic Analysis|C0752095|1000|MH|Forced Non-Leaf Node Lookup:cytogenetic||MM;RC|570^11^0
10.2307/3225218|RNA|C0035668|1000|MH|Forced Non-Leaf Node Lookup:rna||MM|527^3^0
10.2307/3225219|*Agar|C0001771|10596|MH|RtM via: Agar;Forced Leaf Node Lookup:agar;checkForceMH Boosted|TI|MM;RC|119^4^0
10.2307/3225219|*Serum|C0229671|7554|MH|RtM via: Serum|TI|MM;RC|113^5^0
10.2307/3225219|*Stramenopiles|C1004618|6816|MH|RtM via: Labyrinthula sp.;RtM via: Genus Labyrinthula|TI|MM;RC|169^12^1;193^2^1;41^12^0
10.2307/3225219|*Fungus|C0016832|4365|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;RtM via: Class Zygomycetes;Forced Non-Leaf Node Lookup:fungus|TI|MM|161^6^0;149^11^0
10.2307/3225219|*Culture Techniques|C1449619|2853|MH|RtM via: Culture Techniques;Forced Non-Leaf Node Lookup:culture techniques|TI|MM|124^18^0
10.2307/3225219|*Locomotion, Cell|C0007608|1719|ET|Entry Term Replacement for "Cell Movement";RtM via: cell motility;Forced Non-Leaf Node Lookup:cell locomotion|TI|MM|340^15^0
10.2307/3225220|Animals|C0003062|86281|CT|Gastropod;CT Treecode Lookup: B01.050.500.644 (Gastropod);Gills;CT Treecode Lookup: A13.421 (Gills);CT Text Lookup: beef|TI|MM;RC|201^4^0
10.2307/3225220|Cattle|C0007452|86281|CT|Forced Leaf Node Lookup:beef;CT Text Lookup: beef|TI|MM;RC|201^4^0
10.2307/3225220|*Cytokinesis|C0010813|39374|MH|RtM via: Cytokinesis;RtM via: Cytokinesis of the fertilized ovum;Forced Leaf Node Lookup:cytokinesis|TI|MM;RC|475^11^0
10.2307/3225220|*Sporangia|C0521047|17870|MH|RtM via: Sporangia;Forced Leaf Node Lookup:sporangia|TI|MM;RC|809^9^0;618^9^0;507^9^0;346^10^0;301^10^0;674^9^0
10.2307/3225220|*Agar|C0001771|16588|MH|Forced Leaf Node Lookup:agar;checkForceMH Boosted|TI|MM|212^4^0
10.2307/3225220|*Gills|C0017558|12566|MH|RtM via: Gill structure;Forced Leaf Node Lookup:gill|TI|MM;RC|965^4^0;109^4^0
10.2307/3225220|*Viscera|C0042779|10400|MH|RtM via: Viscera;RtM via: Structure of viscus;Forced Leaf Node Lookup:viscera|TI|MM|988^7^0
10.2307/3225220|Thailand|C0039725|8294|MH|Forced Leaf Node Lookup:thais|TI|MM|145^5^0;1116^5^0
10.2307/3225220|*Karyokinesis|C1155789|85281|ET|Entry Term Replacement for "Cell Nucleus Division";RtM via: nuclear division;Forced Non-Leaf Node Lookup:karyokinesis|TI|MM;RC|638^12^0
10.2307/3225220|*Mitosis|C0026255|13734|MH|RtM via: Mitosis|TI|MM|638^12^0
10.2307/3225220|*Plasmodium|C0032148|2562|MH|RtM via: Plasmodium <genus>|TI|MM|823^9^0;708^9^0
10.2307/3225220|*Biological Phenomena|C0005520|1779|MH|RtM via: Tissue Growth|TI|MM|1091^7^0
10.2307/3225220|*Snail|C0037378|19440|ET|Entry Term Replacement for "Snails";RtM via: Snails;Forced Non-Leaf Node Lookup:snails|TI|MM|1193^5^0
10.2307/3225220|*Cysts|C0010709|300|MH|RtM via: Cyst;Forced Non-Leaf Node Lookup:cysts|TI|MM|270^5^0
10.2307/3225221|Animals|C0003062|6147|CT|Amphipoda;CT Treecode Lookup: B01.050.500.131 (Amphipoda)||MM;RC
10.2307/3225221|*Microscopy|C0026018|5147|MH|RtM via: Light Microscopy;RtM via: micrography;Forced Leaf Node Lookup:light microscopy|TI|MM|211^16^0;268^11^0
10.2307/3225221|*Sargassum|C0996396|1588|MH|RtM via: Sargassum natans;Forced Leaf Node Lookup:sargassum;checkForceMH Boosted|TI|MM;RC|94^16^0
10.2307/3225221|*Electrons|C0013852|1277|MH|RtM via: Electrons;Forced Leaf Node Lookup:electrons|TI|MM|259^8^0
10.2307/3225221|*Radionuclide Imaging|C0034606|4269|MH|RtM via: Radionuclide Imaging|TI|MM|250^8^0
10.2307/3225221|*Amphipoda|C0598804|450|MH|RtM via: Biancolina|TI|MM|28^10^0
10.2307/3225222|Animals|C0003062|17878|CT|Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Polychaeta;CT Treecode Lookup: B01.050.500.091 (Polychaeta);Sensilla;CT Treecode Lookup: A13.093 (Sensilla)||MM;RC
10.2307/3225222|Female|C0086287|17878|CT|CT Text Lookup: female|TI|MM;RC|267^6^0
10.2307/3225222|*Larvae|C0023047|14999|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|1027^6^0
10.2307/3225222|*Zygote|C0043544|6647|MH|RtM via: Structure of zygote;Forced Leaf Node Lookup:fertilized eggs|TI|MM|421^14^0
10.2307/3225222|*Sensilla|C2936471|3659|MH|RtM via: Setae;Forced Leaf Node Lookup:setae|TI|MM|779^5^0
10.2307/3225222|*Metamorphosis, Biological|C0025558|16878|MH|RtM via: Biological Metamorphosis|TI|MM|444^13^0
10.2307/3225222|*Polychaeta|C0032444|6579|MH|RtM via: Amphicteis|TI|MM;RC|142^10^0
10.2307/3225222|*Physiological Phenomena|C2350828|4347|MH|RtM via: Spawning|TI|MM|177^8^0
10.2307/3225222|*Biological Phenomena|C0005520|3771|MH|RtM via: Tissue Growth|TI|MM|544^6^0
10.2307/3225223|Animals|C0003062|20386|CT|Copepoda;CT Treecode Lookup: B01.050.500.131 (Copepoda);Acanthocephala;CT Treecode Lookup: B01.050.500.500 (Acanthocephala);Cyprinidae;CT Treecode Lookup: B01.050.150.900.493 (Cyprinidae)||MM;RC
10.2307/3225223|*Copepoda|C0323853|19386|MH|RtM via: Copepoda;RtM via: Acanthocyclops vernalis;Forced Leaf Node Lookup:copepods;checkForceMH Boosted|TI|MM|421^7^0;429^16^0
10.2307/3225223|Missouri|C0026222|1812|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM|123^8^0
10.2307/3225223|Acanthocephala|C0000881|7298|MH|||RC
10.2307/3225223|*Cyprinidae|C0010613|7029|MH|RtM via: Semotilus atromaculatus|TI|MM;RC|96^23^0
10.2307/3225223|*Intestine|C0021853|1440|ET|Entry Term Replacement for "Intestines";RtM via: Intestines;Forced Non-Leaf Node Lookup:intestines|TI|MM;RC|83^9^0
10.2307/3225224|*Swimming|C0039003|14252|MH|RtM via: Swimming;Forced Leaf Node Lookup:swimming|TI|MM;RC|351^8^0;122^8^0;85^5^0;435^8^0;521^8^0;594^8^0
10.2307/3225224|*Dinoflagellate|C0012470|5495|ET|Entry Term Replacement for "Dinoflagellida";RtM via: Dinophyceae;RtM via: Amphidinium carterae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dinoflagellates|TI|MM|39^14^0;54^20^0
10.2307/3225224|*Acclimatization|C0000934|4248|MH|RtM via: Acclimatization|TI|MM|421^10^0
10.2307/3225224|*Adaptation, Physiological|C0001400|3924|MH|RtM via: Adaptation|TI|MM;RC|421^10^0
10.2307/3225224|*Taxis Response|C1177283|3336|MH|RtM via: negative gravitaxis|TI|MM|559^17^0
10.2307/3225224|*Reproduction|C0035150|1731|MH|RtM via: Reproduction|TI|MM|671^12^0
10.2307/3225225|Mice|C0026809|75586|CT|RtM via: Mus;CT Text Lookup: mice|TI|MM;RC|792^4^0;540^4^0
10.2307/3225225|Animals|C0003062|75586|CT|RtM via: Mus;Metacercariae;CT Treecode Lookup: B05.500 (Metacercariae);Metacercariae;CT Treecode Lookup: G07.345.500.550.500 (Metacercariae);Trematoda;CT Treecode Lookup: B01.050.500.500 (Trematoda);Chorioallantoic Membrane;CT Treecode Lookup: A13.350 (Chorioallantoic Membrane);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);CT Text Lookup: mice|TI|MM;RC|792^4^0;540^4^0
10.2307/3225225|*Metacercariae|C2936402|74586|MH|RtM via: Metacercariae;Forced Leaf Node Lookup:metacercariae;checkForceMH Boosted|TI|MM|578^13^0;522^13^0
10.2307/3225225|*Chorioallantoic Membrane|C0178551|16296|MH|RtM via: chorioallantoic membrane;Forced Leaf Node Lookup:chorioallantoic membranes|TI|MM|448^3^0;122^24^0
10.2307/3225225|*Larvae|C0023047|10695|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|393^6^0;207^6^0
10.2307/3225225|*Trematoda|C0040818|34635|MH|RtM via: Alaria mustelae|TI|MM;RC|45^15^0
10.2307/3225225|*Chorion|C0008503|17370|MH|RtM via: Chorion;RtM via: Chorionic|TI|MM;RC|286^9^0
10.2307/3225225|*Eggs|C0013710|6513|MH|RtM via: Egg Food Product|TI|MM|233^4^0
10.2307/3225225|*Mesenchyme|C0162415|1953|ET|Entry Term Replacement for "Mesoderm";RtM via: Mesenchyma;Forced Non-Leaf Node Lookup:mesenchyme|TI|MM|430^10^0
10.2307/3225226|Animals|C0003062|40456|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Diptera;CT Treecode Lookup: B01.050.500.131 (Diptera)||MM;RC
10.2307/3225226|brine|C0054057|15650|NM|RtM via: brine;Forced SCR Leaf Node Lookup:brine|TI|MM|430^5^0;80^5^0
10.2307/3225226|*Parks, Recreational|C0237771|7619|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|105^13^0
10.2307/3225226|*Oxygen|C0030054|4991|MH|RtM via: Oxygen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oxygen|TI|MM;RC|405^6^0;249^6^0
10.2307/3225226|*Predatory Behavior|C0032942|39456|MH|RtM via: Predatory Behavior|TI|MM;RC|132^9^0
10.2307/3225226|*Salts|C0036140|15649|HM|RtM via: brine|TI|MM|430^5^0;80^5^0
10.2307/3225226|*Habitats|C0871648|13164|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|530^8^0
10.2307/3225226|*Diptera|C0012578|6105|MH|RtM via: Ephydra;RtM via: Paracoenia|TI|MM;RC|441^7^0;28^10^0
10.2307/3225226|*Chorion|C0008503|906|MH|RtM via: Chorion;Forced Non-Leaf Node Lookup:chorions|TI|MM;RC|345^7^0
10.2307/3225227|*Microscopy|C0026018|10833|MH|RtM via: Microscopy|TI|MM;RC|92^13^0
10.2307/3225227|*Photographies|C0031749|10818|ET|Entry Term Replacement for "Photography";RtM via: Photography|TI|MM;RC|37^12^0
10.2307/3225227|*Histological Techniques|C0019637|4488|MH|RtM via: Sectioning technique|TI|MM;RC|106^8^0
10.2307/3225227|*Health Services|C0018747|222|MH|RtM via: Test Method|TI|MM|50^6^0
10.2307/3225228|*Lighting|C0023700|158|MH|Forced Leaf Node Lookup:illumination|TI|MM;RC|61^12^0
10.2307/3225228|*Microscopy|C0026018|1164|MH|RtM via: micrography|TI|MM;RC|124^10^0
10.2307/3225228|*Household Articles|C0020046|144|MH|RtM via: Light source|TI|MM|199^12^0
10.2307/3225228|*Mental Disorders|C0004936|93|MH|RtM via: Incoherent thinking|TI|MM|167^11^0
10.2307/3225228|*Cognition|C0009240|81|MH|RtM via: Incoherent thinking|TI|MM|167^11^0
10.2307/3225229|*Microscopy, Electron, Scanning|C0026020|51174|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscope;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM;RC|485^3^0;228^28^0;32^28^0
10.2307/3225229|*Freeze Drying|C0016698|40344|MH|RtM via: Freeze Drying|TI|MM;RC|155^13^0
10.2307/3225229|*Desiccation|C0011682|29055|MH|RtM via: Desiccation|TI|MM;RC|391^3^0;279^6^0
10.2307/3225229|*Specimen Handling|C0037793|8319|MH|RtM via: Specimen processing (procedure)|TI|MM;RC|436^8^1;456^9^1
10.2307/3225230|Animals|C0003062|5344|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites);Ursidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Ursidae);Skates, Fish;CT Treecode Lookup: B01.050.150.900.493 (Skates, Fish)||MM;RC
10.2307/3225230|Female|C0086287|5344|CT|CT Text Lookup: female|TI|MM;RC|123^6^0
10.2307/3225230|*Parasites|C0030498|4344|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|76^8^0
10.2307/3225230|*Ursidae|C0004897|1785|MH|RtM via: Ursidae Family;Forced Leaf Node Lookup:bears;checkForceMH Boosted|TI|MM|176^5^0
10.2307/3225230|*Skates, Fish|C0037246|1728|MH|RtM via: Raja radiata;Forced Leaf Node Lookup:raja;checkForceMH Boosted|TI|MM|144^12^0
10.2307/3225230|*Vacuum|C0042221|729|MH|RtM via: Vacuum (physical force);Forced Leaf Node Lookup:vacuums|TI|MM|453^6^0
10.2307/3225230|*Oligohymenophorea|C0085334|2595|MH|RtM via: Trichodina oviducti|TI|MM|53^19^0
10.2307/3225230|*Musculoskeletal System|C0026860|354|MH|RtM via: Skeletal system|TI|MM|351^8^0
10.2307/3225230|*Plant Structures|C2713306|354|MH|RtM via: Thorn substance|TI|MM|131^6^0
10.2307/3225230|*Cheek|C0007966|183|MH|RtM via: Cheek structure|TI|MM|222^13^0
10.2307/3225231|*Ciliophora|C0085330|3918|MH|RtM via: Stentor coeruleus;RtM via: Stentor multiformis|TI|MM;RC|188^17^0;115^19^0
10.2307/3225231|*Biological Phenomena|C0005520|807|MH|RtM via: conjugation|TI|MM|100^11^0
10.2307/3225231|*Physical Phenomena|C2350446|645|MH|RtM via: Chemical Conjugation|TI|MM|100^11^0
10.2307/3225231|*Publications|C0034036|216|MH|RtM via: Scientific Publication|TI|MM|80^9^0
10.2307/3225232|Animals|C0003062|48439|CT|CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|499^7^0
10.2307/3225232|*Paramecium|C0030448|47439|MH|RtM via: Paramecium bursaria;checkForceMH Boosted;Forced Non-Leaf Node Lookup:parameciums|TI|MM;RC|40^19^0
10.2307/3225232|*Photosynthesis|C0031764|16005|MH|RtM via: Photosynthesis;Forced Leaf Node Lookup:photosynthesis|TI|MM;RC|508^14^0;164^14^0
10.2307/3225232|*Ciliophora|C0085330|19017|MH|RtM via: Ciliata|TI|MM;RC|417^8^0;214^8^0;32^7^0
10.2307/3225232|*Food|C0016452|4914|MH|RtM via: Food|TI|MM|267^4^0
10.2307/3225232|*Cytoplasm|C0010834|4455|MH|RtM via: Cytoplasm;Forced Non-Leaf Node Lookup:cytoplasms|TI|MM|79^9^0
10.2307/3225232|*Nutritional Status|C0392209|3690|MH|RtM via: Nutritional status|TI|MM|557^9^0;404^9^0;187^9^0
10.2307/3225232|*Bacteria|C0004611|3216|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM;RC|695^8^0;589^8^0;356^8^0;236^8^0
10.2307/3225233|Rats|C0034721|176967|CT|CT Text Lookup: rat|TI|MM;RC|296^4^0
10.2307/3225233|Animals|C0003062|176967|CT|Forced Lookup:chickens;Moniliformis;CT Treecode Lookup: B01.050.500.500 (Moniliformis);Cockroaches;CT Treecode Lookup: B01.050.500.131 (Cockroaches);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Chickens;CT Treecode Lookup: B01.050.150.900.248 (Chickens);Acanthocephala;CT Treecode Lookup: B01.050.500.500 (Acanthocephala);Periplaneta;CT Treecode Lookup: B01.050.500.131 (Periplaneta);CT Text Lookup: rat;Forced Lookup:chickens;Moniliformis;CT Treecode Lookup: B01.050.500.500 (Moniliformis);Cockroaches;CCT Text Lookup: rat|TI|MM;RC|310^8^0;296^4^0
10.2307/3225233|*Moniliformis|C0026423|175967|MH|RtM via: Moniliformis;RtM via: Moniliformis moniliformis (organism);Forced Leaf Node Lookup:moniliformis;checkForceMH Boosted|TI|MM;RC|485^12^0;105^25^0;118^12^0
10.2307/3225233|*Cockroaches|C0009208|25615|MH|RtM via: Dictyoptera <superorder>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cockroaches|TI|MM;RC|40^11^0
10.2307/3225233|*Larvae|C0023047|15451|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM|253^6^0
10.2307/3225233|*Chickens|C0008051|8041|MH|RtM via: Chickens;Forced Lookup:chickens;checkForceMH Boosted|TI|MM|310^8^0
10.2307/3225233|Puerto Rico|C0034044|7651|MH|RtM via: Puerto Rico;Forced Leaf Node Lookup:puerto rico|TI|MM|501^11^0
10.2307/3225233|Acanthocephala|C0000881|2483|MH|||RC
10.2307/3225233|Periplaneta|C0031130|715|MH|||RC
10.2307/3225233|*Enteral Nutrition|C0014327|33|MH|RtM via: Tube feeding of patient|TI|MM|276^6^0
10.2307/3225233|*Data Collection|C0010995|15|MH|RtM via: Analytical Procedure Range|TI|MM|202^7^0
10.2307/3225233|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infection||MM|92^9^0
10.2307/3225234|Animals|C0003062|8800|CT|Cypriniformes;CT Treecode Lookup: B01.050.150.900.493 (Cypriniformes);Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
10.2307/3225234|*Rivers|C0337050|2910|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|118^5^0
10.2307/3225234|Idaho|C0020787|1539|MH|RtM via: Idaho (geographic location);Forced Leaf Node Lookup:idaho|TI|MM;RC|136^5^0
10.2307/3225234|*Cypriniformes|C0010614|7800|MH|RtM via: Catostomus columbianus;Forced Non-Leaf Node Lookup:catostomus|TI|MM;RC|62^22^0
10.2307/3225234|*Coleoptera|C0009276|426|MH|RtM via: Macrocheilus|TI|MM|92^12^0
10.2307/3225234|*Sapotaceae|C0949976|366|MH|RtM via: Vitellaria|TI|MM|211^10^0
10.2307/3225235|Paleontology|C0030224|213|MH|||RC
10.2307/3225235|Fossils|C0016614|139|MH|||RC
10.2307/3225283|Animals|C0003062|21058|CT|Corals;CT Treecode Lookup: B01.050.500.308 (Corals);Copepoda;CT Treecode Lookup: B01.050.500.131 (Copepoda)||MM;RC
10.2307/3225283|*Corals|C0324034|20058|ET|Entry Term Replacement for "Anthozoa";RtM via: Coral;RtM via: Alveopora catalai;checkForceMH Boosted|TI|MM;RC|153^6^0;289^17^0;193^9^0
10.2307/3225283|*Copepoda|C0323853|9597|MH|RtM via: Copepoda;Forced Leaf Node Lookup:copepods;checkForceMH Boosted|TI|MM;RC|46^7^0
10.2307/3225283|New Caledonia|C0027964|1194|MH|RtM via: New Caledonia;Forced Leaf Node Lookup:new caledonia|TI|MM|96^13^0
10.2307/3225283|Symbiosis|C0039029|351|MH|||RC
10.2307/3225283|*Water Wells|C3179044|174|MH|RtM via: Water Wells|TI|MM|307^5^0
10.2307/3225284|Animals|C0003062|2590|CT|Cladocera;CT Treecode Lookup: B01.050.500.131 (Cladocera)||MM;RC
10.2307/3225284|North America|C0028405|1590|MH|RtM via: North America;Forced Non-Leaf Node Lookup:north america|TI|MM;RC|830^13^0
10.2307/3225284|*Cladocera|C0446344|1179|MH|RtM via: Alonella;RtM via: Alona|TI|MM;RC|258^8^0;163^5^0;67^5^0
10.2307/3225284|*Knowledge|C0376554|1008|MH|RtM via: Knowledge|TI|MM|804^9^0
10.2307/3225284|Africa, West|C0001747|933|ET|Entry Term Replacement for "Africa, Western";RtM via: Africa, Western;Forced Non-Leaf Node Lookup:west africa|TI|MM;RC|621^11^0;322^11^0
10.2307/3225285|*Microfilaments|C0025979|83019|ET|Entry Term Replacement for "Actin Cytoskeleton";RtM via: Microfilaments;Forced Non-Leaf Node Lookup:microfilaments|TI|MM;RC|347^14^0
10.2307/3225285|*Microtubules|C0026046|82002|MH|RtM via: Microtubules;Forced Non-Leaf Node Lookup:microtubules|TI|MM;RC|333^12^0
10.2307/3225285|*Coated Vesicles|C0242915|67473|MH|RtM via: Coated vesicle;Forced Non-Leaf Node Lookup:coated vesicles|TI|MM|315^15^0
10.2307/3225285|*Cell Membrane|C0007603|31344|MH|RtM via: Plasma membrane|TI|MM;RC|301^11^0
10.2307/3225285|*Bacteria|C0004611|705|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM|180^8^0
10.2307/3225286|*Cytoplasm|C0010834|47544|MH|RtM via: Cytoplasm;Forced Non-Leaf Node Lookup:cytoplasms|TI|MM|303^9^0
10.2307/3225286|Gram's stain|C0061856|46255|NM|RtM via: Gram's stain|TI|MM|537^13^0
10.2307/3225286|*Gentian Violet|C0017440|46254|HM|RtM via: Gram's stain|TI|MM|537^13^0
10.2307/3225286|*Phenazines|C0031375|40290|HM|RtM via: Gram's stain|TI|MM|537^13^0
10.2307/3225286|*Bacteria|C0004611|6522|MH|RtM via: Bacteria;RtM via: Form-bacillus;Forced Non-Leaf Node Lookup:bacteria|TI|MM;RC|708^8^0;455^8^0;399^8^0;41^8^0;222^9^0;266^19^0;118^8^0;277^8^0;605^8^0
10.2307/3225286|*Staining and Labeling|C0886517|1602|MH|RtM via: Bacterial stain, routine;Forced Non-Leaf Node Lookup:stainings|TI|MM|537^13^0;542^8^0
10.2307/3225287|Animals|C0003062|2374|CT|Ctenophora;CT Treecode Lookup: B01.050.500.325 (Ctenophora)||MM;RC
10.2307/3225287|*Ctenophora|C0999736|1374|MH|RtM via: Nuda|TI|MM|50^4^0
10.2307/3225287|RNA, Ribosomal, 16S|C0035702|431|MH|||RC
10.2307/3225288|*Lakes|C0337049|45056|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM;RC|940^4^0;385^4^0
10.2307/3225288|polyurethane foam|C0071696|27698|NM|RtM via: polyurethane foam;Forced SCR Leaf Node Lookup:polyurethane foam|TI|MM|274^17^0
10.2307/3225288|*Water|C0043047|14021|MH|RtM via: Water;checkForceMH Boosted|TI|MM;RC|159^5^0
10.2307/3225288|Michigan|C0025939|3698|MH|RtM via: Michigan (geographic location);Forced Leaf Node Lookup:michigan|TI|MM|391^8^0
10.2307/3225288|*Bays|C3203003|3686|MH|Forced Leaf Node Lookup:bay|TI|MM|372^3^0
10.2307/3225288|*Polyurethanes|C0032616|27697|HM|RtM via: polyurethane foam|TI|MM;RC|274^17^0
10.2307/3225288|*Seasons|C0036497|7041|MH|RtM via: Summer|TI|MM;RC|835^6^0
10.2307/3225288|*Suspensions|C0038960|7038|MH|RtM via: Suspensions|TI|MM|672^10^0
10.2307/3225289|Animals|C0003062|65246|CT|Biomphalaria;CT Treecode Lookup: B01.050.500.644 (Biomphalaria);Gastropod;CT Treecode Lookup: B01.050.500.644 (Gastropod);Helix, Snails;CT Treecode Lookup: B01.050.500.644 (Helix, Snails)||MM;RC
10.2307/3225289|*Biomphalaria|C0005546|64246|MH|RtM via: Australorbis glabratus;Forced Leaf Node Lookup:biomphalarias;checkForceMH Boosted|TI|MM;RC|88^21^0
10.2307/3225289|*Electron Transport Complex IV|C0010760|46936|MH|RtM via: CYTOCHROME C OXIDASE;Forced Leaf Node Lookup:cytochrome oxidase;checkForceMH Boosted|TI|MM;RC|474^12^1;498^7^1;487^18^0
10.2307/3225289|*Glucose-6-Phosphatase|C0017755|11938|MH|RtM via: GLUCOSE-6-PHOSPHATASE;Forced Leaf Node Lookup:glucose-6-phosphatase;checkForceMH Boosted|TI|MM|618^30^0
10.2307/3225289|*Succinate Dehydrogenase|C0038615|11189|MH|Forced Leaf Node Lookup:succinic dehydrogenase;checkForceMH Boosted|TI|MM;RC|510^22^0
10.2307/3225289|*Cytochromes c|C0010749|10588|MH|Forced Leaf Node Lookup:cytochrome c;checkForceMH Boosted|TI|MM|474^12^0
10.2307/3225289|*Glycogen|C0017911|5678|MH|RtM via: Glycogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glycogen|TI|MM|311^8^0
10.2307/3225289|*Helix, Snails|C0018882|12333|MH|RtM via: Helix (Snails)|TI|MM|703^7^0;331^7^0
