41971826|Animals|D000818|2410|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
24621077|Asia|D001208|873|MH|RtM via: Asia|TI|MM|1629^4^0
24621077|East Asia|D005202|582|ET|Entry Term Replacement for "Far East";RtM via: Far East|TI|MM|289^9^0
24621077|North America|D009656|294|MH|RtM via: North America|TI|MM|271^13^0
41971617|*Potentilla|D031987|469|MH|RtM via: Potentilla jepsonii;Forced Leaf Node Lookup:potentillas;checkForceMH Boosted|TI|MM|1371^19^0;503^19^0;1031^10^0;157^10^0
41971617|*Social Segregation|D000072699|573|MH|RtM via: Racial Segregation|TI|MM|365^10^0
41971617|*Lanolin|D007809|465|MH|RtM via: NIVEA|TI|MM|1665^5^0;1516^5^0;805^5^0;630^5^0
41971617|*Environment|D004777|339|MH|RtM via: Para (geographic area)|TI|MM|1609^4^0;1431^4^0;1026^4^0
41971617|*Name|D009275|258|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|551^4^0
41971617|*Botany|D001901|87|MH|RtM via: Botany;Forced Non-Leaf Node Lookup:botany|TI|MM|892^6^0;35^6^0
41971617|North America|D009656|45|MH|RtM via: North America|TI|MM|1330^13^0;460^13^0
24621091|Humans|D006801|68053948|CT|Forced Humans: families|TI|MM;RC
24621091|Iowa|D007484|2744902|MH|RtM via: Iowa;Forced Leaf Node Lookup:iowa|TI|MM|1678^4^0;1475^4^0;1385^4^0;1073^4^0;901^4^0;582^4^0;500^4^0;177^4^0;48^4^0;775^4^0
24621091|T-Lymphocytes, Regulatory|D050378|108906|MH|||RC
24621091|Forkhead Transcription Factors|D051858|98404|MH|||RC
41971852|Humans|D006801|1972|CT|Alaskan Natives;CT Treecode Lookup: M01.686 (Alaskan Natives)||MM;RC
41971852|*Polygonaceae|D019664|972|MH|RtM via: Polygonaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:polygonaceae|TI|MM|429^12^0;46^12^0
41971852|*Eriogonum|D031803|759|MH|RtM via: Eriogonum;Forced Leaf Node Lookup:eriogonums;checkForceMH Boosted|TI|MM|404^9^0;21^9^0
41971852|Oregon|D009922|441|MH|RtM via: Oregon (geographic location);Forced Leaf Node Lookup:oregon|TI|MM|606^6^0;199^6^0
41971852|*Alaskan Natives|D000072957|411|MH|RtM via: Douglas Alaska Indian|TI|MM|579^7^0;173^7^0
41971852|*Geraniaceae|D031314|393|MH|RtM via: California (plant)|TI|MM|745^10^0;370^10^0
41971852|*Burkitt Lymphoma|D002051|225|MH|RtM via: African Burkitt's lymphoma|TI|MM|336^7^0
41971852|California|D002140|204|MH|RtM via: California;Forced Non-Leaf Node Lookup:california|TI|MM|745^10^0;370^10^0
24621094|Sheep|D012756|25821|CT|Scrapie;CT Treecode Lookup: C22.836 (Scrapie)||MM
24621094|Animals|D000818|25821|CT|Scrapie;CT Treecode Lookup: C10.228.228.800.717 (Scrapie);Scrapie;CT Treecode Lookup: C10.574.843.850 (Scrapie);Scrapie;CT Treecode Lookup: C22 (Scrapie);Scrapie;CT Treecode Lookup: C22.836 (Scrapie)||MM
24621094|*Melinis repens|D057665|24821|MH|RtM via: Rhynchelytrum repens;Forced Leaf Node Lookup:rose natal grass;Forced Leaf Node Lookup:melinis repens;Forced Leaf Node Lookup:natal grass;checkForceMH Boosted|TI|MM|1668^14^0;1306^11^0;397^11^0;355^14^0;392^16^0
24621094|*Introduced Species|D058865|21099|MH|RtM via: Introduced Species;Forced Leaf Node Lookup:introduced species;Forced Leaf Node Lookup:nonnative species;checkForceMH Boosted|TI|MM|1274^18^0;336^17^0
24621094|*Rosa|D027826|11974|MH|RtM via: Rosa;Forced Leaf Node Lookup:rose;checkForceMH Boosted|TI|MM|1300^4^0;392^4^0
24621094|*Scrapie|D012608|5933|MH|RtM via: Scrapie;Forced Leaf Node Lookup:rida|TI|MM|1332^4^0
24621094|Mexico|D008800|5888|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|1188^6^0;56^6^0
24621094|*Geographic Information Systems|D040362|5885|MH|Forced Leaf Node Lookup:gis|TI|MM|580^3^0;1871^3^0
24621094|*Grassland|D065948|5885|MH|Forced Leaf Node Lookup:grasslands|TI|MM|249^10^0
24621094|Cyclization|D003500|19145|MH|||RC
24621094|Cycloaddition Reaction|D061565|17589|MH|||RC
24621094|*Forests|D065928|1962|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|191^7^0
24621094|*Algorithm|D000465|180|ET|Entry Term Replacement for "Algorithms";RtM via: algorithm;Forced Non-Leaf Node Lookup:algorithms|TI|MM|549^9^0
41971730|*Illicium|D029523|452|MH|RtM via: Illicium guajaibonense;Forced Leaf Node Lookup:illicium;checkForceMH Boosted|TI|MM|953^22^0;572^22^1;596^13^1;367^22^0;21^22^1;45^13^1
41971730|Cuba|D003462|208|MH|RtM via: Cuba;Forced Leaf Node Lookup:cuba|TI|MM|684^4^0;130^4^0
41971730|*Environment|D004777|402|MH|RtM via: Para (geographic area)|TI|MM|1055^4^0
41971730|*Flowers|D035264|231|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|219^7^0
41971730|*Epidermal Cells|D000078404|96|MH|RtM via: Epidermal cells;Forced Non-Leaf Node Lookup:epidermal cells|TI|MM|147^15^0
41971730|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|858^3^0
41972335|*Anthocerotophyta|D049936|2877|MH|RtM via: Anthocerotophyta;Forced Leaf Node Lookup:anthocerotophytas;Forced Leaf Node Lookup:hornworts;checkForceMH Boosted|TI|MM|574^16^0;186^16^0;155^9^0
41972335|Florida|D005431|266|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|788^7^0;610^7^0;345^7^0;222^7^0
41972335|*Hepatophyta|D035926|525|MH|RtM via: Marchantiophyta|TI|MM|556^15^0;166^15^0;142^8^0
41972335|*Environment|D004777|177|MH|RtM via: Para (geographic area)|TI|MM|592^4^0
41972335|*Burkitt Lymphoma|D002051|168|MH|RtM via: African Burkitt's lymphoma|TI|MM|334^7^0
41972335|*Publications|D011642|96|MH|RtM via: Publications|TI|MM|36^10^0
41972335|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|710^3^0;757^3^0
41971556|*Galium|D032061|778|MH|RtM via: Galium divaricatum;RtM via: Galium parisiense;Forced Leaf Node Lookup:galium;checkForceMH Boosted|TI|MM|1267^18^0;518^18^0;773^17^0;21^17^0
41971556|South Carolina|D013022|527|MH|RtM via: South Carolina;Forced Leaf Node Lookup:south carolina|TI|MM|101^14^0
41971556|Texas|D013781|443|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|843^5^0;91^5^0
41971556|*Restriction Mapping|D015183|537|MH|RtM via: Restriction Mapping|TI|MM|1261^4^0
41971556|Europe|D005060|429|MH|RtM via: Europe;Forced Non-Leaf Node Lookup:europe|TI|MM|403^6^0
41971556|*Sympatry|D061350|291|MH|RtM via: Sympatry|TI|MM|544^13^0;489^13^0
41971556|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1093^3^0
41971555|*Orchidaceae|D029595|71|MH|RtM via: Orchidaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:orchidaceae|TI|MM|485^11^0;228^11^0
41971555|Texas|D013781|62|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|500^5^0;243^5^0
41972110|*Carex Plant|D031255|32795|MH|RtM via: Carex nelsonii;RtM via: Carex simpliciuscula;RtM via: Carex microglochin;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM;RC|1137^14^0;318^14^0;1360^23^0;536^23^0;1099^18^0;280^18^0
41972110|*Bromus|D031724|9035|MH|RtM via: Bromus squarrosus;Forced Leaf Node Lookup:bromus;checkForceMH Boosted|TI|MM|1080^17^0;261^17^0
41972110|*Potentilla|D031987|8363|MH|RtM via: Potentilla nivea;Forced Leaf Node Lookup:potentillas;checkForceMH Boosted|TI|MM|1567^16^0;748^16^0
41972110|*Festuca|D031751|8261|MH|RtM via: Festuca hallii;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM|1233^14^0;413^14^0
41972110|*Eriogonum|D031803|8024|MH|RtM via: Eriogonum arcuatum;Forced Leaf Node Lookup:eriogonums;checkForceMH Boosted|TI|MM|1176^18^0;356^18^0
41972110|*Crataegus|D027825|7982|MH|RtM via: Crataegus chrysocarpa;Forced Leaf Node Lookup:crataegus;checkForceMH Boosted|TI|MM|1525^21^0;704^21^0
41972110|*Rosa|D027826|7292|MH|RtM via: Rosa canina;Forced Leaf Node Lookup:rosa;checkForceMH Boosted|TI|MM|1468^11^0;646^11^0
41972110|*Heterotheca|D019659|5170|ET|Entry Term Replacement for "Asteraceae";RtM via: Heterotheca;checkForceMH Boosted;Forced Non-Leaf Node Lookup:heterothecas|TI|MM|1249^11^0;429^11^0
41972110|New Mexico|D009516|3073|MH|RtM via: New Mexico;Forced Leaf Node Lookup:new mexico|TI|MM|88^10^0
41972110|*Tracheophyta|D064028|20892|MH|RtM via: Botrychium hesperium;RtM via: Botrychium lineare;RtM via: Botrychium minganense;RtM via: Botrychium pinnatum;RtM via: Botrychium tunux|TI|MM;RC|976^20^0;157^20^0;998^18^0;179^18^0;1018^21^0;199^21^0;1041^19^0;222^19^0;1062^16^0;243^16^0;1502^10^0;681^10^0
41972110|*Cyperaceae|D029785|4107|MH|RtM via: Eriophorum scheuchzeri|TI|MM|1209^22^0;389^22^0
41972110|*Poaceae|D006109|2856|MH|RtM via: Ptilagrostis porteri|TI|MM|1444^20^0;620^20^0
41972110|*Orchidaceae|D029595|2364|MH|RtM via: Listera borealis|TI|MM|1385^16^0;561^16^0
41972110|*Documentation|D004282|123|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|820^13^0
41972110|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1585^3^0
41971648|*Saxifragaceae|D031995|78|MH|RtM via: Micranthes nelsoniana|TI|MM|298^21^0;64^21^0
41971470|Arkansas|D001131|1408|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|220^8^0;63^8^0
41971470|*Monarda|D031338|605|MH|RtM via: Monarda lindheimeri;Forced Leaf Node Lookup:monardas;checkForceMH Boosted|TI|MM|229^19^0;21^19^0
41971470|Texas|D013781|226|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|318^5^0;130^5^0
41971470|*Environment|D004777|270|MH|RtM via: Para (geographic area)|TI|MM|215^4^0
41971470|Louisiana|D008145|204|MH|RtM via: Louisiana (geographic location);Forced Non-Leaf Node Lookup:louisiana|TI|MM|306^9^0;116^9^0
24621101|Humans|D006801|319530|CT|Ovarian Hyperstimulation Syndrome;CT Treecode Lookup: C13.351.500.056 (Ovarian Hyperstimulation Syndrome)||RC
24621101|Female|D005260|319530|CT|Ovarian Hyperstimulation Syndrome;CT Treecode Lookup: C13.351.500.056 (Ovarian Hyperstimulation Syndrome)||RC
24621101|Ovarian Hyperstimulation Syndrome|D016471|318530|MH|||RC
24621101|Ovulation Induction|D010062|139902|MH|||RC
24621101|Louisiana|D008145|3|MH|RtM via: Louisiana (geographic location)|TI|MM|73^9^0
41972369|Humans|D006801|3283|CT|White;CT Treecode Lookup: M01.686 (White)||MM;RC
41972369|Colombia|D003105|1211|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM;RC|533^8^0;140^8^0
41972369|*White|D044465|2283|ET|Entry Term Replacement for "European Continental Ancestry Group";RtM via: Caucasoid Race;RtM via: Caucasians|TI|MM;RC|506^10^0;350^5^0;105^10^0
41972369|*Lamiales|D000068378|2199|MH|RtM via: Gesneriaceae;RtM via: Paradrymonia|TI|MM|435^12^0;175^12^0;410^12^0;150^12^0
41972369|*Flowers|D035264|501|MH|RtM via: Plant Calyx|TI|MM|322^5^0
41972369|*Plant Leaves|D018515|357|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|282^4^0
41972081|*Rubiaceae|D019666|3895|MH|RtM via: Rubiaceae;RtM via: Stenotis;RtM via: Spermacoceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM;RC|511^9^0;86^9^0;475^8^0;302^8^0;174^8^0;51^8^0;497^12^0;72^12^0
41972081|*Hedyotis|D032064|2903|MH|RtM via: Hedyotis;Forced Leaf Node Lookup:hedyotis;checkForceMH Boosted|TI|MM;RC|535^8^0;200^8^0
41972081|*Phylogeny|D010802|2210|MH|RtM via: Molecular Phylogenetics;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:molecular phylogenetics|TI|MM;RC|384^22^0;394^12^0
41972081|*Geography|D005843|801|MH|RtM via: Geography;Forced Non-Leaf Node Lookup:geography|TI|MM|344^9^0
41972081|*Drugs, Generic|D016568|99|MH|RtM via: Generic Drugs|TI|MM|431^11^0
41972115|Male|D008297|3016|CT|CT Text Lookup: him|TI|MM;RC|911^3^0
41972115|Humans|D006801|3016|CT|Races;CT Treecode Lookup: M01.686 (Races)||MM;RC
41972115|*Orobanche|D031672|1162|MH|Forced Leaf Node Lookup:orobanches;checkForceMH Boosted|TI|MM|21^9^0;1593^9^0
41972115|*Host Specificity|D058507|938|MH|RtM via: Host Range;Forced Leaf Node Lookup:host ranges|TI|MM|1122^11^0
41972115|*Rivers|D045483|740|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|1218^5^0
41972115|North Dakota|D009658|584|MH|RtM via: North Dakota (geographic location);Forced Leaf Node Lookup:north dakota|TI|MM|240^12^0
41972115|*Name|D009275|2016|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|703^4^0
41972115|*Confusion|D003221|1308|MH|RtM via: Clouded consciousness;RtM via: Confusion|TI|MM|483^9^0
41972115|*Educational Personnel|D000071195|738|MH|RtM via: Teaching principal|TI|MM|2550^9^0
41972115|*Races|D044469|738|ET|Entry Term Replacement for "Continental Population Groups";RtM via: Racial group|TI|MM|1333^5^0;1065^5^0
41971834|United States|D014481|2537|CT|Forced Leaf Node Lookup:american|TI|MM|48^8^0
41971834|Animals|D000818|2537|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)|TI|MM
41971834|*Population Density|D011156|1537|MH|RtM via: Population Size;Forced Leaf Node Lookup:population sizes|TI|MM|304^15^0
41971834|Mexico|D008800|421|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM;RC|113^6^0
41971834|*Environment|D004777|960|MH|RtM via: Sonora (geographic area)|TI|MM|554^6^0;105^6^0
41971834|*Habitat|D017753|891|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|852^7^0;375^7^0
41971834|*Animal Grazing|D060434|885|ET|Entry Term Replacement for "Herbivory";RtM via: Animal Grazing|TI|MM|355^15^0
41971834|*Gastropoda|D049851|504|MH|RtM via: Corolla (genus)|TI|MM|196^8^0
41972299|*Rubiaceae|D019666|1726|MH|RtM via: Rubiaceae;RtM via: Pentagonia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|835^9^0;170^9^0;913^10^0;246^10^0
41972299|Peru|D010568|886|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM|600^4^0;134^4^0
41972299|*Rivers|D045483|550|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|71^5^0;116^5^0
41972299|*Flowers|D035264|705|MH|RtM via: Plant Calyx|TI|MM|445^5^0
41972299|*Plant Leaves|D018515|600|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|357^6^0
41972299|*Serogroup|D065288|333|MH|RtM via: Australis|TI|MM|924^9^0;257^9^0
41972138|*Myrtaceae|D027822|18026|MH|RtM via: Myrtaceae;RtM via: Calyptranthes;RtM via: Myrcia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtaceae|TI|MM;RC|243^9^0;41^9^0;266^13^0;95^13^0;321^6^0;147^6^0
41972138|Ecuador|D004484|1181|MH|RtM via: Ecuador;Forced Leaf Node Lookup:ecuador|TI|MM;RC|257^7^0;56^7^0
41972138|Antioxidants|D000975|134|MH|||RC
41972451|Animals|D000818|23668|CT|Struthioniformes;CT Treecode Lookup: B01.050.150.900.248 (Struthioniformes)||MM;RC
41972451|*Actinidia|D029042|22668|MH|RtM via: Actinidia deliciosa;RtM via: Actinidia chinensis;Forced Leaf Node Lookup:actinidias;checkForceMH Boosted|TI|MM;RC|939^23^1;964^9^1;390^23^1;415^9^1;91^9^0;1019^9^0;467^9^0;578^19^0;21^19^0
41972451|Arkansas|D001131|1854|MH|RtM via: Arkansas;RtM via: Saline County, AR;Forced Leaf Node Lookup:arkansas|TI|MM|682^8^0;142^8^0;780^13^0;226^13^0
41972451|*Fruit|D005638|3393|MH|RtM via: Kiwi fruit - dietary|TI|MM;RC|91^9^0
41972451|*Seeds|D012639|822|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|331^5^0
41972451|*Environment|D004777|378|MH|RtM via: Para (geographic area)|TI|MM|665^4^0
41972451|*Struthioniformes|D020310|198|MH|RtM via: Apteryx|TI|MM|642^4^0
41972523|*Lotus|D000070116|1188|MH|RtM via: Lotus corniculatus;RtM via: Lotus japonicus;Forced Leaf Node Lookup:lotus corniculatus;checkForceMH Boosted|TI|MM|1688^18^0;725^18^0
41972523|*Celosia|D034762|1173|MH|RtM via: Celosia argentea;Forced Leaf Node Lookup:celosias;checkForceMH Boosted|TI|MM|1848^16^0;900^16^0
41972523|*Angiosperms|D019684|1089|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperma|TI|MM|125^11^0;1123^11^0
41972523|*Rhus|D029045|990|MH|RtM via: Rhus typhina;Forced Leaf Node Lookup:rhus;checkForceMH Boosted|TI|MM|1300^12^0;344^12^0
41972523|*Pistacia|D027927|972|MH|RtM via: Pistacia chinensis;Forced Leaf Node Lookup:pistacia;checkForceMH Boosted|TI|MM|1278^18^0;320^18^0
41972523|Arkansas|D001131|759|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|1897^8^0;1734^8^0;1598^8^0;1340^8^0;1085^8^0;962^8^0;792^8^0;637^8^0;381^8^0;225^8^0
41972523|*Euphorbia|D028481|738|MH|RtM via: Euphorbia esula;Forced Leaf Node Lookup:euphorbias;checkForceMH Boosted|TI|MM|1227^15^0;269^15^0
41972523|*Rivers|D045483|402|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|718^5^0
41972523|Europe|D005060|567|MH|RtM via: Europe;Forced Non-Leaf Node Lookup:europe|TI|MM|558^6^0
41972523|Mississippi|D008922|417|MH|RtM via: Mississippi (geographic location)|TI|MM|1675^11^0;706^11^0
41972523|Asia|D001208|369|MH|RtM via: Asia;Forced Non-Leaf Node Lookup:asia|TI|MM|1530^4^0;569^4^0
41972523|*Araceae|D029064|207|MH|RtM via: Lemna trisulca;Forced Non-Leaf Node Lookup:lemna|TI|MM|1244^14^0;286^14^0
41972523|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1395^3^0
41972304|Costa Rica|D003364|2350|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM;RC|271^10^0;96^10^0
41972304|Panama|D010176|2136|MH|RtM via: Panama;Forced Non-Leaf Node Lookup:panama|TI|MM;RC|286^6^0
41972304|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|115^3^0
41971554|*Ambrosia|D031164|16659|MH|RtM via: Ambrosia bidentata (plant);Forced Leaf Node Lookup:ambrosias;checkForceMH Boosted|TI|MM|1555^18^0;350^18^0
41971554|*Eupatorium|D036602|15840|MH|RtM via: Eupatorium semiserratum;Forced Leaf Node Lookup:eupatoriums;checkForceMH Boosted|TI|MM|1599^23^0;394^23^0
41971554|*Orobanche|D031672|13824|MH|RtM via: Orobanche minor;Forced Leaf Node Lookup:orobanches;checkForceMH Boosted|TI|MM|1403^15^0;191^15^0;852^9^0;2058^9^0
41971554|*Verbesina|D031208|13821|MH|RtM via: Verbesina helianthoides;Forced Leaf Node Lookup:verbesinas;checkForceMH Boosted|TI|MM|1665^23^0;459^23^0
41971554|*Cyperus|D029786|13458|MH|RtM via: Cyperus aggregatus;RtM via: Cyperus eragrostis;Forced Leaf Node Lookup:cyperus;checkForceMH Boosted|TI|MM|1783^18^0;577^18^0;1803^18^0;597^18^0
41971554|*Valerianella|D032406|12651|MH|RtM via: Valerianella locusta;Forced Leaf Node Lookup:valerianellas;checkForceMH Boosted|TI|MM|1422^20^0;212^20^0
41971554|*Lythrum|D031561|12525|MH|RtM via: Lythrum lineare;Forced Leaf Node Lookup:lythrum;checkForceMH Boosted|TI|MM|1978^15^0;772^15^0
41971554|*Paspalum|D031781|12477|MH|RtM via: Paspalum wrightii;Forced Leaf Node Lookup:paspalums;checkForceMH Boosted|TI|MM|1690^17^0;484^17^0
41971554|*Plantago|D010943|11928|MH|RtM via: Plantago rugelii;Forced Leaf Node Lookup:plantago;checkForceMH Boosted|TI|MM|2081^16^0;875^16^0
41971554|*Malva|D028501|11904|MH|RtM via: Malva;Forced Leaf Node Lookup:malvas;checkForceMH Boosted|TI|MM|2304^5^0
41971554|*Penstemon|D032263|11787|MH|RtM via: Penstemon digitalis;Forced Leaf Node Lookup:penstemon;checkForceMH Boosted|TI|MM|2230^19^0;1026^19^0
41971554|*Hedeoma|D031336|11514|MH|RtM via: Hedeoma acinoides;Forced Leaf Node Lookup:hedeomas;checkForceMH Boosted|TI|MM|1941^17^0;735^17^0
41971554|*Oldenlandia|D032067|11514|MH|RtM via: Oldenlandia corymbosa;Forced Leaf Node Lookup:oldenlandias;checkForceMH Boosted|TI|MM|2205^21^0;999^21^0
41971554|*Ranunculus|D031947|11322|MH|RtM via: Ranunculus trilobus;Forced Leaf Node Lookup:ranunculus;checkForceMH Boosted|TI|MM|2164^19^0;958^19^0
41971554|*Hamamelis|D029501|11169|MH|RtM via: Hamamelis vernalis;Forced Leaf Node Lookup:hamamelis;checkForceMH Boosted|TI|MM|1921^18^0;715^18^0
41971554|*Digitalis|D004070|11166|MH|Forced Leaf Node Lookup:digitalis;checkForceMH Boosted|TI|MM|1036^9^0;2240^9^0
41971554|*Eragrostis|D031750|11166|MH|Forced Leaf Node Lookup:eragrostis;checkForceMH Boosted|TI|MM|605^10^0;1811^10^0
41971554|*Hyptis|D031331|11166|MH|Forced Leaf Node Lookup:hyptis;checkForceMH Boosted|TI|MM|754^6^0;1960^6^0
41971554|*Lepidium|D029686|7920|MH|RtM via: Lepidium campestre;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lepidiums|TI|MM|1326^18^0;114^18^0
41971554|Arkansas|D001131|5583|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|1479^8^0;264^8^0
41971554|Texas|D013781|5583|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|2313^5^0;1277^5^0;1100^5^0;65^5^0
41971554|*Asteraceae|D019659|32583|MH|RtM via: Cosmos bipinnatus;RtM via: Lactuca graminifolia;RtM via: Pseudognaphalium luteoalbum;RtM via: Croptilon;RtM via: Hymenoxys;RtM via: Sphagneticola;Forced Non-Leaf Node Lookup:pseudognaphaliums|TI|MM|1284^17^0;72^17^0;437^20^0;1709^27^0;503^27^0;1575^9^0;370^9^0;1624^9^0;419^9^0;1303^13^0;91^13^0;1642^7^0
41971554|*Amaryllidaceae|D000070378|42|MH|RtM via: Amaryllis minuta;Forced Non-Leaf Node Lookup:zephyranthes|TI|MM|1360^24^0;148^24^0
24621090|*Oxytropis|D033021|42539|MH|RtM via: Oxytropis;RtM via: Oxytropis deflexa;RtM via: Oxytropis arctobia;Forced Leaf Node Lookup:oxytropis;checkForceMH Boosted|TI|MM|2377^9^0;1062^9^0;81^9^0;2108^17^0;830^17^0;1282^9^1;1319^8^1
24621090|variacin|C099477|41421|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|1714^8^0
24621090|Alaska|D000413|22054|MH|RtM via: Alaska;Forced Leaf Node Lookup:alaska|TI|MM|2367^6^0;2259^6^0
24621090|*Microscopy, Electron, Scanning|D008855|20866|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM|1507^3^0;268^28^0
24621090|Cocaine|D003042|84237|MH|||RC
24621090|Dopamine Uptake Inhibitors|D018765|76053|MH|||RC
24621090|*Bacteriocins|D001430|41420|HM|RtM via: variacin|TI|MM|1714^8^0
24621090|*Regression Analysis|D012044|1521|MH|RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analysis|TI|MM|531^19^0
41972159|Humans|D006801|40148|CT|Asian Continental Ancestry Group;CT Treecode Lookup: M01.686 (Asian Continental Ancestry Group)||MM;RC
41972159|crataegus extract|C007145|39148|NM|RtM via: hawthorn leaf with flower extract|TI|MM|695^9^0;598^9^0;75^9^0
41972159|*Crataegus|D027825|39147|MH|RtM via: Crataegus;RtM via: hawthorn leaf with flower extract;RtM via: Crataegus chrysocarpa;Forced Leaf Node Lookup:crataegus|TI|MM;RC|695^9^0;598^9^0;75^9^0;1132^21^0;516^21^0;1201^9^0
41972159|*Rosaceae|D027824|12342|MH|RtM via: Rosaceae (plant);RtM via: Quince (plant);checkForceMH Boosted;Forced Non-Leaf Node Lookup:rosaceae|TI|MM|706^8^0;86^8^0;651^6^0
41972159|*Fruit|D005638|2724|MH|RtM via: Quince - dietary|TI|MM;RC|651^6^0
41972159|*Plant Extracts|D010936|1869|HM|RtM via: hawthorn leaf with flower extract|TI|MM;RC|695^9^0;598^9^0;75^9^0
41972159|*Flower Essences|D065829|447|MH|RtM via: Quince, Flower Essence|TI|MM|651^6^0
41972159|*Asian Continental Ancestry Group|D044466|93|MH|RtM via: Central Asian|TI|MM|584^13^0
41972159|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|723^3^0
