10.2307/2963520|Animals|D000818|38668|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Thoracica;CT Treecode Lookup: B01.050.500.131 (Thoracica);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda);Mussel;CT Treecode Lookup: B01.050.500.644 (Mussel);Mytilus;CT Treecode Lookup: B01.050.500.644 (Mytilus);Invertebrate;CT Treecode Lookup: B01.050.500 (Invertebrate);Mollusca;CT Treecode Lookup: B01.050.500.644 (Mollusca)||MM;RC
10.2307/1942338|*Eriogonum|D031803|6630|MH|RtM via: Eriogonum;Forced Leaf Node Lookup:eriogonums;checkForceMH Boosted|TI|MM|783^9^0
10.2307/1942338|*Pinus|D028223|6198|MH|RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|586^5^0
10.2307/1942338|*Vaccinium|D029796|4080|MH|RtM via: Vaccinium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:vacciniums|TI|MM|837^9^0;910^9^0
10.2307/1942338|*Artemisia|D019306|4014|MH|RtM via: Artemisia tridentata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:artemisias|TI|MM|343^20^0
10.2307/1942338|*African Americans|D001741|3195|MH|RtM via: African American;Forced Leaf Node Lookup:blacks|TI|MM|809^5^0
10.2307/1942338|British Columbia|D001955|3186|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|104^16^0
10.2307/1942338|*Habitat|D017753|17529|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1022^7^0;600^7^0;513^7^0;307^7^0;674^7^0;740^7^0;793^7^0;861^7^0;932^7^0
10.2307/1942338|*Climate|D002980|14919|MH|RtM via: Climate|TI|MM;RC|213^7^0;200^7^0
10.2307/1942338|*Poaceae|D006109|5349|MH|RtM via: Calamagrostis|TI|MM;RC|726^13^0
10.2307/1942338|*Environment|D004777|3546|MH|RtM via: Valley|TI|MM|85^6^0
10.2307/1942251|Animals|D000818|32648|CT|Microtines;CT Treecode Lookup: B01.050.150.900.649.313.992 (Microtines);Mammals;CT Treecode Lookup: B01.050.150.900.649 (Mammals);Rodent;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodent);Invertebrates;CT Treecode Lookup: B01.050.500 (Invertebrates);CT Text Lookup: animal;CT Text Lookup: animals;CT Text Lookup: mammal|TI|MM;RC|1501^6^0;2255^7^0;70^6^0;1740^6^0
10.2307/1942251|*Ecosystem|D017753|31648|MH|RtM via: Ecosystem;RtM via: Biome;Forced Lookup:ecosystem|TI|MM;RC|2938^9^0;729^9^0;550^5^0
10.2307/1942251|*Seasons|D012621|18502|MH|RtM via: Seasons;RtM via: Summer;Forced Leaf Node Lookup:seasons|TI|MM;RC|273^7^0;2520^6^0
10.2307/1942251|*Herbivory|D060434|16573|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM;RC|866^10^0
10.2307/1942251|*Grassland|D065948|16471|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:prairies|TI|MM;RC|1037^10^0;102^9^0;486^9^0;540^9^0;1459^9^0;2928^9^0;901^7^0;964^7^0;1270^7^0;1958^7^0;2126^7^0
10.2307/1942251|*Biomass|D018533|12703|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|2791^7^0;2616^7^0;2070^7^0;2224^7^0
10.2307/1942251|*Microtines|D003411|8326|ET|Entry Term Replacement for "Arvicolinae";RtM via: Arvicolinae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:microtines|TI|MM|854^10^0
10.2307/1942251|*Rodent|D012377|7654|ET|Entry Term Replacement for "Rodentia";RtM via: Rodent;checkForceMH Boosted|TI|MM|1288^6^0
10.2307/1942251|O,O-diisopropyl-S-benzylthiophosphate|C009897|4556|NM|Forced SCR Leaf Node Lookup:ibp|TI|MM|536^3^0
10.2307/1942251|*Mammals|D008322|8169|MH|RtM via: Mammals;Forced Non-Leaf Node Lookup:mammals|TI|MM;RC|2906^6^0;2784^6^0;2609^6^0;1910^6^0;1857^6^0;1631^6^0;1159^6^0;832^7^0;446^6^0;70^6^0;247^6^0
10.2307/1942251|*Invertebrates|D007448|6099|MH|RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM|1763^13^0;1325^13^0
10.2307/1942251|*Nutritional Requirements|D009751|4173|MH|RtM via: Energy requirement|TI|MM|2330^19^0;165^19^0
10.2307/1942251|*Diet|D004032|3717|MH|RtM via: Basal Diet;RtM via: Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|556^4^0
10.2307/1942251|*Bioenergetics|D004734|903|ET|Entry Term Replacement for "Energy Metabolism";RtM via: Bioenergetics;Forced Non-Leaf Node Lookup:bioenergetics|TI|MM|423^13^0
10.2307/1942251|*Respiration|D012119|195|MH|RtM via: Respiration;Forced Non-Leaf Node Lookup:respiration|TI|MM|2505^11^0
10.2307/2937130|Animals|D000818|45288|CT|Brachyura;CT Treecode Lookup: B01.050.500.131 (Brachyura);Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Nephropidae;CT Treecode Lookup: B01.050.500.131 (Nephropidae);Mussel;CT Treecode Lookup: B01.050.500.644 (Mussel);Mytilidae;CT Treecode Lookup: B01.050.500.644 (Mytilidae);Flounder;CT Treecode Lookup: B01.050.150.900.493 (Flounder);Invertebrates;CT Treecode Lookup: B01.050.500 (Invertebrates);Strongylocentrotus;CT Treecode Lookup: B01.050.500.408 (Strongylocentrotus);CT Text Lookup: fish|TI|MM;RC|1394^4^0
10.2307/2937130|*Brachyura|D003386|44288|MH|RtM via: Cancer borealis;RtM via: Cancer irroratus;RtM via: Crabs;Forced Leaf Node Lookup:crab;checkForceMH Boosted|TI|MM;RC|1254^15^0;1271^16^0;1248^4^0
10.2307/2937130|*Predatory Behavior|D011235|33841|MH|RtM via: Predatory Behavior;Forced Leaf Node Lookup:predation|TI|MM;RC|3257^9^0;1551^9^0;1322^9^0;1128^9^0;1105^9^0;636^9^0;82^9^0;1455^9^0
10.2307/2937130|*Nephropidae|D008121|33252|MH|RtM via: Homarus americanus;Forced Leaf Node Lookup:homarus;Forced Leaf Node Lookup:lobster;checkForceMH Boosted|TI|MM|1302^18^0;1293^7^0
10.2307/2937130|*Population Density|D011156|20536|MH|RtM via: Population Density;Forced Leaf Node Lookup:population density|TI|MM;RC|1880^18^0
10.2307/2937130|*Flounder|D005432|19643|MH|RtM via: Pseudopleuronectes americanus;Forced Leaf Node Lookup:pseudopleuronectes;checkForceMH Boosted|TI|MM|1424^29^0
10.2307/2937130|*Strongylocentrotus|D047269|12376|MH|RtM via: Strongylocentrotus;RtM via: Strongylocentrotus droebachiensis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:strongylocentrotus|TI|MM|1749^18^0;1218^18^0;1623^33^0;814^33^0
10.2307/2937130|New Hampshire|D009513|9391|MH|RtM via: New Hampshire;Forced Leaf Node Lookup:new hampshire|TI|MM|286^13^0
10.2307/2937130|Neoplasms|D009369|0|MH|Cancer/Neoplasm in Title, none specified;Forced Non-Leaf Node Lookup:cancer||MM|1254^6^0;1271^6^0
10.2307/2937130|*Habitats|D017753|25695|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|2809^8^0;570^8^0
10.2307/2937130|*Mytilidae|D049879|24915|MH|RtM via: Modiolus modiolus;RtM via: horsemussels|TI|MM;RC|201^17^0;3119^8^0;2868^8^0;2638^8^0;2555^8^0;2370^8^0;2207^8^0;2020^8^0;1061^8^0;600^8^0;396^8^0
10.2307/2937130|*Invertebrates|D007448|19317|MH|RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM;RC|2447^13^0;1902^13^0
10.2307/2937130|*Multivariate Analysis|D015999|1770|MH|RtM via: Multivariate Analysis;Forced Non-Leaf Node Lookup:multivariate analysis|TI|MM;RC|306^21^0
10.2307/2963489|Animals|D000818|17771|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Invertebrates;CT Treecode Lookup: B01.050.500 (Invertebrates);Corals;CT Treecode Lookup: B01.050.500.308 (Corals);Ascidians;CT Treecode Lookup: B01.050.150.200 (Ascidians);Ascidians;CT Treecode Lookup: B01.050.500.272 (Ascidians);CT Text Lookup: fish|TI|MM;RC|2155^4^0
10.2307/2963489|*Predatory Behavior|D011235|16771|MH|RtM via: Predatory Behavior;Forced Leaf Node Lookup:predation|TI|MM;RC|239^9^0
10.2307/2963489|*Larvae|D007814|14875|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|3775^6^0;3728^6^0;3416^6^0;3652^6^0;3130^6^0;3220^6^0;2893^6^0;2774^6^0;2564^6^0;2252^6^0;2185^6^0;2019^6^0;1950^6^0;1855^6^0;1664^6^0;1384^6^0;1174^6^0;1145^6^0;1013^6^0;753^6^0;668^6^0;517^6^0;459^6^0;355^6^0;290^6^0;36^6^0;1265^6^0;1532^6^0;1789^6^0;1923^6^0;2038^6^0;2341^6^0;2390^6^0;2457^6^0;2598^6^0;2634^6^0;2958^6^0
10.2307/2963489|*Plankton|D010933|13234|MH|RtM via: Plankton;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plankton|TI|MM;RC|590^8^0
10.2307/2963489|*Corals|D037421|8737|ET|Entry Term Replacement for "Anthozoa";RtM via: Coral;checkForceMH Boosted;Forced Non-Leaf Node Lookup:corals|TI|MM|1470^6^0
10.2307/2963489|*Ascidians|D014561|7090|ET|Entry Term Replacement for "Urochordata";RtM via: Ascidiacea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ascidians|TI|MM|1404^9^0
10.2307/2963489|*Survivorship|D000073859|6013|MH|RtM via: survivorship;Forced Leaf Node Lookup:survivorship|TI|MM|1647^12^0
10.2307/2963489|Florida|D005431|5080|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|1618^7^0
10.2307/2963489|*Fishes|D005399|16311|MH|RtM via: Fishes;Forced Non-Leaf Node Lookup:fishes|TI|MM;RC|3858^6^0;3672^6^0;2908^6^0;2155^4^0;2096^6^0;1696^6^0;1517^6^0;1355^6^0
10.2307/2963489|*Invertebrates|D007448|13257|MH|RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM;RC|773^13^0;202^13^0
10.2307/2963489|*Biological Phenomena|D001686|9405|MH|RtM via: cellular entity retention;RtM via: Tissue Growth;RtM via: larval development|TI|MM|3427^9^0;3507^6^0;3033^4^0;545^4^0;3296^18^0
10.2307/2963489|*Habitats|D017753|8661|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|3462^8^0;3100^8^0
10.2307/2963489|*Reproduction|D012098|3045|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM;RC|3518^12^0;3203^12^0;153^12^0
10.2307/2963489|Caribbean|D017691|381|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region|TI|MM|1455^9^0;1184^9^0
10.2307/1942574|*Seedlings|D036226|23375|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|422^9^0
10.2307/1942574|*Floods|D055868|14932|MH|RtM via: Floods;Forced Leaf Node Lookup:floods|TI|MM;RC|2656^7^0;2486^8^0;2550^7^0;2188^8^0;2220^7^0;1890^5^0;1946^7^0;1604^7^0;1173^8^0;1190^7^0;854^8^0;834^7^0;533^7^0;335^5^0;193^7^0
10.2307/1942574|*Soil|D012987|13273|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|842^5^0;541^5^0;135^4^0
10.2307/1942574|*Biomass|D018533|11839|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|2257^7^0;1694^7^0;1501^7^0
10.2307/1942574|*Wetlands|D053833|9098|MH|RtM via: Swamp;Forced Leaf Node Lookup:swamps|TI|MM|2467^5^0;2021^5^0;1972^5^0;1822^5^0;798^5^0;284^6^0
10.2307/1942574|*Nyssa|D031655|7568|MH|RtM via: Nyssa sylvatica;Forced Leaf Node Lookup:nyssa;checkForceMH Boosted|TI|MM|83^15^0
10.2307/1942574|*Dehydration|D003681|5131|MH|RtM via: Water Stress;Forced Leaf Node Lookup:water stress|TI|MM|2761^5^1;2784^6^1;2778^12^0
10.2307/1942574|*Respiratory Rate|D056152|3730|MH|RtM via: Respiratory rate;Forced Leaf Node Lookup:respiration rates|TI|MM|1660^17^0;1546^17^0;586^17^0
10.2307/1942574|*Fermentation|D005285|3262|MH|Forced Leaf Node Lookup:fermentations|TI|MM|982^12^0;1429^12^0;2170^12^0
10.2307/1942574|*Seed|D012639|4014|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|459^4^0
10.2307/1942574|Plant Roots|D018517|2806|MH|||RC
10.2307/1942574|*Phenotype|D010641|2685|MH|RtM via: Phenotype;RtM via: Trait;Forced Non-Leaf Node Lookup:phenotypes|TI|MM;RC|1905^9^0;1804^6^0;1565^6^0;1978^9^0
10.2307/1942574|*Respiratory Transport|D015657|2610|MH|RtM via: oxygen transport|TI|MM|2697^16^0;2271^16^0;2037^12^1;2055^6^1;1751^16^0;1375^16^0
10.2307/1942574|*Nutrient|D000078622|1755|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|767^8^0
10.2307/1942574|Water|D014867|1386|MH|Forced Non-Leaf Node Lookup:water||MM;RC|2761^5^0
10.2307/1942574|Oxygen|D010100|1000|MH|Forced Non-Leaf Node Lookup:oxygen||MM;RC|1375^6^0;1751^6^0;2055^6^0;2271^6^0;2697^6^0
10.2307/1942574|Southeastern United States|D015144|3|MH|RtM via: Southeastern United States|TI|MM|43^26^0
4539101|Humans|D006801|165268114|CT|Forced Humans: humans;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|570^6^0;1055^6^0
4539101|Animals|D000818|165268114|CT|Mastodons;CT Treecode Lookup: B01.050.150.900.649.833 (Mastodons);CT Text Lookup: mammal|TI|MM;RC|1266^6^0
4539101|*Mastodons|D056666|13387518|MH|RtM via: Mastodons;Forced Leaf Node Lookup:mammut;checkForceMH Boosted|TI|MM|817^6^0
4539101|*Charcoal|D002606|13385913|MH|RtM via: charcoal;Forced Leaf Node Lookup:charcoal;checkForceMH Boosted|TI|MM|443^8^0;309^8^0
4539101|*Biomass|D018533|6693165|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM|296^7^0
4539101|*Climate Change|D057231|6692811|MH|Forced Lookup:climate change|TI|MM|1125^14^0
4539101|New York|D009518|6692811|MH|RtM via: New York (geographic location);Forced Leaf Node Lookup:new york|TI|MM|194^8^0
4539101|Spores, Fungal|D013172|6693687|MH|Spores Specifics:Spores||MM
4539101|Renal Artery Obstruction|D012078|224333|MH|||RC
4539101|Hypertension, Renal|D006977|137845|MH|||RC
4539101|*Collagen|D003094|654|MH|RtM via: collagen;Forced Non-Leaf Node Lookup:collagen|TI|MM|798^8^0
4539101|*Fungus|D005658|609|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|241^6^0
4539101|*Pollen|D011058|198|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|599^6^0
10.2307/1942488|Animals|D000818|96943|CT|Bryozoa;CT Treecode Lookup: B01.050.500.217 (Bryozoa);Thoracica;CT Treecode Lookup: B01.050.500.131 (Thoracica);Isopoda;CT Treecode Lookup: B01.050.500.131 (Isopoda);Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: fish|TI|MM;RC|1927^4^0
10.2307/1942488|*Macrocystis|D044662|95943|MH|RtM via: Macrocystis;RtM via: Kelp, Giant;Forced Leaf Node Lookup:macrocystis pyriferas;Forced Leaf Node Lookup:giant kelps;checkForceMH Boosted|TI|MM;RC|1888^11^0;1131^11^0;937^11^0;62^10^0;73^20^0
10.2307/1942488|*Kelp|D044423|44709|MH|RtM via: Kelp;Forced Leaf Node Lookup:kelp;checkForceMH Boosted|TI|MM;RC|2614^4^0;2487^4^0;2208^4^0;1711^4^0;769^4^0
10.2307/1942488|*Thoracica|D001468|22035|MH|RtM via: Lepas;RtM via: Thoracica;Forced Leaf Node Lookup:barnacles;checkForceMH Boosted|TI|MM|2134^5^0;2125^8^0
10.2307/1942488|*Isopoda|D033321|17658|MH|RtM via: Isopoda;Forced Leaf Node Lookup:isopods;checkForceMH Boosted|TI|MM|2386^6^0
10.2307/1942488|*Loma|D050262|17013|MH|RtM via: Loma;Forced Leaf Node Lookup:loma;checkForceMH Boosted|TI|MM|752^4^0
10.2307/1942488|*Spirillum|D013139|16230|MH|RtM via: Spirillum;Forced Leaf Node Lookup:spirillum;checkForceMH Boosted|TI|MM|249^9^0
10.2307/1942488|*Predatory Behavior|D011235|11859|MH|RtM via: Predatory Behavior;Forced Leaf Node Lookup:predation|TI|MM|3058^9^0;2752^9^0
10.2307/1942488|*Life History Traits|D000071421|11301|MH|RtM via: Life History Strategies;Forced Leaf Node Lookup:life history strategies|TI|MM|3092^23^0
10.2307/1942488|*Plankton|D010933|10797|MH|RtM via: Plankton;checkForceMH Boosted|TI|MM|1480^10^0
10.2307/1942488|*Larvae|D007814|10689|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|1803^6^0;1575^6^0;1295^6^0;1631^6^0
10.2307/1942488|*Laboratories|D007753|7797|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|2228^10^0
10.2307/1942488|*Bryozoa|D002013|22308|MH|RtM via: Membranipora;RtM via: Membranipora membranacea;RtM via: Hippothoa;RtM via: Lichenopora;RtM via: Bryozoa|TI|MM|2706^12^0;1754^12^0;1447^12^0;1234^12^0;845^12^0;486^12^0;144^24^0;170^9^0;193^11^0;134^9^0
10.2307/1942488|*Habitat|D017753|13518|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|3069^7^0
10.2307/1942488|*Fishes|D005399|6882|MH|RtM via: Fishes|TI|MM;RC|1962^4^0;1927^4^0
10.2307/1942488|*Seasons|D012621|5952|MH|RtM via: Autumn;RtM via: Summer;RtM via: Winter;RtM via: spring (season)|TI|MM|592^4^0;581^6^0;545^6^0;556^6^0
10.2307/1942488|*Bivalve|D049872|1884|ET|Entry Term Replacement for "Bivalvia";RtM via: Class Bivalvia;Forced Non-Leaf Node Lookup:bivalves|TI|MM|2157^7^0
10.2307/1942488|Water|D014867|1000|MH|Forced Non-Leaf Node Lookup:water||MM|1831^5^0
10.2307/2937177|Animals|D000818|43934|CT|Daphnia;CT Treecode Lookup: B01.050.500.131 (Daphnia);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: fish|TI|MM;RC|1207^4^0
10.2307/2937177|*Phytoplankton|D010839|42934|MH|RtM via: Phytoplankton;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytoplankton|TI|MM;RC|346^13^0;290^13^0
10.2307/2937177|*Food Chain|D020387|24517|MH|RtM via: Food Web;Forced Leaf Node Lookup:food webs|TI|MM;RC|867^8^0
10.2307/2937177|*Herbivory|D060434|21119|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores;Forced Leaf Node Lookup:herbivory|TI|MM;RC|1770^9^0;1673^9^0;1475^9^0;267^9^0;28^9^0
10.2307/2937177|*Daphnia|D003621|19973|MH|RtM via: Daphnia;Forced Leaf Node Lookup:daphnias;checkForceMH Boosted|TI|MM;RC|1363^7^0;1118^7^0;928^7^0;278^7^0
10.2307/2937177|*Lakes|D060106|17959|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM;RC|1170^4^0;340^4^0
10.2307/2937177|*Plankton|D010933|17314|MH|RtM via: Plankton;checkForceMH Boosted|TI|MM;RC|1705^10^0;256^10^0
10.2307/2937177|*Diatoms|D017377|15638|MH|RtM via: Diatoms;Forced Leaf Node Lookup:diatoms;checkForceMH Boosted|TI|MM|473^7^0
10.2307/2937177|*Water|D014867|6475|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|955^5^0;595^5^0;566^5^0;1103^5^0
10.2307/2937177|*Cyanobacteria|D000458|13923|MH|RtM via: Cyanobacteria;Forced Non-Leaf Node Lookup:cyanobacteria|TI|MM;RC|654^13^0
10.2307/2937177|*Seasons|D012621|8262|MH|RtM via: spring (season)|TI|MM;RC|1283^6^0;509^6^0
10.2307/2937177|*Fishes|D005399|1737|MH|RtM via: Fishes|TI|MM|1207^4^0
10.2307/2937177|*Biochemical Phenomena|D001669|966|MH|RtM via: Resistance Process|TI|MM|1418^9^0;169^9^0
27646094|*Ecosystem|D017753|38119|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM;RC|2129^9^0;53^9^0;143^9^0
27646094|*Soil|D012987|35926|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1915^4^0;1577^4^0;818^4^0;732^4^0;848^4^0;933^4^0
27646094|*Biomass|D018533|35662|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|1876^7^0;1562^7^0;1432^7^0;795^7^0;552^7^0;328^7^0
27646094|*Rainforest|D065947|17053|MH|RtM via: Tropical Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|393^20^0;402^11^0
27646094|*Water|D014867|12322|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|1920^5^0;853^5^0;750^5^0
27646094|Costa Rica|D003364|8140|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM|425^10^0
27646094|*Forest|D065928|52605|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|489^6^0
27646094|*Carbon Cycle|D057486|27819|MH|RtM via: Carbon Cycle;Forced Non-Leaf Node Lookup:carbon cycles|TI|MM;RC|2053^12^0
27646094|*Nutrient|D000078622|4017|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM;RC|737^8^0
27646094|*Biases|D015982|1245|ET|Entry Term Replacement for "Bias";RtM via: Bias (Epidemiology);RtM via: Biases;Forced Non-Leaf Node Lookup:biases|TI|MM|1469^6^0
10.2307/2937026|Animals|D000818|6478|CT|Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Chironomidae;CT Treecode Lookup: B01.050.500.131 (Chironomidae);Insects;CT Treecode Lookup: B01.050.500.131 (Insects);Mites;CT Treecode Lookup: B01.050.500.131 (Mites)||MM;RC
10.2307/2937026|*Sarraceniaceae|D052583|5478|MH|RtM via: Darlingtonia californica;Forced Leaf Node Lookup:darlingtonias;checkForceMH Boosted|TI|MM|227^24^0
10.2307/2937026|*Larvae|D007814|3741|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|894^6^0;692^6^0;415^6^0;150^6^0
10.2307/2937026|*Mites|D008925|1890|MH|RtM via: Mites;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mites|TI|MM|984^5^0;743^5^0;464^5^0;140^4^0
10.2307/2937026|*Chironomidae|D002683|2382|MH|RtM via: Chironomus thummi;RtM via: Metriocnemus|TI|MM|888^5^0;686^5^0;409^5^0;185^5^0;160^12^0
10.2307/2937026|*Insects|D007313|2031|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|345^7^0
10.2307/2937026|*Empirical Research|D036262|1512|MH|RtM via: experimentation|TI|MM|379^15^0
10.2307/2937026|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:interspecific competition||MM;RC|1443^25^0
10.2307/2937026|California|D002140|0|MH|RtM via: California|TI|MM|257^10^0
10.2307/1942607|Animals|D000818|27034|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
10.2307/1942607|*Biomass|D018533|10752|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|1166^7^0;827^7^0;854^7^0
10.2307/1942607|*Population Density|D011156|6627|MH|RtM via: Population Density;Forced Leaf Node Lookup:population densities|TI|MM|582^20^0
10.2307/1942607|*Grassland|D065948|4196|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|1406^9^0
10.2307/1942607|Tanzania|D013636|3129|MH|RtM via: Tanzania;Forced Leaf Node Lookup:tanzania|TI|MM;RC|197^8^0
10.2307/1942607|*Habitats|D017753|26034|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|698^7^0;458^7^0;379^8^0;313^7^0
10.2307/1942607|*Birds|D001717|15567|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:avifauna|TI|MM;RC|1048^4^0;821^5^0;577^4^0;443^5^0;164^5^0;292^8^0;364^8^0;1416^8^0;1234^4^0
10.2307/1942607|*Food Supply|D005523|1638|MH|RtM via: Food Supply;Forced Non-Leaf Node Lookup:food supply|TI|MM|685^11^0
27646170|Animals|D000818|124118|CT|Insect;CT Treecode Lookup: B01.050.500.131 (Insect)|TI|MM
27646170|*Opuntia|D029747|67461|MH|RtM via: Cholla Cactus;RtM via: Opuntia;Forced Leaf Node Lookup:cholla cactus;Forced Leaf Node Lookup:opuntia;checkForceMH Boosted|TI|MM|490^13^0;505^7^0
27646170|*Trees|D014197|48412|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|1052^4^0;757^4^0;485^4^0
27646170|*Population Growth|D011158|27584|MH|RtM via: Population Growth;Forced Leaf Node Lookup:population growth|TI|MM|1814^17^0;305^17^0
27646170|*Herbivory|D060434|24308|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivory|TI|MM|1801^9^0;1698^9^0;1311^9^0;1031^9^0;435^9^0;170^9^0;355^9^0
27646170|New Mexico|D009516|21515|MH|RtM via: New Mexico;Forced Leaf Node Lookup:new mexico|TI|MM|597^10^0
