43519415|Humans|D006801|10474417|CT|Forced Humans: man|TI|MM;RC
43519207|*Pruritus|D011537|1107|MH|RtM via: Lichen disease|TI|MM|795^7^0
43519244|*Biomass|D018533|7766|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|214^7^0
43519244|*Medicago sativa|D000455|3988|MH|RtM via: Alfalfa;Forced Leaf Node Lookup:alfalfa;checkForceMH Boosted|TI|MM|106^7^0
43519244|*Starch|D013213|2180|MH|RtM via: starch;checkForceMH Boosted;Forced Non-Leaf Node Lookup:starch|TI|MM|1134^6^0
43519244|*Plant Development|D063245|7983|MH|RtM via: Plant Development|TI|MM;RC|893^12^0;421^12^0
43519244|*Plant Leaves|D018515|6081|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|1075^4^0;928^4^0;738^4^0;615^6^0;237^4^0;322^6^0;696^6^0
43519244|*Mineral|D008903|687|ET|Entry Term Replacement for "Minerals";RtM via: Minerals;Forced Non-Leaf Node Lookup:minerals|TI|MM|987^7^0;762^7^0;743^7^0;933^7^0
43519244|Nutrients|D000078622|1000|MH|Forced Non-Leaf Node Lookup:nutrients||MM;RC|751^9^0;941^8^0
43519244|Demography|D003710|1000|MH|Forced Non-Leaf Node Lookup:demographics;Forced Non-Leaf Node Lookup:demography||MM|512^11^0;279^10^0
43519244|Zinc|D015032|1000|MH|Forced Non-Leaf Node Lookup:zn||MM|982^2^0
43519474|*Ecosystem|D017753|9690|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM;RC|29^10^0
43519474|*Plants|D010944|4491|MH|RtM via: Plants|TI|MM;RC|728^6^0;47^6^0
43519474|*Biological Phenomena|D001686|1071|MH|RtM via: Tissue Growth|TI|MM|1122^7^0;927^6^0;898^7^0;842^6^0;563^6^0;186^6^0
43519474|*Suggestions|D013404|501|ET|Entry Term Replacement for "Suggestion";RtM via: therapeutic suggestion|TI|MM|1139^11^0
43519217|*Rainforest|D065947|4377|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM;RC|109^10^0
43519217|Borneo|D001893|3075|MH|RtM via: Borneo;Forced Leaf Node Lookup:borneo|TI|MM;RC|336^6^0;263^6^0;159^6^0;413^6^0
43519217|*Liverworts|D035926|1716|ET|Entry Term Replacement for "Hepatophyta";RtM via: Marchantiophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:liverworts|TI|MM;RC|343^9^0;33^10^0
43519217|*Parks, Recreational|D000068316|1290|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM;RC|137^13^0
43519217|Indonesia|D007214|1254|MH|RtM via: Indonesians;Forced Leaf Node Lookup:indonesians|TI|MM|428^10^0
43519217|*Islands|D062312|1758|MH|RtM via: Islands|TI|MM|451^6^0;310^6^0
43519217|*Plant Leaves|D018515|366|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|231^6^0
43519379|Plant Extracts|D010936|480|MH|||RC
43519379|Verloes Bourguignon syndrome|C536538|211|NM|RtM via: Verloes Bourguignon syndrome|TI|MM|182^4^0
43519379|*Amelogenesis Imperfecta|D000567|210|HM|RtM via: Verloes Bourguignon syndrome|TI|MM|182^4^0
43519379|*Osteochondrodysplasias|D010009|129|HM|RtM via: Verloes Bourguignon syndrome|TI|MM|182^4^0
43519358|Humans|D006801|4638445|CT|Forced Humans: university|TI|MM
43519358|Animals|D000818|4638445|CT|Invertebrates;CT Treecode Lookup: B01.050.500 (Invertebrates)||MM;RC
43519358|*Phleum|D031784|397115|MH|RtM via: Phleum pratense;Forced Leaf Node Lookup:phleums;checkForceMH Boosted|TI|MM;RC|2123^15^0;1432^15^0;722^15^0;1080^6^0
43519358|*Bromus|D031724|397067|MH|RtM via: Bromus;Forced Leaf Node Lookup:bromus;checkForceMH Boosted|TI|MM|1453^6^0
43519358|*Dactylis|D031745|396527|MH|RtM via: Dactylis glomerata;Forced Leaf Node Lookup:dactylis;checkForceMH Boosted|TI|MM|1382^18^0
43519358|*Festuca|D031751|395738|MH|RtM via: Festuca rubra;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM|2101^13^0;1500^13^0
43519358|*Agropyron|D031702|394721|MH|RtM via: Genus Agropyron;Forced Leaf Node Lookup:agropyrons;checkForceMH Boosted|TI|MM|2192^9^0;2077^9^0;2054^9^0;1537^9^0;1056^9^0;738^9^0;1105^9^0;1406^9^0
43519358|*Soil|D012987|219682|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|2346^4^0;1958^4^0;1806^4^0;1667^4^0;1254^4^0;843^4^0;393^4^0;2530^4^0
43519358|*Biomass|D018533|213937|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|1934^7^0;1230^7^0;819^7^0;369^7^0;176^7^0;1365^7^0
43519358|*Water|D014867|199873|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|2396^5^0;930^5^0
43519358|*Seasons|D012621|197605|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|636^6^0;266^6^0
43519358|*Universities|D014495|196531|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|208^10^0
43519358|*Gardens|D000072506|196180|MH|Forced Leaf Node Lookup:gardens|TI|MM|227^6^0
43519358|*Poaceae|D006109|17298|MH|RtM via: Thinopyrum intermedium|TI|MM;RC|1406^21^0;738^21^0
43519358|*Invertebrates|D007448|2472|MH|RtM via: Fallax|TI|MM|2115^6^0;797^6^0
43519358|*Respiration|D012119|285|MH|RtM via: Respiration;Forced Non-Leaf Node Lookup:respiration|TI|MM|2430^11^0
43519213|*Goals|D006040|1356|MH|Forced Leaf Node Lookup:goal|TI|MM|25^4^0
43519213|*Multidimensional Scaling Analysis|D000084142|1356|MH|RtM via: Multidimensional Scaling Analysis;Forced New Lookup:multidimensional scaling|TI|MM|255^24^0
43519213|*Habitats|D017753|12183|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|955^7^0;785^8^0;612^7^0
43519213|*Geographic Factors|D005843|7380|ET|Entry Term Replacement for "Geography";RtM via: Geographic Factors|TI|MM;RC|362^20^0
43519213|*Bryophyta|D044002|2136|MH|RtM via: Mosses|TI|MM|82^9^0
43519213|*Reproduction|D012098|1413|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM;RC|700^12^0
43519213|*Plant Leaves|D018515|489|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|881^6^0;592^4^0;1070^6^0
43519213|Indian Ocean Islands|D007195|270|MH|RtM via: Indian Ocean Islands|TI|MM|143^20^0
43519213|East Africa|D000351|99|ET|Entry Term Replacement for "Africa, Eastern";RtM via: Africa, Eastern|TI|MM|107^11^0
43519502|Humans|D006801|1939|CT|African Continental Ancestry Group;CT Treecode Lookup: M01.686 (African Continental Ancestry Group)||MM;RC
43519502|Mozambique|D009073|351|MH|RtM via: Mozambique;Forced Leaf Node Lookup:mozambique|TI|MM;RC|507^10^0;56^10^0
43519502|*Checklist|D057189|270|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM;RC|477^9^0
43519502|Hungary|D006814|162|MH|RtM via: Hungarian (ethnic group);Forced Leaf Node Lookup:hungarians|TI|MM|112^9^0
43519502|*African Continental Ancestry Group|D044383|939|MH|RtM via: South African;RtM via: AFRICAN, EAST|TI|MM;RC|602^13^0;635^12^0
43519502|*Bryopsida|D019068|609|MH|RtM via: Trachyphyllum dusenii;RtM via: Homalia;RtM via: Hyophila;RtM via: Ptychomitrium|TI|MM|416^21^0;307^7^0;343^8^0;373^13^0
43519502|*Hepatophyta|D035926|609|MH|RtM via: Acrolejeunea aulacophora|TI|MM|263^24^0
43519502|*Physical Phenomena|D055585|72|MH|RtM via: Affinity|TI|MM|648^10^0
43519502|*Surgeons|D066231|30|MH|RtM via: Surgeon;Forced Non-Leaf Node Lookup:surgeons|TI|MM|122^7^0
43519258|Guinea Pigs|D006168|60406|CT|RtM via: Cavia;RtM via: Cavia porcellus|TI|MM;RC|233^10^0
43519258|Animals|D000818|60406|CT|RtM via: Cavia;RtM via: Cavia porcellus;Feathers;CT Treecode Lookup: A13.370 (Feathers);Canaries;CT Treecode Lookup: B01.050.150.900.248 (Canaries);Rodent;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodent);Parrot;CT Treecode Lookup: B01.050.150.900.248 (Parrot);Psittaciformes;CT Treecode Lookup: B01.050.150.900.248 (Psittaciformes);CT Text Lookup: animal|TI|MM;RC|233^10^0;368^6^0
43519258|Cricetinae|D006224|60406|CT|Forced Non-Leaf Node Lookup:hamsters||MM|221^7^0
43519258|*Allergen|D000485|59406|ET|Entry Term Replacement for "Allergens";RtM via: Feathers (allergen);RtM via: Food allergenic extracts;RtM via: Allergen [APC];RtM via: Allergens;checkForceMH Boosted;Forced Non-Leaf Node Lookup:allergen|TI|MM;RC|383^7^0;191^4^0;89^4^0;47^8^0
43519258|*Spores, Fungal|D013172|40920|MH|RtM via: Spores, Fungal;RtM via: Conidia;Forced Leaf Node Lookup:fungal spores;Forced Leaf Node Lookup:conidia;checkForceMH Boosted;Spores Specifics:Spores|TI|MM;RC|56^13^0;145^7^0;74^7^0
43519258|*Feathers|D005241|14256|MH|RtM via: Entire feather;RtM via: Feathers;Forced Leaf Node Lookup:feathers|TI|MM;RC|383^7^0
43519258|*Canaries|D002171|12867|MH|RtM via: Serinus;RtM via: Serinus canaria;Forced Leaf Node Lookup:canary;checkForceMH Boosted|TI|MM|213^6^0
43519258|*Rodent|D012377|9438|ET|Entry Term Replacement for "Rodentia";RtM via: Rodent;checkForceMH Boosted|TI|MM;RC|392^6^0
43519258|*Parrot|D010311|7917|ET|Entry Term Replacement for "Parrots";RtM via: Family Psittacidae (organism);checkForceMH Boosted;Forced Non-Leaf Node Lookup:parrots|TI|MM|205^6^0
43519258|*Hypersensitivity|D006967|42126|MH|RtM via: Hypersensitivity;RtM via: Allergic|TI|MM;RC|335^16^0;258^8^0
43519258|*Fungi|D005658|10242|MH|RtM via: Fungi|TI|MM;RC|116^6^0
43519258|*Feces|D005243|114|MH|RtM via: Feces;Forced Non-Leaf Node Lookup:faeces|TI|MM|404^6^0
43519363|*Bryopsida|D019068|1071|MH|RtM via: Orthotrichum|TI|MM;RC|217^12^0;160^12^0
43519363|Bryophyta|D044002|165|MH|||RC
43519199|*Rainforest|D065947|20586|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM;RC|683^11^0
43519199|*Fern|D029624|11991|ET|Entry Term Replacement for "Ferns";RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fern|TI|MM;RC|198^4^0
43519199|*Germ Cells, Plant|D055993|10122|MH|RtM via: Gametophytes;Forced Leaf Node Lookup:gametophytes|TI|MM|972^12^0
43519199|Jamaica|D007563|6351|MH|RtM via: Jamaica;Forced Leaf Node Lookup:jamaica|TI|MM|174^7^0
43519199|*Plant Bark|D024301|6348|MH|Forced Leaf Node Lookup:bark|TI|MM|496^4^0
43519199|*Hepatophyta|D035926|51171|MH|RtM via: Marchantiophyta;RtM via: Radulaceae;RtM via: Lejeunea flava;RtM via: Lejeuneaceae|TI|MM;RC|1157^8^0;1254^10^0;142^14^0;116^18^0;1173^12^0;1266^6^0
43519199|*Bryophyta|D044002|44145|MH|RtM via: Mosses|TI|MM;RC|1450^10^0;1109^10^0;560^10^0;325^10^0;247^9^0;56^9^0
43519199|*Bryopsida|D019068|19434|MH|RtM via: Ephemeropsis tjibodensis;RtM via: Hookeriaceae;RtM via: Crossomitrium|TI|MM;RC|1373^24^0;1292^12^0;1322^13^0
43519199|*Habitat|D017753|6075|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1030^7^0
43519199|*Plant Leaves|D018515|3585|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|616^6^0
43505079|Animals|D000818|2074|CT|Salmoniformes;CT Treecode Lookup: B01.050.150.900.493 (Salmoniformes);Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)|TI|MM
43505079|*Wetlands|D053833|886|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM;RC|130^5^0
43505079|*Multivariate Analysis|D015999|1074|MH|RtM via: Multivariate Analysis;Forced Non-Leaf Node Lookup:multivariate analysis|TI|MM;RC|572^21^0
43505079|*Plant Structures|D018514|303|MH|RtM via: Grains|TI|MM|357^5^0
43505079|*Salmoniformes|D017858|219|MH|RtM via: Argentina sphyraena|TI|MM|150^9^0
43505079|*Lepidoptera|D007915|168|MH|RtM via: Pampa|TI|MM|167^5^0
43505079|*Standardization|D012015|24|ET|Entry Term Replacement for "Reference Standards";RtM via: Standardization;Forced Non-Leaf Node Lookup:standardization|TI|MM|250^15^0
43519211|*Altitude|D000531|4416|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM;RC|200^8^0
43519211|*Rainforest|D065947|3777|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM|175^11^0
43519211|*Bryophyta|D044002|12096|MH|RtM via: Mosses|TI|MM;RC|43^9^0
43519211|*Bryopsida|D019068|6027|MH|RtM via: Leucophanes;RtM via: Mitthyridium;RtM via: Calymperes;RtM via: Calymperaceae;RtM via: Syrrhopodon|TI|MM|287^11^0;310^12^0;267^10^0;60^13^0;335^11^0
43519211|Africa|D000349|2166|MH|RtM via: Africa;Forced Non-Leaf Node Lookup:africa|TI|MM;RC|390^6^0
43519211|Asia|D001208|882|MH|RtM via: Asia;Forced Non-Leaf Node Lookup:asia|TI|MM|398^4^0
43519247|*Chlorophyll|D002734|14608|MH|RtM via: chlorophyll;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chlorophyll|TI|MM;RC|325^11^0;441^11^0
43519247|*Lichens|D008011|11937|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM|1049^7^0;83^6^0
43519247|*Water|D014867|6424|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|627^5^0
43519247|*Starch|D013213|6352|MH|RtM via: starch;checkForceMH Boosted;Forced Non-Leaf Node Lookup:starch|TI|MM;RC|353^6^0
43519247|*Sugar|D000073893|5647|ET|Entry Term Replacement for "Sugars";RtM via: Sugars;RtM via: raw sugar;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|346^5^0
43519247|*Sand|D000080463|3628|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|131^5^0
43519247|*Desiccation|D003890|2999|MH|Forced Leaf Node Lookup:desiccation|TI|MM;RC|25^11^0
43519247|*Fluorescence|D005453|2994|MH|Forced Leaf Node Lookup:fluorescence|TI|MM;RC|453^12^0
43519247|Hungary|D006814|2914|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM;RC|150^7^0
43519247|Cladonia convoluta|C000667051|2909|NM|Forced New Lookup:cladonia convoluta|TI|MM|90^18^0
43519247|*Grassland|D065948|2908|MH|Forced Leaf Node Lookup:grasslands|TI|MM|137^9^0
43519247|*Bryophyta|D044002|17859|MH|RtM via: Polytrichum formosum;RtM via: Mosses|TI|MM;RC|991^20^0;1034^10^0;986^4^0;51^4^0
43519247|*Bryopsida|D019068|8520|MH|RtM via: Syntrichia ruralis|TI|MM;RC|687^15^0;56^15^0
43519247|*Carbohydrates|D002241|4950|MH|RtM via: Carbohydrates|TI|MM;RC|346^5^0
43519247|*Tracheophyta|D064028|3522|MH|RtM via: Tracheophyta|TI|MM|1085^15^0;948^15^0
43519247|*Acclimation|D000064|1671|ET|Entry Term Replacement for "Acclimatization";RtM via: Acclimatization;Forced Non-Leaf Node Lookup:acclimation|TI|MM|844^11^0
43519412|*Soil|D012987|28282|MH|RtM via: Humus;RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:humus|TI|MM;RC|57^5^0;632^4^0;345^4^0;168^4^0
43519412|*Nitrates|D009566|26003|MH|RtM via: Nitrates;Forced Leaf Node Lookup:nitrate;checkForceMH Boosted|TI|MM;RC|82^7^0
43519412|*Nitrites|D009573|23153|MH|RtM via: Nitrites;RtM via: nitrite ion;Forced Leaf Node Lookup:nitrites;checkForceMH Boosted|TI|MM|73^7^0
43519412|*Phosphorus|D010758|16471|MH|RtM via: phosphorus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phosphorus|TI|MM;RC|102^10^0
43519412|lime|C016538|15648|NM|RtM via: calcium oxide;Forced SCR Leaf Node Lookup:lime|TI|MM|117^4^0
43519412|*Ammonia|D000641|13226|MH|RtM via: ammonia;Forced Leaf Node Lookup:ammonia;checkForceMH Boosted|TI|MM|64^7^0
43519412|*Potassium|D011188|8515|MH|RtM via: potassium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:potassium|TI|MM;RC|91^9^0
43519412|*Mossy Fibers, Hippocampal|D019599|4855|MH|Forced Leaf Node Lookup:mossy|TI|MM|162^5^0
43519412|*Habitats|D017753|16050|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|757^8^0
43519412|*Calcium Compounds|D017610|15647|HM|RtM via: calcium oxide|TI|MM|117^4^0
43519412|*Oxides|D010087|13982|HM|RtM via: calcium oxide|TI|MM|117^4^0
43519412|*Plant|D010944|10575|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|194^5^0
43519412|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:ph||MM;RC|53^2^0;257^2^0;283^2^0
43519099|Humans|D006801|1000|CT|Forced Humans:D Smokers||MM
43519099|*Semantics|D012660|4604|MH|RtM via: Semantics;Forced Leaf Node Lookup:semantics|TI|MM;RC|417^8^0
43519099|*Language|D007802|1952|MH|RtM via: Languages;Forced Leaf Node Lookup:languages|TI|MM|377^8^0
43519099|*Plant|D010944|981|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|591^5^0
43519099|*Thinking|D013850|621|MH|RtM via: Speculating|TI|MM|94^12^0
43519099|*Eating|D004435|66|MH|RtM via: Adequate Daily Fluid Intake;RtM via: Adequate Daily Salt Intake|TI|MM|144^8^0
43519099|*Smokers|D000074285|33|MH|RtM via: Smokes tobacco daily|TI|MM|441^9^0
43519099|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM;RC|77^7^0;222^7^0
43519347|*Humidity|D006813|38253|MH|RtM via: Exposure to Humidity;RtM via: Humidity;Forced Leaf Node Lookup:humidity|TI|MM;RC|798^8^0
43519347|*Soil|D012987|14316|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|834^4^0;170^4^0
43519347|*Temperature|D013696|11436|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|782^11^0;637^11^0
43519347|*Juniperus|D018653|6957|MH|RtM via: Juniper;RtM via: Juniperus;Forced Leaf Node Lookup:junipers;checkForceMH Boosted|TI|MM|677^7^0
43519347|*Lilium|D027762|5802|MH|RtM via: Lilium;Forced Leaf Node Lookup:lilies;checkForceMH Boosted|TI|MM|728^6^0
43519347|*Hot Temperature|D006358|2847|MH|Forced Leaf Node Lookup:heat|TI|MM|258^4^0
43519347|*Environment|D004777|5163|MH|RtM via: Valley|TI|MM|742^6^0
43519347|*Plant|D010944|2517|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|236^5^0
43519347|*Heat Conductivity|D013814|1830|ET|Entry Term Replacement for "Thermal Conductivity";RtM via: Thermal Conductivity|TI|MM|258^15^0
43519347|*Seasons|D012621|1671|MH|RtM via: Autumn|TI|MM|84^4^0
43519133|*Multivariate Analysis|D015999|2142|MH|RtM via: Multivariate Analysis;Forced Non-Leaf Node Lookup:multivariate analysis|TI|MM;RC|87^21^0
43519133|*Principal Component Analysis|D025341|1770|MH|RtM via: Principal Component Analysis|TI|MM;RC|334^29^0
43519133|*Microcomputers|D008838|1767|MH|RtM via: Microcomputers;Forced Non-Leaf Node Lookup:microcomputers|TI|MM;RC|133^14^0
43519443|*Veronica|D032264|633|MH|RtM via: Veronica spicata;checkForceMH Boosted|TI|MM|86^16^0
43519443|*Grassland|D065948|507|MH|Forced Leaf Node Lookup:grasslands|TI|MM|59^9^0
43519443|*Plant|D010944|3078|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|284^5^0
43519443|*Poaceae|D006109|2997|MH|RtM via: Helictochloa pratensis|TI|MM;RC|103^17^0
43519229|calcium magnesium carbonate|C028042|2068|NM|RtM via: dolomite;Forced SCR Leaf Node Lookup:dolomite|TI|MM|44^8^0
43519229|*Grassland|D065948|1406|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|53^9^0;207^9^0;291^9^0;393^9^0
43519229|*Information Theory|D007257|933|MH|RtM via: Information Theory;Forced Leaf Node Lookup:information theory|TI|MM|133^18^0
43519229|*Artifacts|D016477|804|MH|RtM via: Morphologic artifacts;Forced Leaf Node Lookup:artefacts|TI|MM|619^9^0
43519229|Hungary|D006814|759|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|94^7^0
43519229|*Forest|D065928|10179|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|419^6^0
43519229|*Calcium Carbonate|D002119|2067|HM|RtM via: dolomite|TI|MM|44^8^0
43519229|*Magnesium|D008274|1617|HM|RtM via: dolomite|TI|MM|44^8^0
43519476|Adult|D000328|3655|CT|Forced Leaf Node Lookup:adults|TI|MM|440^6^0;479^5^0;1025^5^0
43519476|Humans|D006801|3655|CT|Lookup: Aged Rule|Lookup: Aged Rule|MM
43519476|*Prunella|D031347|1673|MH|RtM via: Prunella vulgaris;Forced Leaf Node Lookup:prunella vulgaris;checkForceMH Boosted|TI|MM|664^17^0
43519476|*Plastic|D010969|940|ET|Entry Term Replacement for "Plastics";RtM via: Plastics;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plastics|TI|MM|1046^7^0
43519476|*Movement|D009068|2202|MH|RtM via: Movement|TI|MM;RC|1185^8^0;332^8^0
43519476|*Biological Phenomena|D001686|1416|MH|RtM via: Tissue Growth|TI|MM|1861^6^0;1800^6^0;1660^6^0;1095^6^0;608^6^0;321^6^0;126^6^0
43519476|*Computer Simulation|D003198|1035|MH|RtM via: Computer simulation|TI|MM|864^10^0;26^10^0
43519476|*Morphogenesis|D009024|939|MH|RtM via: developmental growth involved in morphogenesis|TI|MM|1477^10^1;1491^6^1
43519476|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:interspecific competition||MM;RC|373^25^0
43519476|Demography|D003710|1000|MH|Forced Non-Leaf Node Lookup:demographics||MM;RC|1004^11^0
43519039|*Liverwort|D035926|13344|ET|Entry Term Replacement for "Hepatophyta";RtM via: Porella platyphylla;RtM via: Barbilophozia barbata;RtM via: Mannia fragrans;RtM via: Plagiochila porelloides;RtM via: Syzygiella autumnalis;RtM via: Lophoziopsis longidens;RtM via: Marchantiophyta;RtM via: Metzgeria;checkForceMH Boosted;Forced Non-Leaf Node Lookup:liverworts|TI|MM;RC|358^19^0;224^21^0;282^15^0;328^23^0;252^23^0;185^18^0;123^9^0;304^9^0
43519039|Hungary|D006814|618|MH|RtM via: Hungarian (ethnic group);Forced Leaf Node Lookup:hungarians|TI|MM|37^9^0
43519039|*Anemone|D031883|336|MH|RtM via: Anemone americana|TI|MM|123^9^0
43519039|DNA, Plant|D018744|115|MH|||RC
43519039|*Chromosomes|D002875|558|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|95^18^0
43519302|Animals|D000818|1825|CT|Mollusk;CT Treecode Lookup: B01.050.500.644 (Mollusk)||MM;RC
43519302|*Mollusk|D008974|825|ET|Entry Term Replacement for "Mollusca";RtM via: Mollusca;Forced Non-Leaf Node Lookup:molluscs|TI|MM|40^7^0
43519302|Fossils|D005580|635|MH|||RC
43519302|*Food|D005502|21|MH|RtM via: Mollusk (substance)|TI|MM|40^7^0
43519176|*Principal Component Analysis|D025341|8021|MH|RtM via: Principal Component Analysis;RtM via: Principal component analysis of arterial velocity waveform;Forced Leaf Node Lookup:principal component analysis|TI|MM;RC|1185^3^0;945^3^0;660^3^0;210^28^0
43519176|*Gene-Environment Interaction|D059647|995|MH|Forced Leaf Node Lookup:environment interactions|TI|MM|555^24^0
43519176|*Canonical Correlations|D015999|11538|ET|Entry Term Replacement for "Multivariate Analysis";RtM via: Canonical Correlation;RtM via: canonical correlation analysis;Forced Non-Leaf Node Lookup:canonical correlations|TI|MM;RC|1377^22^0;1082^3^0;733^3^0;464^3^0;169^30^0
43519176|Algorithms|D000465|198|MH|||RC
43519176|*Diagnostic Tests, Routine|D003955|153|MH|RtM via: Examination|TI|MM|521^11^0
