10.2307/2484573|Female|D005260|5409|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary);Genitalia, Female;CT Treecode Lookup: A05.360.319 (Genitalia, Female)|TI|MM
10.2307/2995982|*Forests|D065928|29379|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|28^7^0
10.2307/2995982|*Betulaceae|D029401|6597|MH|RtM via: Carpinus caroliniana;Forced Non-Leaf Node Lookup:carpinus|TI|MM|1273^20^0;856^20^0
10.2307/2995982|*Floods|D055868|3690|MH|RtM via: Floods|TI|MM|967^8^0;760^7^0;582^8^0;430^8^0
10.2307/2995982|*Minerals|D008903|1773|MH|RtM via: Minerals;Forced Non-Leaf Node Lookup:minerals|TI|MM|1244^8^0
10.2307/2995982|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:ph||MM|299^2^0;1084^2^0;1269^2^0;1398^2^0
10.2307/2483787|*Trees|D014197|6551|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|278^5^0
10.2307/2483787|Mississippi|D008922|388|MH|RtM via: Mississippi (geographic location);Forced Leaf Node Lookup:mississippi|TI|MM;RC|130^11^0
10.2307/2483787|*Plant Leaves|D018515|1845|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|53^4^0
10.2307/2483787|*Biological Phenomena|D001686|564|MH|RtM via: Tissue Growth|TI|MM|109^7^0
10.2307/2483809|*Droughts|D055864|1008|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|451^7^0
10.2307/2483809|*Oxygen|D010100|345|MH|RtM via: oxygen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oxygen|TI|MM|67^6^0
10.2307/2483809|New Jersey|D009515|198|MH|RtM via: New Jersey;Forced Leaf Node Lookup:new jersey|TI|MM|180^10^0
10.2307/2483809|*Calorimetry|D002151|861|MH|RtM via: Calorimetry;Forced Non-Leaf Node Lookup:calorimetry|TI|MM;RC|79^11^0
10.2307/2483809|*Body Weight|D001835|441|MH|RtM via: Dry body weight (observable entity)|TI|MM|396^10^0
10.2307/2483809|*Bomb|D054042|21|ET|Entry Term Replacement for "Bombs";RtM via: Bomb device;Forced Non-Leaf Node Lookup:bomb|TI|MM|74^4^0
10.2307/2996778|*Grass|D006109|11189|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;RtM via: Aristida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grass|TI|MM;RC|324^5^0;342^8^0
10.2307/2996778|*Lightning|D008030|6974|MH|RtM via: Lightning (phenomenon);Forced Leaf Node Lookup:lightnings|TI|MM;RC|1044^9^0
10.2307/2996778|*Seasons|D012621|6850|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|1054^6^0;187^7^0
10.2307/2996778|*Grassland|D065948|3090|MH|Forced Leaf Node Lookup:savannas|TI|MM;RC|1230^8^0
10.2307/2996778|*Fires|D005390|18144|MH|RtM via: Fire - disasters|TI|MM;RC|945^4^0;1067^5^0;863^5^0;228^4^0;62^4^0
10.2307/2996778|*Pinus|D028223|4071|MH|RtM via: Pinus <genus>|TI|MM;RC|1225^4^0
10.2307/2996778|*Cynodon|D031744|1857|MH|RtM via: Cynodon dactylon|TI|MM|1007^9^0;331^9^0
10.2307/2996778|*Asteraceae|D019659|1611|MH|RtM via: Pityopsis graminifolia|TI|MM|136^22^0
10.2307/2996778|*Reproduction|D012098|951|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|100^12^0
10.2307/2482425|*Sporangia|D058432|8406|MH|RtM via: Sporangia;Forced Leaf Node Lookup:sporangia|TI|MM;RC|280^9^0
10.2307/2482425|Spores, Fungal|D013172|3168|MH|Spores Specifics:Spores||MM;RC
10.2307/2482425|*Germ Cells|D005854|1053|MH|RtM via: Germ Cells|TI|MM|35^12^0
10.2307/2482425|*Chytridiomycota|D008411|801|MH|RtM via: Synchytrium|TI|MM;RC|79^11^0
10.2307/2482425|*Research Design|D012107|444|MH|RtM via: Test Method|TI|MM|495^6^0
10.2307/2482425|*Health Services|D006296|420|MH|RtM via: Test Method|TI|MM|495^6^0
10.2307/2996664|*Grasses|D006109|9368|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM;RC|239^7^0
10.2307/2996664|*Wind|D014919|9203|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM;RC|815^4^0;703^4^0
10.2307/2996664|*Salsola|D031248|5575|MH|RtM via: Salsola;RtM via: Salsola tragus;Forced Leaf Node Lookup:tumbleweeds;checkForceMH Boosted|TI|MM|28^10^0
10.2307/2996664|Florida|D005431|2396|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|124^7^0
10.2307/2996664|*Plant Dispersal|D063148|12051|MH|RtM via: Plant Dispersal|TI|MM;RC|622^16^0
10.2307/2996664|*Habitat|D017753|7395|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|160^7^0
10.2307/2996664|*Seasons|D012621|6294|MH|RtM via: Winter;RtM via: Autumn;RtM via: spring (season)|TI|MM;RC|324^6^0;293^4^0;341^6^0
10.2307/2996664|*Fabaceae|D007887|1302|MH|RtM via: Baptisia lanceolata;Forced Non-Leaf Node Lookup:baptisia|TI|MM|730^19^0;52^19^0
10.2307/2482710|Humans|D006801|108547|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans)|TI|MM
10.2307/2482710|*Quercus|D029963|107547|MH|RtM via: Quercus alba;RtM via: Quercus palustris;RtM via: Quercus rubra;RtM via: Quercus velutina;Forced Leaf Node Lookup:oaks;checkForceMH Boosted|TI|MM;RC|460^9^0;114^9^0;497^7^0;136^7^0;125^9^0;1308^4^0;880^3^0;120^3^0;131^3^0;140^3^0;466^3^0;501^3^0
10.2307/2482710|*Acer|D031002|79451|MH|RtM via: Acer rubrum;Forced Leaf Node Lookup:maples;checkForceMH Boosted|TI|MM;RC|1262^9^0;656^9^0;482^9^0;324^5^0;486^5^0;660^5^0;1266^5^0
10.2307/2482710|*Trees|D014197|64004|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|1336^4^0
10.2307/2482710|*Impatiens|D029069|21920|MH|RtM via: Impatiens balsamina;Forced Leaf Node Lookup:touch-me-nots;checkForceMH Boosted|TI|MM|778^12^0
10.2307/2482710|*Lindera|D027443|20849|MH|RtM via: Spicebush;Forced Leaf Node Lookup:spicebushs;checkForceMH Boosted|TI|MM|743^9^0
10.2307/2482710|*Viburnum|D027925|20654|MH|RtM via: Viburnum;Forced Leaf Node Lookup:viburnums;checkForceMH Boosted|TI|MM|337^8^0
10.2307/2482710|*Cornus|D029768|20318|MH|RtM via: Dogwood;Forced Leaf Node Lookup:dogwoods;checkForceMH Boosted|TI|MM|268^7^0
10.2307/2482710|*Smilax|D032281|20192|MH|RtM via: Smilax;Forced Leaf Node Lookup:greenbriers;checkForceMH Boosted|TI|MM|758^10^0
10.2307/2482710|*Malus|D027845|19982|MH|Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|399^5^0
10.2307/2482710|*Soils|D012987|18142|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|631^5^0
10.2307/2482710|*Wind|D014919|12214|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM|513^4^0
10.2307/2482710|*Cabbage, Skunk|D029064|11647|ET|Entry Term Replacement for "Araceae";RtM via: Symplocarpus;RtM via: Symplocarpus foetidus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:skunk cabbages|TI|MM|795^13^0
10.2307/2482710|*Mayapple|D028144|10930|ET|Entry Term Replacement for "Podophyllum peltatum";RtM via: Podophyllum peltatum;checkForceMH Boosted|TI|MM|395^9^0
10.2307/2482710|*African Americans|D001741|9991|MH|Forced Leaf Node Lookup:blacks|TI|MM|125^5^0
10.2307/2482710|*Forest|D065928|33426|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1040^6^0;853^6^0;892^6^0;73^6^0;1228^6^0
10.2307/2482710|*Fraxinus|D031661|7359|MH|RtM via: Fraxinus americana|TI|MM|1276^9^0;471^9^0
10.2307/2482710|*Seasons|D012621|2157|MH|RtM via: spring (season)|TI|MM|383^6^0
10.2307/2484414|Humans|D006801|1512571|CT|Forced Humans: man|TI|MM;RC
10.2307/2484414|*Typhaceae|D032401|135807|MH|RtM via: Typha;Forced Leaf Node Lookup:typhas;checkForceMH Boosted|TI|MM|385^5^0
10.2307/2484414|*Flax|D019597|129894|MH|RtM via: Flax;RtM via: Linum usitatissimum;Forced Leaf Node Lookup:flax;checkForceMH Boosted|TI|MM|723^4^0;503^4^0;95^4^0
10.2307/2484414|*Gramineae|D006109|81318|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;RtM via: Sporobolus alterniflorus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gramineae|TI|MM;RC|272^9^0;863^21^0;431^9^0
10.2307/2484414|*Wetlands|D053833|77127|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM;RC|1058^5^0
10.2307/2484414|*Estuaries|D063366|72573|MH|RtM via: Estuaries;Forced Leaf Node Lookup:estuary|TI|MM;RC|530^7^0
10.2307/2484414|*Peat|D012987|72312|ET|Entry Term Replacement for "Soil";RtM via: Peat;checkForceMH Boosted;Forced Non-Leaf Node Lookup:peat|TI|MM;RC|885^4^0;592^4^0
10.2307/2484414|*Cyperaceae|D029785|69750|MH|RtM via: Cyperaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cyperaceae|TI|MM|363^10^0
10.2307/2484414|*Ponds|D061005|69540|MH|RtM via: Natural pond;Forced Leaf Node Lookup:pond|TI|MM;RC|728^4^0;508^4^0;100^4^0
10.2307/2484414|*Chenopodiaceae|D019663|68634|MH|RtM via: Chenopodiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chenopodiaceae|TI|MM|282^14^0
10.2307/2484414|*Fern|D029624|67608|ET|Entry Term Replacement for "Ferns";RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fern|TI|MM|557^4^0
10.2307/2484414|*Compositae|D019659|66336|ET|Entry Term Replacement for "Asteraceae";RtM via: Asteraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:compositae|TI|MM|374^10^0;420^10^0
10.2307/2484414|*Fossils|D005580|66219|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM;RC|998^6^0
10.2307/2484414|*Ruppia|D035961|66150|ET|Entry Term Replacement for "Alismatales";RtM via: Ruppia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ruppias|TI|MM|297^6^0
10.2307/2484414|*Polypodiaceae|D029621|65844|MH|RtM via: Polypodiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:polypodiaceae|TI|MM|349^13^0
10.2307/2484414|*Dinoflagellates|D004141|65385|ET|Entry Term Replacement for "Dinoflagellida";RtM via: Dinophyceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dinoflagellates|TI|MM|162^15^0
10.2307/2484414|Spores, Protozoan|D033761|70443|MH|Spores Specifics:Spores||MM
10.2307/2484414|*Freshwater|D005618|6327|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:fresh waters|TI|MM;RC|641^11^0
10.2307/2484414|*Salinity|D054712|5745|MH|RtM via: Salinity|TI|MM;RC|1080^10^0
10.2307/2484414|*Pollen|D011058|5277|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|228^6^0;146^6^0
10.2307/2996260|||||||
10.2307/2996546|*Publications|D011642|24|MH|RtM via: Scientific Publication|TI|MM|101^9^0
10.2307/2484624|*Nuclear Envelope|D009685|2849|MH|RtM via: Nuclear Envelope;Forced Leaf Node Lookup:nuclear membranes|TI|MM|347^16^0
10.2307/2484624|*Protoplasts|D011523|2447|MH|RtM via: Protoplasts;Forced Leaf Node Lookup:protoplasts|TI|MM|159^11^0
10.2307/2484624|*Electrons|D004583|1724|MH|RtM via: Electrons;Forced Leaf Node Lookup:electrons|TI|MM;RC|135^8^0
10.2307/2484624|Spores, Bacterial|D013171|5979|MH|Spores Specifics:Spores||MM;RC
10.2307/2484624|*Endoplasmic Reticulum|D004721|5208|MH|RtM via: Endoplasmic Reticulum;Forced Non-Leaf Node Lookup:endoplasmic reticulum|TI|MM;RC|419^21^0
10.2307/2484624|*Electron Microscopy|D008854|5118|ET|Entry Term Replacement for "Microscopy, Electron";RtM via: Electron Microscopy;Forced Non-Leaf Node Lookup:electron microscopy|TI|MM;RC|114^19^0
10.2307/2484624|*Ribosomes|D012270|1125|MH|RtM via: Ribosomes|TI|MM|320^9^0
10.2307/2483683|*Wetlands|D053833|1115|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM;RC|272^5^0
10.2307/2483683|Washington|D014861|515|MH|RtM via: Washington state;Forced Leaf Node Lookup:washington|TI|MM|584^10^0;241^10^0
10.2307/2483683|*Geraniaceae|D031314|1218|MH|RtM via: California (plant)|TI|MM|226^10^0
10.2307/2483683|*Ciliophora|D016798|906|MH|RtM via: Uncinata|TI|MM|422^8^0
10.2307/2483683|*Freshwater|D005618|837|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM;RC|479^10^0
10.2307/2483683|*Stramenopiles|D058009|357|MH|RtM via: Vaucheria|TI|MM|289^9^0;98^9^0
10.2307/2483683|California|D002140|303|MH|RtM via: California|TI|MM|226^10^0
10.2307/2484080|*Asclepias|D031108|523|MH|RtM via: Asclepias;Forced Leaf Node Lookup:asclepias;checkForceMH Boosted|TI|MM|28^9^0
10.2307/2484080|*Cluster Analysis|D016000|330|MH|RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analysis|TI|MM|414^16^0
10.2307/2484080|*Correlation of Data|D000078331|228|MH|RtM via: Statistical Test|TI|MM|438^16^0
10.2307/2484080|*Physical Phenomena|D055585|99|MH|RtM via: Affinity|TI|MM|142^8^0
10.2307/2996255|*Peroxidase|D009195|3042|MH|RtM via: peroxidase;checkForceMH Boosted|TI|MM;RC|28^10^0
10.2307/2996255|*Isoenzymes|D007527|2190|MH|RtM via: Isoenzymes;Forced Leaf Node Lookup:isoenzymes|TI|MM;RC|166^9^0;39^9^0
10.2307/2996255|*Acer|D031002|1491|MH|RtM via: Acer;Forced Leaf Node Lookup:acer;checkForceMH Boosted|TI|MM;RC|82^4^0
10.2307/2996255|*Saccharum|D031786|1179|MH|RtM via: Saccharum;Forced Leaf Node Lookup:saccharum;checkForceMH Boosted|TI|MM|446^9^0
10.2307/2996255|*Peroxidases|D010544|3144|MH|RtM via: Peroxidases;Forced Non-Leaf Node Lookup:peroxidases|TI|MM;RC|28^10^0
10.2307/2996255|*Coloring Agents|D004396|201|MH|RtM via: Peroxidase stain|TI|MM|28^10^0
10.2307/2996255|*Histological Techniques|D006652|183|MH|RtM via: Sectioning technique|TI|MM|247^8^0
10.2307/2996255|*Cambium|D058506|99|MH|RtM via: Cambium|TI|MM|61^7^0
10.2307/2996082|*Droseraceae|D031257|9031|MH|RtM via: Droseraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:droseraceae|TI|MM;RC|80^11^0
10.2307/2996082|*Dioncophyllaceae|D045603|5156|MH|RtM via: Dioncophyllaceae;Forced Leaf Node Lookup:dioncophyllaceae;checkForceMH Boosted|TI|MM|493^16^0;145^16^0
10.2307/2996082|*Wood|D014934|5029|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|564^4^0;413^4^0;63^5^0
10.2307/2996082|*Caryophyllales|D000073559|7656|MH|RtM via: Drosophyllum;RtM via: Drosophyllum lusitanicum;RtM via: Nepenthaceae|TI|MM|580^12^0;479^12^0;28^24^0;515^12^0;166^12^0
10.2307/2996082|*Habitats|D017753|1932|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|632^8^0
10.2307/2996082|*Environment|D004777|1062|MH|RtM via: Woods|TI|MM|63^5^0
10.2307/2996082|*Cell Wall|D002473|819|MH|RtM via: perforation plate|TI|MM;RC|235^18^0
10.2307/2996082|DNA|D004247|1000|MH|Forced Non-Leaf Node Lookup:dna||MM|551^3^0
10.2307/2484781|Bees|D001516|112903|CT|RtM via: Bombus vagans;RtM via: Bees;Forced Leaf Node Lookup:bee|TI|MM;RC|743^13^0;727^3^0
10.2307/2484781|Animals|D000818|112903|CT|RtM via: Bombus vagans;RtM via: Bees;Insect;CT Treecode Lookup: B01.050.500.131 (Insect)|TI|MM;RC|743^13^0;727^3^0
10.2307/2484781|*Pollination|D054817|111903|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|731^10^0;454^11^0;44^11^0
10.2307/2484781|*Plant Nectar|D057048|94182|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM;RC|659^6^0;267^6^0;186^6^0
10.2307/2484781|*Impatiens|D029069|38598|MH|RtM via: Impatiens capensis;Forced Leaf Node Lookup:impatiens;checkForceMH Boosted|TI|MM;RC|522^18^0;248^18^0;92^18^0
10.2307/2484781|*Seasons|D012621|12654|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|846^6^0
10.2307/2484781|*Sugar|D000073893|12627|ET|Entry Term Replacement for "Sugars";RtM via: Sugars;RtM via: raw sugar;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|227^5^0
10.2307/2484781|*Flowers|D035264|24315|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|792^6^0;482^7^0;344^7^0;153^6^0
10.2307/2484781|*Insect|D007313|8103|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|572^6^0
10.2307/2484781|*Reproduction|D012098|5664|MH|RtM via: flowering|TI|MM;RC|836^9^0
10.2307/2484781|*Sympatry|D061350|2808|MH|RtM via: Sympatry|TI|MM|67^9^0
10.2307/2484781|*Seed|D012639|1782|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|802^4^0;505^4^0
10.2307/2484781|Amino Acids|D000596|1000|MH|Forced Non-Leaf Node Lookup:amino acids||MM|293^10^0
10.2307/2995995|Humans|D006801|10585084|CT|Forced Humans: individuals|TI|MM
10.2307/2995995|*Andropogon|D031722|854531|MH|RtM via: Andropogon arenarius;Forced Leaf Node Lookup:andropogons;checkForceMH Boosted|TI|MM;RC|28^20^0
10.2307/2995995|Brazil|D001938|426418|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|104^6^0
10.2307/2995995|*Biological Phenomena|D001686|486|MH|RtM via: Tissue Growth|TI|MM|78^4^0
10.2307/2482782|*Meristem|D018519|43368|MH|RtM via: Root Tip;RtM via: Meristem;Forced Leaf Node Lookup:meristems;Forced Leaf Node Lookup:root tips|TI|MM;RC|294^8^0;1035^8^0;622^8^0;370^9^0
10.2307/2482782|*Seedlings|D036226|11760|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|1209^8^0;453^9^0;170^9^0
10.2307/2482782|*Soybeans|D013025|10321|MH|RtM via: Soybeans;Forced Leaf Node Lookup:soybeans;checkForceMH Boosted|TI|MM;RC|306^7^0;265^7^0;135^7^0
10.2307/2482782|*Cambium|D058506|10274|MH|RtM via: Cambium;Forced Leaf Node Lookup:cambiums|TI|MM|1000^7^0
10.2307/2482782|*Phloem|D052585|6737|MH|RtM via: Phloem;Forced Leaf Node Lookup:phloems|TI|MM|992^6^0
10.2307/2482782|*Epidermal Cells|D000078404|4380|MH|RtM via: Epidermal cells|TI|MM|1102^9^0
10.2307/2482782|Plant Root Cap|D018518|3333|MH|||RC
10.2307/2482782|*Epidermis|D004817|2928|MH|RtM via: Epidermis;Forced Non-Leaf Node Lookup:epidermis|TI|MM|1102^9^0
10.2307/2482782|*Xylem|D052584|2835|MH|RtM via: Xylem;Forced Non-Leaf Node Lookup:xylems|TI|MM|977^5^0
10.2307/2482782|Seeds|D012639|1000|MH|Forced Non-Leaf Node Lookup:seeds||MM;RC|1172^5^0
10.2307/2484256|*Pollination|D054817|37195|MH|RtM via: Pollination;RtM via: pollen germination;Forced Leaf Node Lookup:pollination|TI|MM;RC|194^11^0;28^11^0;243^18^0
10.2307/2484256|*Triticum|D014908|9662|MH|RtM via: Triticum;RtM via: Triticum aestivum;RtM via: Wheat (Dietary);RtM via: Wheat - grass (plant);Forced Leaf Node Lookup:wheat;checkForceMH Boosted|TI|MM|565^5^0
10.2307/2484256|*Pollen Tube|D053205|4554|MH|Forced Leaf Node Lookup:pollen tubes|TI|MM;RC|255^12^0
10.2307/2484256|*Pollen Grains|D011058|11595|ET|Entry Term Replacement for "Pollen";RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM;RC|527^13^0;78^13^0
10.2307/2484256|*Flower|D035264|10416|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|571^6^0;47^6^0
10.2307/2484256|*Hybridization, Genetic|D006824|2766|MH|RtM via: Crossbreeding|TI|MM|503^13^0
10.2307/2484256|*Gossypium|D003368|2322|MH|RtM via: Gossypium herbaceum|TI|MM|555^6^0
10.2307/2484256|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilizations||MM;RC|300^13^0
10.2307/2483640|delphinidin|C017185|22993|NM|Forced SCR Leaf Node Lookup:delphinidin|TI|MM|241^11^0
10.2307/2483640|cyanidin|C017154|21019|NM|RtM via: cyanidin;Forced SCR Leaf Node Lookup:cyanidin|TI|MM|162^8^0
10.2307/2483640|petunidin|C473206|19045|NM|RtM via: petunidin;Forced SCR Leaf Node Lookup:petunidin|TI|MM|227^9^0
10.2307/2483640|malvidin|C065861|17065|NM|RtM via: malvidin;Forced SCR Leaf Node Lookup:malvidin|TI|MM|217^8^0
10.2307/2483640|*Passiflora|D029598|3276|MH|RtM via: Passiflora quadrangularis;Forced Leaf Node Lookup:passiflora;checkForceMH Boosted|TI|MM|51^25^0
10.2307/2483640|*Passifloraceae|D031683|3105|MH|RtM via: Passifloraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:passifloraceae|TI|MM|78^14^0
10.2307/2483640|*Anthocyanins|D000872|22992|HM|RtM via: malvidin;RtM via: petunidin;RtM via: cyanidin|TI|MM;RC|217^8^0;227^9^0;162^8^0
10.2307/2483640|*Pigmentation|D010858|1548|MH|RtM via: Pigmentation|TI|MM|39^8^0
10.2307/2483640|*Gas Chromatography|D002849|999|ET|Entry Term Replacement for "Chromatography, Gas";RtM via: Gas Chromatography;Forced Non-Leaf Node Lookup:gas chromatography|TI|MM|142^18^0
10.2307/2484306|granite|C007886|1754|NM|RtM via: granite;Forced SCR Leaf Node Lookup:granite|TI|MM|363^7^0;28^7^0
10.2307/2484306|North Carolina|D009657|1154|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|70^14^0
10.2307/2484306|*Habitats|D017753|8628|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|571^8^0
10.2307/2484306|*Islands|D062312|3681|MH|RtM via: Islands|TI|MM|655^6^0
10.2307/2484306|*Silicon Dioxide|D012822|1753|HM|RtM via: granite|TI|MM|363^7^0;28^7^0
10.2307/2484306|*Plant Weeds|D057685|1104|MH|RtM via: Plant Weeds|TI|MM|502^5^0
10.2307/2482564|Animals|D000818|5227|CT|Tuna;CT Treecode Lookup: B01.050.150.900.493 (Tuna);Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)||MM;RC
10.2307/2482564|*Chlorophyceae|D000077105|2969|MH|RtM via: Chlorophyceae;Forced Leaf Node Lookup:chlorophyceae;checkForceMH Boosted|TI|MM|76^13^0
10.2307/2482564|*Tuna|D014413|1958|MH|RtM via: Tuna (fish);RtM via: Tuna - dietary;Forced Leaf Node Lookup:tuna;checkForceMH Boosted|TI|MM;RC|290^4^0
10.2307/2482564|*Opuntia|D029747|1880|MH|RtM via: Opuntia;Forced Leaf Node Lookup:opuntia;checkForceMH Boosted|TI|MM;RC|185^7^0
10.2307/2482564|*Water|D014867|592|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|147^5^0
10.2307/2482564|Jamaica|D007563|406|MH|RtM via: Jamaica;Forced Leaf Node Lookup:jamaica|TI|MM|33^7^0
10.2307/2482564|Philippines|D010679|388|MH|RtM via: Philippines;Forced Leaf Node Lookup:philippines|TI|MM;RC|221^11^0
10.2307/2482564|*Chlorophyta|D000460|4227|MH|RtM via: Halimeda goreaui;RtM via: Codiaceae|TI|MM;RC|41^17^0;90^9^0
10.2307/2482564|*Lepidoptera|D007915|108|MH|RtM via: Compacta|TI|MM|66^8^0
10.2307/2482564|*Gracilis Muscle|D000071976|24|MH|RtM via: Structure of gracilis muscle|TI|MM|317^8^0
10.2307/2483740|*Betula|D029662|39796|MH|RtM via: Betula Genus;Forced Leaf Node Lookup:birchs;checkForceMH Boosted|TI|MM;RC|519^5^0;312^5^0
10.2307/2483740|*Fagus|D029964|26323|MH|RtM via: Beech;Forced Leaf Node Lookup:beechs;checkForceMH Boosted|TI|MM;RC|609^5^0;337^5^0
10.2307/2483740|*Alnus|D029661|20983|MH|RtM via: Alder plant;Forced Leaf Node Lookup:alder;checkForceMH Boosted|TI|MM;RC|532^5^0
10.2307/2483740|*Acer|D031002|18289|MH|RtM via: Acer;Forced Leaf Node Lookup:maples;checkForceMH Boosted|TI|MM;RC|593^5^0;281^5^0
10.2307/2483740|*Nyssa|D031655|13762|MH|RtM via: Nyssa;Forced Leaf Node Lookup:tupelos;checkForceMH Boosted|TI|MM|620^6^0
10.2307/2483740|*Quercus|D029963|10928|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|277^3^0;514^3^0
