41941381|Humans|D006801|1606|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41941299|*Hispanic Americans|D006630|180|MH|RtM via: South American|TI|MM|28^14^0
41941249|Animals|D000818|6682|CT|Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera)||MM;RC
41941249|*Malvaceae|D019660|5682|MH|RtM via: Malvaceae;RtM via: Malachra radiata;RtM via: Phragmocarpidium heringeri;RtM via: Tarasa nototrichoides;RtM via: Abutilon;RtM via: Cienfuegosia;RtM via: Cristaria angiosperm;RtM via: Gaya;RtM via: Monteiroa <angiosperm>;RtM via: Pavonia;RtM via: Pseudabutilon;RtM via: Wissadula;checkForceMH Boosted;Forced Non-Leaf Node Lookup:malvaceae|TI|MM|989^9^0;75^9^0;1297^16^0;363^16^0;1263^26^0;329^26^0;1410^21^0;476^21^0;1554^8^0;620^8^0;1184^12^0;250^12^0;1476^9^0;542^9^0;1503^4^0;569^4^0;1385^9^0;451^9^0;1321^7^0;387^7^0;1524^13^0;590^13^0;1597^9^0;663^9^0
41941249|Argentina|D001118|4158|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|1002^9^0;90^9^0
41941249|*Hibiscus|D031584|4134|MH|RtM via: Hibiscus striatus;Forced Leaf Node Lookup:hibiscus;checkForceMH Boosted|TI|MM|1215^17^0;281^17^0
41941249|Bolivia|D001838|2718|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM|1013^7^0;101^7^0
41941249|Chile|D002677|2718|MH|RtM via: Chile;Forced Leaf Node Lookup:chile|TI|MM|1030^5^0;118^5^0
41941249|Paraguay|D010239|2310|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|1045^8^0;135^8^0
41941249|Brazil|D001938|3924|MH|RtM via: Brazil|TI|MM;RC|1022^6^0;110^6^0
41941249|*Sida Plant|D000076248|2253|MH|RtM via: Sida <angiosperm>|TI|MM|1623^4^0;689^4^0
41941249|*Chromosome|D002875|1428|ET|Entry Term Replacement for "Chromosomes";RtM via: Chromosome number;RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosome|TI|MM;RC|21^18^0;189^10^0
41941249|*Orthoptera|D009987|207|MH|RtM via: Monteiroa <katydid>|TI|MM|1385^9^0;451^9^0
41941195|*Plant Nectar|D057048|37033|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM;RC|1495^9^0;1413^6^0;1041^9^0;890^9^0;862^7^0;590^7^0;371^9^0;167^9^0;69^9^0
41941195|*Turnera|D029647|6364|MH|RtM via: Turnera (plant);Forced Leaf Node Lookup:turnera;checkForceMH Boosted|TI|MM|103^7^0
41941195|*Calcium Oxalate|D002129|5152|MH|RtM via: calcium oxalate;Forced Leaf Node Lookup:calcium oxalate;checkForceMH Boosted|TI|MM|640^15^0
41941195|*Phloem|D052585|4022|MH|RtM via: Phloem;Forced Leaf Node Lookup:phloems|TI|MM|948^6^0
41941195|*Tannin|D013634|2408|ET|Entry Term Replacement for "Tannins";RtM via: tannic acid;checkForceMH Boosted;Forced Non-Leaf Node Lookup:tannins|TI|MM|660^6^0
41941195|*Plant Leaves|D018515|2580|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|1114^6^0;224^4^0
41941195|*Epidermal Cells|D000078404|2382|MH|RtM via: Epidermal cells|TI|MM|1340^9^0;1194^9^0;437^9^0
41941195|*Cardiovascular System|D002319|1200|MH|RtM via: Vascular blood supply|TI|MM|709^15^0
41941195|*Epidermis|D004817|555|MH|RtM via: Epidermis;Forced Non-Leaf Node Lookup:epidermis|TI|MM|1340^9^0;1194^9^0;437^9^0
41945700|*Pteridaceae|D029625|3892|MH|RtM via: Pteridaceae;RtM via: Lytoneuron lomariaceum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pteridaceae|TI|MM|343^11^0;81^11^0;301^22^0;39^22^0
41945700|Argentina|D001118|1231|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|389^9^0;157^9^0
41945700|*Spores|D013170|795|MH|RtM via: Plant spore;RtM via: Reproduction spores;Forced Non-Leaf Node Lookup:spores|TI|MM|214^6^0
41945700|*Environment|D004777|114|MH|RtM via: Para (geographic area)|TI|MM|384^4^0
41941392|Humans|D006801|56929540|CT|Forced Humans: university;Forced Humans: children|TI|MM;RC
41941392|Child|D002648|56929540|CT|Forced Leaf Node Lookup:children;CT Text Lookup: children|TI|MM;RC|429^8^0
41941392|Adolescent|D000293|56929540|CT|Forced Leaf Node Lookup:teenagers; Forced Age Group: teenagers|TI|MM|442^9^0;442^9^0
41941392|*Universities|D014495|2287534|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM;RC|165^10^0
41941392|*Ethnobotany|D019448|2280274|MH|RtM via: Ethnobotany;Forced Leaf Node Lookup:ethnobotany|TI|MM|236^11^0
41941392|*Botany|D001901|4032|MH|RtM via: Botany;Forced Non-Leaf Node Lookup:botany|TI|MM|291^6^0
41941392|*Learning|D007858|2196|MH|RtM via: Learning|TI|MM|262^8^0
41941392|*Knowledge|D019359|1962|MH|RtM via: Knowledge|TI|MM|327^9^0
41941392|*Smokers|D000074285|465|MH|RtM via: Smokes tobacco daily|TI|MM|358^8^0
41941203|Brazil|D001938|4376|MH|RtM via: Bahia (organism);RtM via: Brazil;Forced Leaf Node Lookup:bahia|TI|MM;RC|159^5^0;166^6^0
41941203|Bolivia|D001838|4166|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM;RC|101^7^0
41941203|*Environment|D004777|210|MH|RtM via: Bahia (geographic area)|TI|MM|159^5^0
41941203|Animal Distribution|D063147|103|MH|||RC
41941203|*Malvaceae|D019660|81|MH|RtM via: Ayenia;RtM via: Byttneria|TI|MM|113^6^0;21^9^0
41941266|Humans|D006801|37278589|CT|Forced Humans: man|TI|MM;RC
41941266|Male|D008297|37278589|CT|CT Text Lookup: man|TI|MM;RC|1561^3^0
41941266|*Arachis|D010367|4478553|MH|RtM via: Arachis hypogaea;Forced Leaf Node Lookup:arachis;Forced Leaf Node Lookup:peanut;checkForceMH Boosted|TI|MM|795^6^0;1378^7^0;840^7^0;597^7^0;43^7^0
41941266|origen|C009784|2984966|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|1550^6^0
41941266|*Leguminosae|D007887|1494074|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;RtM via: Peanuts - dietary;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM|852^11^0;55^11^0;795^6^0
41941266|*Azocines|D001392|2984965|HM|RtM via: origen|TI|MM|1550^6^0
41941266|*Biological Evolution|D005075|19647|MH|RtM via: Biological Evolution|TI|MM|649^12^0
41941266|*Referral and Consultation|D012017|681|MH|RtM via: Patient referral|TI|MM|177^8^0
41941266|*Environment|D004777|378|MH|RtM via: Para (geographic area)|TI|MM|1179^4^0
41941266|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1038^3^0
41941078|*Clay|D000077215|3863|MH|RtM via: clay;Forced Leaf Node Lookup:clay;checkForceMH Boosted|TI|MM|2037^4^0
41941078|*Soil|D012987|2515|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|2207^4^0;2029^4^0
41941078|*Temperature|D013696|2447|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|2484^11^0;1952^12^0
41941078|*Molybdenum|D008982|2186|MH|RtM via: molybdenum;Forced Leaf Node Lookup:molybdenum;checkForceMH Boosted|TI|MM|1807^10^0;1246^9^0
41941078|*Gossypium|D003368|1880|MH|Forced Leaf Node Lookup:cotton plant;checkForceMH Boosted|TI|MM|1834^12^0;2312^12^0
41941078|*Eating|D004435|2139|MH|RtM via: Adequate Daily Fluid Intake;RtM via: Adequate Daily Salt Intake|TI|MM|2248^8^0
41941078|*Environment|D004777|1359|MH|RtM via: Para (geographic area)|TI|MM|1420^4^0;529^4^0;305^4^0
41941078|*Diagnostic Tests, Routine|D003955|1170|MH|RtM via: Lysergic acid diethylamide measurement;RtM via: Phosphate measurement|TI|MM|2091^4^0;696^4^0
41941078|*Seeds|D012639|828|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|2525^5^0;2427^5^0;1860^5^0
41941078|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:ph||MM|509^2^0;2106^2^0
41941226|*Lichens|D008011|7141|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM|317^10^0;294^7^0
41941226|*Bambusa|D031723|2338|MH|RtM via: Bambusa;Forced Leaf Node Lookup:bambusas;checkForceMH Boosted|TI|MM|597^7^0
41941226|Argentina|D001118|836|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|559^9^0;226^9^0
41941226|*Ascomycete|D001203|2397|ET|Entry Term Replacement for "Ascomycota";RtM via: Trypetheliaceae;RtM via: Ascomycota (fungus);RtM via: Class Ascomycetes (fungus);RtM via: Polymeridium;RtM via: Bambusicola;Forced Non-Leaf Node Lookup:ascomycetes|TI|MM|660^15^0;442^15^0;274^15^0;77^15^0;819^11^0;460^10^0;328^10^0;766^12^0;398^12^0;372^12^0;33^12^0;411^11^0;46^11^0
41941226|*Pruritus|D011537|828|MH|RtM via: Lichen disease|TI|MM|317^10^0;294^7^0
41941226|*Eczema|D004485|732|MH|RtM via: Lichen disease|TI|MM|317^10^0;294^7^0
41941226|*Keratosis|D007642|447|MH|RtM via: Lichen disease|TI|MM|317^10^0;294^7^0
41941226|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|676^3^0
41946098|Humans|D006801|18484513|CT|Forced Humans: man|TI|MM;RC
41946098|*Arachis|D010367|2959729|MH|RtM via: Arachis hypogaea;Forced Leaf Node Lookup:arachis hypogaea;Forced Leaf Node Lookup:peanuts;checkForceMH Boosted|TI|MM|2107^16^0;1642^6^0;971^6^0;762^7^0;432^16^0;356^6^0;203^6^0;93^6^0;141^6^0;1703^6^0
41946098|Bolivia|D001838|1480418|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivian|TI|MM|3333^7^0;2472^7^0;2340^7^0;1765^7^0;775^7^0;692^7^0;21^7^0;347^8^0;1889^7^0;2042^7^0;3424^7^0
41946098|variacin|C099477|1479759|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|3359^8^0;3189^8^0;2372^8^0;1847^8^0
41946098|origen|C009784|1479753|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|1807^6^0
41946098|*Farmers|D000067565|740560|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|1756^7^0
41946098|Colorado|D003120|739837|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|2532^8^0;818^8^0
41946098|*Bacteriocins|D001430|1479758|HM|RtM via: variacin|TI|MM|3359^8^0;3189^8^0;2372^8^0;1847^8^0
41946098|*Azocines|D001392|1479752|HM|RtM via: origen|TI|MM|1807^6^0
41946098|Brazil|D001938|3921|MH|RtM via: Amazonas|TI|MM;RC|2924^8^0
41946098|*Hispanic Americans|D006630|651|MH|RtM via: bolivian|TI|MM|347^8^0
41946098|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2410^3^0;2770^3^0;2862^3^0;3080^3^0;3306^3^0
41941383|*Malvaceae|D019660|93|MH|RtM via: Malvastrum|TI|MM|40^10^0
41941336|Bolivia|D001838|1093|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM;RC|446^7^0;340^7^0;214^7^0;109^7^0
41941336|*Scrophulariaceae|D028083|736|MH|RtM via: Scrophulariaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:scrophulariaceae|TI|MM|319^16^0;88^16^0
41941336|*Stemodia|D000068377|613|ET|Entry Term Replacement for "Plantaginaceae";RtM via: Stemodia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:stemodia|TI|MM|281^8^0;50^8^0
41941336|*Environment|D004777|186|MH|RtM via: Para (geographic area)|TI|MM|402^4^0
41941157|*Fabaceae|D007887|19785|MH|RtM via: Aeschynomene;RtM via: Chaetocalyx;RtM via: Discolobium;RtM via: Hedysareae;RtM via: Poiretia;RtM via: Stylosanthes;RtM via: Zornia|TI|MM;RC|316^12^0;168^12^0;182^11^0;195^11^0;63^10^0;208^8^0;330^12^0;218^6^0
41941157|Symbiosis|D013559|485|MH|||RC
41941157|*Chromosomes|D002875|318|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|21^18^0
41941287|Brazil|D001938|3791|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|1064^6^0;423^6^0
41941287|*Microscopy, Electron, Scanning|D008855|554|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM|491^28^0
41941287|*Biological Phenomena|D001686|441|MH|RtM via: Tissue Growth|TI|MM|415^4^0
41941287|*Microsurgery|D008866|351|MH|RtM via: Hook|TI|MM|1007^4^0;294^4^0
41941287|*Histological Techniques|D006652|123|MH|RtM via: Sectioning technique|TI|MM|146^7^0;75^7^0
41941287|*Pollen|D011058|57|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM|565^6^0;431^13^0;653^6^0
43574279|United States|D014481|2332|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|453^8^0;424^8^0;280^8^0
43574279|Mexico|D008800|1332|MH|RtM via: Mexico;RtM via: Mexican;Forced Leaf Node Lookup:mexico|TI|MM;RC|84^6^0;201^7^0
43574279|*Sterculiaceae|D019660|1149|ET|Entry Term Replacement for "Malvaceae";RtM via: Malvaceae;RtM via: Helicteres;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sterculiaceae|TI|MM|54^13^0;481^10^0;36^10^0
43574279|origen|C009784|406|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|470^6^0
43574279|*Malvales|D000077142|777|MH|RtM via: Family Sterculiaceae|TI|MM|54^13^0
43574279|*Environment|D004777|609|MH|RtM via: Sinaloa|TI|MM|75^7^0
43574279|*Azocines|D001392|405|HM|RtM via: origen|TI|MM|470^6^0
43574279|*Chromosomes|D002875|273|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM;RC|125^17^0
41941178|*Arachis|D010367|10506|MH|RtM via: Arachis;Forced Leaf Node Lookup:arachis;checkForceMH Boosted|TI|MM;RC|1005^7^0;736^7^0;626^7^0;554^7^0;93^7^0
41941178|*Karyotype|D059785|10287|MH|RtM via: Karyotype (cell structure);Forced Non-Leaf Node Lookup:karyotypes|TI|MM;RC|1067^10^0;771^9^0;178^10^0;894^9^0
41941178|*Karyotyping|D007621|6483|MH|RtM via: Karyotype determination procedure|TI|MM;RC|1067^10^0;771^9^0;178^10^0
41941095|*Cyclophosphamide|D003520|435|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|299^4^0
41941095|*Cisplatin|D002945|336|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|299^4^0
41941095|*Doxorubicin|D004317|237|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|299^4^0
41941377|*Sporangia|D058432|4406|MH|RtM via: Sporangia;Forced Leaf Node Lookup:sporangia|TI|MM|1253^9^0
41941377|*Rhizome|D027343|878|MH|RtM via: Rhizome;Forced Leaf Node Lookup:rhizomes|TI|MM|1456^7^0;1064^7^0
41941377|*Infertility|D007246|1704|MH|RtM via: Infertility|TI|MM|1337^7^0
41941377|*Fertility|D005298|1161|MH|RtM via: Fertility|TI|MM|1305^7^0;1204^7^0
41941377|*Spores|D013170|765|MH|RtM via: Plant spore;RtM via: Reproduction spores;Forced Non-Leaf Node Lookup:spores|TI|MM|1297^6^0
41941377|*Musculoskeletal Abnormalities|D009139|573|MH|RtM via: Narrow face|TI|MM|1362^8^0
41941377|*Plant Leaves|D018515|123|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1127^6^0
41941377|Plants|D010944|1000|MH|Forced Non-Leaf Node Lookup:herbaceous||MM|1139^10^0
41941377|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|502^3^0;669^3^0;721^3^0
41941156|*Diploidy|D004171|30527|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM;RC|1097^7^0;991^7^0;397^7^0;242^7^0
41941156|*Tetraploidy|D057891|28210|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM;RC|1199^10^0;1013^11^0;521^11^0;378^10^0
41941156|*Metaphase|D008677|26447|MH|RtM via: Metaphase;RtM via: Mitotic Metaphase;Forced Leaf Node Lookup:metaphase|TI|MM;RC|1464^9^0
41941156|*Triploidy|D057885|21647|MH|RtM via: Triploidy syndrome;Forced Leaf Node Lookup:triploids|TI|MM;RC|1445^8^0;1040^8^0;309^8^0
41941156|*Turnera|D029647|17947|MH|RtM via: Turnera subulata;Forced Leaf Node Lookup:turnera;checkForceMH Boosted|TI|MM;RC|1635^16^0;275^16^0;21^16^0
41941156|Bolivia|D001838|7691|MH|RtM via: Bolivia;Forced Leaf Node Lookup:bolivia|TI|MM|76^7^0
41941156|Indonesia|D007214|7487|MH|RtM via: Indonesia;Forced Leaf Node Lookup:indonesia|TI|MM|169^9^0
41941156|*Meiosis|D008540|17250|MH|RtM via: Meiosis;Forced Non-Leaf Node Lookup:meiosis|TI|MM;RC|1167^7^0
41941156|*Pollen|D011058|16695|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|1364^3^0;1141^6^0;958^6^0;714^6^0;190^6^0
41941156|*Chromosome|D002875|12201|ET|Entry Term Replacement for "Chromosomes";RtM via: Meiotic chromosome;RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosome|TI|MM;RC|1050^18^0;1398^10^0;1264^10^0;1058^10^0
41941156|*Fertility|D005298|1443|MH|RtM via: Fertility;Forced Non-Leaf Node Lookup:fertility|TI|MM;RC|965^9^0
41941156|*Mother Cell|D013234|81|ET|Entry Term Replacement for "Stem Cells";RtM via: Stem cells;Forced Non-Leaf Node Lookup:mother cell|TI|MM|1364^3^0;1148^11^0
41941156|Asia|D001208|1839|MH|RtM via: Asia|TI|MM|106^4^0
41941156|Brazil|D001938|1311|MH|RtM via: Brazil|TI|MM|472^6^0;297^6^0
41941156|India|D007194|921|MH|RtM via: India|TI|MM|489^5^0;150^5^0
41941316|relacin|C580565|963|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|544^7^0
41941316|Argentina|D001118|940|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|613^9^0;294^9^0
41941316|*Mushroom|D000363|910|ET|Entry Term Replacement for "Agaricales";RtM via: Agaricales;RtM via: Mushroom - dietary;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mushrooms|TI|MM|160^8^0
41941316|Lentinus velutinus|C000677243|368|NM|Forced New Lookup:lentinus velutinus|TI|MM|169^18^0;518^18^0
41941316|*Regression Analysis|D012044|1182|MH|RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analysis|TI|MM|23^19^0
41941316|*Dipeptides|D004151|962|HM|RtM via: relacin|TI|MM|544^7^0
41941316|*Deoxyguanosine|D003849|532|HM|RtM via: relacin|TI|MM|544^7^0
41941316|*Lentinula|D020074|375|MH|RtM via: Lentinus velutinus|TI|MM|518^18^0;169^18^0
41941188|*Myrtaceae|D027822|9300|MH|RtM via: Myrtaceae;RtM via: Calyptranthes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtaceae|TI|MM;RC|55^9^0;215^13^0;21^13^0
41941188|Argentina|D001118|549|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|101^9^0
41941188|Animal Distribution|D063147|21|MH|||RC
41941104|*Sunlight|D013472|3129|MH|RtM via: Sunlight;Forced Leaf Node Lookup:sunlight|TI|MM|2001^8^0
41941104|*Lactose|D007785|2940|MH|RtM via: lactose;Forced Leaf Node Lookup:lactose;checkForceMH Boosted|TI|MM|1861^7^0
41941104|*Manihot|D002365|2688|MH|RtM via: Manihot esculenta;Forced Leaf Node Lookup:manihot esculentas;checkForceMH Boosted|TI|MM|1649^17^0
41941104|origen|C009784|1873|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|1396^6^0
41941104|*Sucrose|D013395|1761|MH|RtM via: sucrose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sucrose|TI|MM|1835^7^0;315^8^0;126^8^0;1925^7^0
41941104|*Temperature|D013696|1635|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|2192^11^0
41941104|*Darkness|D003624|1386|MH|RtM via: Darkness;Forced Leaf Node Lookup:darkness|TI|MM|2110^8^0
41941104|*Glucose|D005947|1203|MH|RtM via: glucose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glucose|TI|MM|1846^7^0;148^7^0
41941104|*E-600|D010261|918|ET|Entry Term Replacement for "Paraoxon";RtM via: E-600;checkForceMH Boosted|TI|MM|2139^1^1;2142^3^1
41941104|*Azocines|D001392|1872|HM|RtM via: origen|TI|MM|1396^6^0
41941104|*Biological Phenomena|D001686|762|MH|RtM via: Tissue Growth|TI|MM|2455^7^0;2492^6^0;2313^4^0;1632^7^0
41941104|*Culture Media|D003470|744|MH|RtM via: Culture Media|TI|MM|1784^6^0
41941104|*Gastrointestinal Agents|D005765|654|MH|RtM via: Cathartic laxatives|TI|MM|1994^5^0
41941185|Animals|D000818|3174|CT|Ranidae;CT Treecode Lookup: B01.050.150.900.090 (Ranidae);Odonata;CT Treecode Lookup: B01.050.500.131 (Odonata)||MM;RC
41941185|Argentina|D001118|2174|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|84^9^0
41941185|Paraguay|D010239|2087|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM;RC|99^8^0
41941185|*Ranidae|D011898|201|MH|RtM via: Rugosa|TI|MM|54^6^0
41941185|*Odonata|D063191|198|MH|RtM via: Aphylla (insect)|TI|MM|162^7^0
41941185|*Cyperaceae|D029785|174|MH|RtM via: Bulbostylis|TI|MM|38^11^0
41941124|Male|D008297|5169|CT|CT Text Lookup: he|TI|MM;RC|138^2^0
41941124|*Paspalum|D031781|4169|MH|RtM via: Paspalum;Forced Leaf Node Lookup:paspalums;checkForceMH Boosted|TI|MM;RC|550^8^0;71^8^0
41941124|*Diploidy|D004171|4119|MH|RtM via: Diploid Cell|TI|MM;RC|308^7^0
41941124|*Chromosomes|D002875|2961|MH|RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosomes|TI|MM;RC|453^11^0;316^11^0
41941298|Animals|D000818|2457|CT|Cladocera;CT Treecode Lookup: B01.050.500.131 (Cladocera)||MM;RC
41941298|Argentina|D001118|1457|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|475^9^0;231^9^0
41941298|Paraguay|D010239|767|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|502^8^0;259^8^0
41941298|*Environment|D004777|153|MH|RtM via: Para (geographic area)|TI|MM|470^4^0
41941298|*Name|D009275|60|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|148^4^0
41941298|*Cladocera|D033361|45|MH|RtM via: Sida <Cladocera>|TI|MM|302^4^0;37^4^0
41941238|Animals|D000818|12277|CT|Hoof and Claw;CT Treecode Lookup: A13.491 (Hoof and Claw)||MM;RC
41941238|Female|D005260|12277|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary)||MM
41941238|United States|D014481|12277|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|4974^8^0;5116^8^0;1403^8^0;767^8^0;718^8^0;553^8^0;427^8^0
41941238|*Nectars|D057048|9743|ET|Entry Term Replacement for "Plant Nectar";RtM via: Plant Nectar;checkForceMH Boosted|TI|MM|4312^9^0
41941238|*Inflorescence|D056626|6206|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|2290^14^0
41941238|*Helicteres|D019660|5744|ET|Entry Term Replacement for "Malvaceae";RtM via: Helicteres;RtM via: Malvaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sterculiaceae|TI|MM|4795^10^0;4194^10^0;1694^10^0;163^10^0;21^10^0;46^13^0;4276^10^0
41941238|*Fruit|D005638|4889|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|4649^6^0;4441^6^0;3567^6^0;3635^6^0
41941238|Argentina|D001118|4208|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|1185^9^0
41941238|Colombia|D003105|4208|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM|898^8^0
41941238|Paraguay|D010239|4208|MH|RtM via: Paraguay;Forced Leaf Node Lookup:paraguay|TI|MM|1199^8^0
41941238|Venezuela|D014687|4208|MH|RtM via: Venezuela;Forced Leaf Node Lookup:venezuela|TI|MM|911^9^0
41941238|Brazil|D001938|3764|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|1096^6^0
41941238|*Ovary|D010053|2891|MH|RtM via: Both ovaries;RtM via: Ovary;Forced Leaf Node Lookup:ovary|TI|MM|2951^5^0;2735^5^0
41941238|Mexico|D008800|2807|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|1165^6^0;841^6^0
41941238|*Appendix|D001065|2561|MH|RtM via: Appendix;Forced Leaf Node Lookup:appendix|TI|MM|1787^8^0
