43739795|Humans|D006801|43327867|CT|Forced Humans: people|TI|MM;RC
24309829|*Biodiversity|D044822|2685|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|3172^3^0;2741^3^0;1938^3^0;1476^3^0;747^3^0;356^12^0
24310764|*Lactobacillus rhamnosus|D052201|36068|MH|RtM via: Culturelle;Forced Leaf Node Lookup:culturelle;checkForceMH Boosted|TI|MM|1995^10^0
24310764|*Industrial Development|D000067896|20209|MH|RtM via: Industrialization;RtM via: Industrial Development;Forced Leaf Node Lookup:industrial developments|TI|MM|1046^17^0;654^22^0
24310764|China|D002681|19075|MH|RtM via: China;Forced Leaf Node Lookup:chinese|TI|MM|3896^6^0;2652^5^0;84^5^0;98^7^0;1193^7^0
24310764|Intestinal Volvulus|D045822|149831|MH|||RC
24310764|Colon, Transverse|D044684|89125|MH|||RC
24310764|*Policies|D057766|1248|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|1208^8^0;906^8^0;287^8^0;119^8^0
24310764|*Government|D006076|1038|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|276^10^0;106^10^0
24310764|*Forests|D065928|276|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forestlands;Forced Non-Leaf Node Lookup:forests|TI|MM|1201^6^0;940^7^0;485^10^0;54^7^0;151^7^0
43739455|Humans|D006801|29115442|CT|Forced Humans: families;Forced Humans: people|TI|MM;RC
43739455|*Vegetables|D014675|2335301|MH|RtM via: Vegetables;Forced Leaf Node Lookup:vegetables;checkForceMH Boosted|TI|MM|610^9^0
43739455|*Fruit|D005638|2333726|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1739^6^0;600^5^0
43739455|*Indican|D007200|2331656|MH|RtM via: Indican;Forced Leaf Node Lookup:indican;checkForceMH Boosted|TI|MM|3215^7^0
43739455|*Farmers|D000067565|1166866|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|1035^7^0
43739455|*Acquired Immunodeficiency Syndrome|D000163|1166527|MH|RtM via: Acquired Immunodeficiency Syndrome;Forced Leaf Node Lookup:aids|TI|MM|921^3^1;927^4^1;256^3^1;262^4^1
43739455|*Domestication|D000071278|1166167|MH|RtM via: Domestication;Forced Leaf Node Lookup:domestication|TI|MM|1137^13^0;93^13^0
43739455|*Pandemics|D058873|1166035|MH|RtM via: Pandemics;Forced Leaf Node Lookup:pandemics|TI|MM|2469^8^0;267^8^0
43739455|*Food Security|D000082302|1165828|MH|RtM via: Food Security;Forced New Lookup:food security|TI|MM|492^13^0
43739455|*Goals|D006040|1165828|MH|Forced Leaf Node Lookup:goals|TI|MM|354^5^0
43739455|*Natural Resources|D000067936|1884|MH|RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|531^17^0
43739455|*Forest|D065928|1590|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|72^6^0
43739455|*Viruses, Unclassified|D014713|1530|MH|RtM via: AS virus|TI|MM|1580^5^0
43739455|*Biodiversity|D044822|1038|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|646^12^0
43739455|Socioeconomic Factors|D012959|1000|MH|Forced Non-Leaf Node Lookup:socioeconomic||MM|202^13^0
43739782|Basant|C546128|553|NM|RtM via: Basant;Forced SCR Leaf Node Lookup:basant|TI|MM|1008^6^0
43739782|*Conservation of Natural Resources|D003247|225|MH|Forced Leaf Node Lookup:deforestation|TI|MM|106^13^0;858^13^0;144^4^0;202^4^0;903^4^0;974^4^0;1721^4^0;1812^4^0
43739782|*Developing Countries|D003906|225|MH|Forced Leaf Node Lookup:developing countries|TI|MM|532^20^0
43739782|*Motivation|D009042|225|MH|Forced Leaf Node Lookup:expectations|TI|MM|580^12^0
43739782|*Climate|D002980|591|MH|RtM via: Climate|TI|MM|168^7^0
43739782|*Plant Preparations|D028321|552|HM|RtM via: Basant|TI|MM|1008^6^0
43739782|*Dissent and Disputes|D034462|420|MH|RtM via: Disputes|TI|MM|564^6^0
43739782|*Funds|D005376|606|ET|Entry Term Replacement for "Financial Management";RtM via: Funds;Forced Non-Leaf Node Lookup:funds|TI|MM|316^5^0
43739782|*Forest|D065928|204|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1812^4^0;1721^4^0;974^4^0;903^4^0;202^4^0;124^6^0
43739827|variacin|C099477|1154|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|2267^8^0
43739827|*Biological Phenomena|D001686|3396|MH|RtM via: Tissue Growth|TI|MM|885^6^0
43739827|*Physiological Phenomena|D010829|2409|MH|RtM via: biologic consumption|TI|MM|812^11^0;247^11^0;102^11^0
43739827|*Bacteriocins|D001430|1153|HM|RtM via: variacin|TI|MM|2267^8^0
43739827|*Income|D007182|552|MH|RtM via: Income|TI|MM|992^6^0
43739827|*Printing, Three-Dimensional|D066330|249|MH|RtM via: Printing;Forced Non-Leaf Node Lookup:printing|TI|MM|754^8^0
43739827|*Forest|D065928|117|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|827^6^0;590^6^0;342^6^0;183^6^0
43739827|Writing|D014956|1000|MH|Forced Non-Leaf Node Lookup:writing||MM|767^7^0
43739608|*Quince|D027824|1703|ET|Entry Term Replacement for "Rosaceae";RtM via: Quince (plant);checkForceMH Boosted;Forced Non-Leaf Node Lookup:quinces|TI|MM|2069^6^0
43739608|British Columbia|D001955|1640|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|137^16^0
43739608|*Wood|D014934|869|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|117^4^0
43739608|chemotactic factor inactivator|C010073|765|NM|Forced SCR Leaf Node Lookup:cfi|TI|MM|81^3^0;585^3^0;658^3^0;1011^3^0;1564^3^0;1639^3^0
43739608|*Biological Phenomena|D001686|2169|MH|RtM via: Tissue Growth;RtM via: cellular entity retention|TI|MM|390^6^0;453^9^0
43739608|*Monitoring, Physiologic|D008991|516|MH|RtM via: Patient Monitoring|TI|MM|808^7^0
43739608|*Goals|D006040|480|MH|RtM via: Clinical Trial Objective|TI|MM|729^9^0
43739608|*License|D008004|456|ET|Entry Term Replacement for "Licensure";RtM via: License|TI|MM|1050^7^0;126^7^0
43739608|Computers|D003201|1000|MH|Forced Non-Leaf Node Lookup:computers||MM|360^8^0
43739297|*Language|D007802|8809|MH|RtM via: Languages;RtM via: Danish language;Forced Leaf Node Lookup:languages|TI|MM;RC|274^8^0;2524^4^0;2252^4^0;1798^4^0;1419^4^0
43739297|*Uncertainty|D035501|2743|MH|RtM via: Uncertainty;Forced Leaf Node Lookup:uncertainty|TI|MM|1158^11^0
43739297|Basant|C546128|1965|NM|RtM via: Basant;Forced SCR Leaf Node Lookup:basant|TI|MM|2364^6^0
43739297|*Bayes Theorem|D001499|1802|MH|Forced Lookup:bayesian;Forced Leaf Node Lookup:approach, bayesian|TI|MM|392^8^0;498^8^0;767^8^0;1070^8^0;488^18^0
43739297|*Communication|D003142|2277|MH|RtM via: Communication;Forced Non-Leaf Node Lookup:communication|TI|MM|1427^13^0;33^13^0;1175^13^0
43739297|*Plant Preparations|D028321|1964|HM|RtM via: Basant|TI|MM|2364^6^0
43739297|*Probability|D011336|1815|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|541^11^0
43739297|*Judgment|D007600|1506|MH|RtM via: Judgment|TI|MM|942^9^0
43739297|*Forest|D065928|135|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|746^6^0;438^6^0
43739297|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3351^3^0
42609193|*Eucalyptus|D005052|892|MH|Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM|1578^10^0
42609193|*Rotation|D012399|482|MH|RtM via: Musculoskeletal rotation;Forced Leaf Node Lookup:rotation|TI|MM|1590^8^0;627^8^0
42609193|*Government|D006076|2913|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|196^10^0
42609193|*Industry|D007221|675|MH|RtM via: Industry|TI|MM|211^8^0
42609193|*Dramas|D004324|528|ET|Entry Term Replacement for "Drama";RtM via: Drama|TI|MM|82^12^0
42609193|*Diagnostic Tests, Routine|D003955|261|MH|RtM via: DNA Fragmentation Index|TI|MM|1713^4^0
42609193|Australia|D001315|3|MH|RtM via: Australia|TI|MM|223^9^0;58^9^0
24310768|Basant|C546128|16264|NM|RtM via: Basant;Forced SCR Leaf Node Lookup:basant|TI|MM|2025^6^0
24310768|*Forestry|D016468|9585|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|945^8^0
24310768|Bangladesh|D001459|7782|MH|RtM via: Bangladesh;Forced Leaf Node Lookup:bangladesh|TI|MM|2904^10^0;2544^10^0;352^10^0;80^10^0
24310768|*Conservation of Natural Resources|D003247|7782|MH|Forced Leaf Node Lookup:deforestation|TI|MM|151^13^0;666^19^0
24310768|Hypoxia-Ischemia, Brain|D020925|41147|MH|||RC
24310768|*Plant Preparations|D028321|16263|HM|RtM via: Basant|TI|MM|2025^6^0
24310768|*Policies|D057766|1347|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|447^8^0
24310768|*Government|D006076|957|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|1087^10^0;727^10^0;472^10^0;91^10^0
24310768|*Forests|D065928|468|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1041^6^0;843^7^0;666^6^0;420^6^0;235^7^0;1080^6^0
24310768|*Longitudinal Studies|D008137|909|MH|RtM via: Continuous|TI|MM|2095^12^0;802^12^0
43740255|South Africa|D013019|4249|MH|RtM via: South Africa;Forced Leaf Node Lookup:south africa|TI|MM|21^12^0
43740255|*Hydrology|D062070|2684|MH|RtM via: Hydrology;Forced Leaf Node Lookup:hydrologies;Forced Leaf Node Lookup:hydrology|TI|MM|570^9^0;1360^10^0
43740255|*Forestry|D016468|2647|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|519^8^0;295^8^0;137^8^0;360^8^0;447^8^0
43740255|*Rivers|D045483|787|MH|RtM via: Streams;Forced Leaf Node Lookup:streams|TI|MM|894^6^0
43740255|*Water|D014867|727|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|2068^4^0;1821^4^0;1622^4^0;1522^4^0;999^5^0;458^5^0;281^5^0;148^5^0;126^5^0;39^5^0
43740255|*Forest|D065928|660|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|563^6^0
43740255|*Industry|D007221|486|MH|RtM via: Industry|TI|MM|528^8^0
43740255|*Physical Phenomena|D055585|324|MH|RtM via: Flow|TI|MM|901^4^0
43740255|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1133^3^0
42609315|*Leadership|D007857|791|MH|RtM via: Leadership;Forced Leaf Node Lookup:leadership|TI|MM|1548^10^0;480^10^0
42609315|*Dihydroergotamine|D004087|700|MH|Forced Leaf Node Lookup:agit;checkForceMH Boosted|TI|MM|1171^4^0
42609315|*Forestry|D016468|479|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|920^8^0;787^8^0;726^8^0;809^8^0;1042^8^0
42609315|*Causality|D015984|909|MH|RtM via: Etiology|TI|MM|1396^6^0
42609315|*Public Policy|D011640|660|MH|RtM via: foreign policy|TI|MM|906^13^1;929^6^1
42609315|*Interpersonal Relations|D007398|552|MH|RtM via: Rapport|TI|MM|2019^7^0
42609315|*Orientation, Spatial|D000072458|507|MH|RtM via: Orientation (spatial)|TI|MM|1634^11^0;543^11^0
42609315|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2550^3^0;2609^3^0;3262^3^0
43740265|Humans|D006801|50510056|CT|Forced Humans: people|TI|MM;RC
43740265|*Motivation|D009042|2045860|MH|RtM via: Motivation;RtM via: Act Mood - Goal;Forced Leaf Node Lookup:motivations|TI|MM|2115^11^0;1185^7^0;699^7^0;622^4^0
43740265|*Public Opinion|D011639|2023906|MH|RtM via: Interest Groups;Forced Leaf Node Lookup:interest groups|TI|MM|189^15^0
43740265|*Forestry|D016468|2022250|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|1226^8^0;849^8^0;752^8^0;577^8^0;337^8^0;233^8^0;106^8^0;819^8^0;990^8^0
43740265|Congo|D003223|2022067|MH|RtM via: Congo;Forced Leaf Node Lookup:congo|TI|MM|3656^5^0;2076^5^0;657^5^0
43740265|*Goals|D006040|2022067|MH|Forced Leaf Node Lookup:goal|TI|MM|622^4^0
43740265|*Politics|D011057|1356|MH|RtM via: Politics;Forced Non-Leaf Node Lookup:politics|TI|MM|1076^8^0
43740265|*Dissent and Disputes|D034462|1320|MH|RtM via: Disputes|TI|MM|500^6^0;222^5^0
43740265|*Dangerousness|D003617|918|ET|Entry Term Replacement for "Dangerous Behavior";RtM via: Dangerousness|TI|MM|612^9^0
43740265|*Biological Phenomena|D001686|807|MH|RtM via: Tissue Growth|TI|MM|877^5^0
43740265|*Attitudes|D001290|2322|ET|Entry Term Replacement for "Attitude";RtM via: Attitude;Forced Non-Leaf Node Lookup:attitudes|TI|MM|371^9^0
43740265|Perception|D010465|1000|MH|Forced Non-Leaf Node Lookup:perception||MM|627^10^0;1991^10^0
43740265|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3229^3^0
43739641|*State Government|D013219|1698|MH|RtM via: State Government;Forced Leaf Node Lookup:state governments|TI|MM|277^16^0
43739641|Victoria|D014739|1017|MH|RtM via: Victoria Austrailia;Forced Leaf Node Lookup:victoria|TI|MM|3234^8^0;3006^8^0;2646^8^0;2383^8^0;1971^8^0;1761^8^0;1419^8^0;1187^8^0;598^8^0;257^8^0;34^8^0;654^8^0;744^8^0;761^8^0;1821^8^0;1895^8^0;1938^8^0;3076^8^0;3151^8^0;3211^8^0
43739641|*Eucalyptus|D005052|852|MH|Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM|1303^10^0
43739641|*Government|D006076|1824|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|1050^10^0;837^10^0
43739641|*Policy Developments|D011050|1086|ET|Entry Term Replacement for "Policy Making";RtM via: Policy Development;Forced Non-Leaf Node Lookup:policy developments|TI|MM|234^19^0
43739641|*Policy|D057766|1005|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|487^6^0;426^6^0;887^6^0
43739641|*Forests|D065928|69|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1099^6^0;723^6^0;577^6^0;785^7^0;671^7^0;332^6^0;96^6^0;153^6^0
43739699|Humans|D006801|12858055|CT|Forced Humans: people|TI|MM;RC
43739699|Female|D005260|12858055|CT|Forced Animals Lookup:mares|TI|MM;RC|1583^5^0
43739699|Horses|D006736|12858055|CT|RtM via: Female adult horse (organism);Forced Animals Lookup:mares|TI|MM|1583^5^0
43739699|Animals|D000818|12858055|CT|Forced Animals Lookup:mares|TI|MM|1583^5^0
43739699|*Tsunamis|D057192|1030658|MH|RtM via: Tsunamis;Forced Leaf Node Lookup:tsunamis|TI|MM|2949^8^0;318^7^0
43739699|*Ecosystem|D017753|517198|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM|1122^9^0;200^9^0
43739699|Bangladesh|D001459|516253|MH|RtM via: Bangladesh;Forced Leaf Node Lookup:bangladesh|TI|MM|2722^10^0;1308^10^0;65^10^0
43739699|Sri Lanka|D013188|515974|MH|RtM via: Sri Lanka;Forced Leaf Node Lookup:sri lanka|TI|MM|2742^9^0;1330^9^0;87^9^0
43739699|*Cyclonic Storms|D055867|515620|MH|RtM via: Cyclonic Storms;Forced Leaf Node Lookup:cyclones|TI|MM|1596^8^0;339^8^0
43739699|*Water|D014867|515320|MH|RtM via: water;checkForceMH Boosted|TI|MM|902^5^0
43739699|India|D007194|2709|MH|RtM via: Indian subcontinent country;Forced Non-Leaf Node Lookup:india|TI|MM|34^21^0;2734^5^0;77^5^0
43739699|*Forests|D065928|2262|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1167^6^0;750^7^0;470^6^0
43739699|*Biodiversity|D044822|1845|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|798^12^0;150^12^0
43739699|*City Planning|D002958|1785|MH|RtM via: zoning|TI|MM|825^6^0
43739699|Water Supply|D014881|1000|MH|Forced Non-Leaf Node Lookup:water infrastructure||MM|902^20^0
43739699|Socioeconomic Factors|D012959|1000|MH|Forced Non-Leaf Node Lookup:socio-economic||MM|513^14^0
43739699|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2752^3^0
43740346|Animals|D000818|2368|CT|CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|800^7^0
43740346|*Natural Resources|D000067936|1368|MH|RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|411^17^0
43740346|*Policies|D057766|774|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|380^8^0
43740346|*Interpersonal Relations|D007398|525|MH|RtM via: Rapport|TI|MM|1268^7^0
43740346|*Forests|D065928|87|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|726^6^0;581^6^0;225^6^0;277^6^0;313^7^0;65^6^0;143^6^0
43739458|Humans|D006801|23737525|CT|Forced Humans: clients|TI|MM;RC
43739458|*Goals|D006040|949948|MH|Forced Leaf Node Lookup:goals|TI|MM|111^5^0
43739458|*Aggression|D000374|1620|MH|RtM via: Butting;RtM via: Aggressive behavior|TI|MM|1244^4^0;1375^10^0;165^12^0
43739458|*Learning|D007858|1557|MH|RtM via: Learning|TI|MM|512^7^0
43739458|*Policy|D057766|1314|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|768^6^0
43739458|*Certification|D002568|240|MH|RtM via: Certification;Forced Non-Leaf Node Lookup:certifications|TI|MM|2456^13^0;2259^13^0;2184^13^0;1968^13^0;1847^13^0;1516^13^0;1389^13^0;1198^13^0;1129^10^0;924^13^0;877^13^0;650^13^0;567^13^0;315^13^0;198^13^0;48^13^0;422^13^0
43739458|*Forests|D065928|84|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|619^6^0;264^6^0;458^7^0;41^6^0;345^6^0
24310705|Humans|D006801|1000|CT|Forced Humans:D Farmers||MM
24310705|*Farmers|D000067565|12815|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|557^7^0
24310705|*Food Security|D000082302|11444|MH|RtM via: Food Security;Forced New Lookup:food security|TI|MM|908^13^0;694^13^0
24310705|Monocytes|D009000|65450|MH|||RC
24310705|Atherosclerosis|D050197|28299|MH|||RC
24310705|*Leukocyte Count|D007958|13113|MH|RtM via: Granulocyte count|TI|MM|2855^4^0;2319^4^0
24310705|*Forests|D065928|2367|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|789^7^0
24310705|*Biodiversity|D044822|1410|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|376^12^0;106^12^0;37^12^0;266^12^0
24310705|*Agriculture|D000383|1146|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|474^12^0;144^11^0;21^11^0;1011^11^0;1155^11^0;1572^11^0
24310705|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3012^3^0;3081^3^0
43740160|*Sustainable Development|D000076502|1315|MH|RtM via: Sustainable Development;Forced Leaf Node Lookup:sustainable development|TI|MM|721^23^0
43740160|*Dietary Fiber|D004043|1449|MH|RtM via: Dietary Fiber|TI|MM|1133^5^0;353^5^0
43740160|*Policies|D057766|1092|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|745^8^0
43740160|China|D002681|834|MH|RtM via: China;Forced Non-Leaf Node Lookup:china|TI|MM|2197^5^0;1681^5^0;21^5^0;470^5^0
43740160|*Industry|D007221|591|MH|RtM via: Industry|TI|MM|246^10^0
43740160|*Forest|D065928|135|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|449^6^0;212^6^0;29^6^0
43740250|Pregnancy|D011247|2776|CT|Forced Non-Leaf Node Lookup:gestation||MM|228^9^0;965^9^0
43740250|Humans|D006801|1000|CT|Forced Treecode Turn Back On: G08.686.784.769 (Pregnancy)||MM
43740250|Female|D005260|1000|CT|Forced Female Turn Back On Pregnancy Found||MM|228^9^0
43740250|*Economic Development|D057217|1776|MH|RtM via: Economic Development;Forced Leaf Node Lookup:economic development|TI|MM|506^20^0
43740250|*Forests|D065928|1191|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|583^6^0;301^7^0;68^7^0;136^7^0
43740250|*Biodiversity|D044822|723|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|438^12^0
43740250|Africa, Central|D000350|405|MH|RtM via: Africa, Central;Forced Non-Leaf Node Lookup:central africa|TI|MM|604^14^0;34^14^0
24310710|Humans|D006801|90816|CT|Holistic Nursing;CT Treecode Lookup: N02.421.533 (Holistic Nursing)||RC
24310710|*Fruit|D005638|23296|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1737^6^0;1056^6^0;621^6^0;416^5^0;62^6^0
24310710|*Trees|D014197|22357|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|422^5^0
24310710|*Farmers|D000067565|12848|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|601^7^0
24310710|*Domestication|D000071278|11366|MH|RtM via: Domestication;Forced Leaf Node Lookup:domestication|TI|MM|1603^13^0;523^13^0
24310710|Therapeutic Touch|D019124|89816|MH|||RC
24310710|Holistic Nursing|D018939|41958|MH|||RC
24310710|*Diets|D004032|2571|ET|Entry Term Replacement for "Diet";RtM via: Diet;Forced Non-Leaf Node Lookup:diets|TI|MM|173^5^0
24310710|Africa South of the Sahara|D017954|1000|MH|Forced Non-Leaf Node Lookup:sub-saharan africa||MM|73^18^0
24310710|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2916^3^0
24310710|Sahara|D000352|0|ET|Entry Term Replacement for "Africa, Northern";RtM via: Sahara|TI|MM|77^7^0
43739457|*Cost-Benefit Analysis|D003362|1213|MH|RtM via: Cost Effectiveness;Forced Leaf Node Lookup:cost-effective|TI|MM|802^14^0
43739457|*Organizations|D009938|1293|MH|RtM via: Organization:ID:Pt:Personnel:Nom|TI|MM|1705^9^0;635^9^0
43739457|*Research Design|D012107|693|MH|RtM via: Chemical extraction|TI|MM|477^10^0
43739457|*Central Nervous System Stimulants|D000697|648|MH|RtM via: Central Nervous System Stimulants|TI|MM|821^9^0
43739457|*Documentation|D004282|414|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|1364^13^0;381^13^0
43739457|*Forest|D065928|90|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|892^4^0;928^6^0;606^4^0;491^4^0;173^6^0;209^6^0
24310497|Animals|D000818|151609|CT|Beetles;CT Treecode Lookup: B01.050.500.131 (Beetles)||MM;RC
24310497|*Beetles|D001517|23548|ET|Entry Term Replacement for "Coleoptera";RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|302^6^0;53^7^0
