10.2307/2395210|Animals|D000818|8867|CT|Spiders;CT Treecode Lookup: B01.050.500.131 (Spiders)||MM;RC
10.2307/2399179|*Reproduction|D012098|5949|MH|RtM via: Reproduction|TI|MM;RC|1118^14^0
10.2307/2399179|*Seed|D012639|3507|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|663^4^0;415^4^0
10.2307/2399179|Fertility|D005298|1000|MH|Forced Non-Leaf Node Lookup:fertility||MM;RC|420^9^0
40035494|*Brassicaceae|D019607|75116|MH|RtM via: Arabideae;RtM via: Brassicaceae;RtM via: Camelineae;RtM via: Chorisporeae;RtM via: Hesperidanthus;RtM via: Hesperis;RtM via: Pseudocamelina;RtM via: Schizopetaleae;RtM via: Thlaspideae;RtM via: Zuvanda;RtM via: Hesperideae;RtM via: Anchonieae;RtM via: Euclidieae;RtM via: Malcolmia;RtM via: Aubrieta;RtM via: Blennodia;RtM via: Diptychocarpus;RtM via: Eremobium;RtM via: Goldbachia;RtM via: Iskandera;RtM via: Matthiola;RtM via: Morettia;RtM via: Rhammatophyllum;RtM via: Sisymbriopsis;RtM via: Sterigmostemum;RtM via: Tetracme;RtM via: Anchonium;RtM via: Neotorularia;RtM via: Notothlaspi;RtM via: Parrya;RtM via: Chorispora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:brassicaceae|TI|MM;RC|812^9^0;190^12^0;868^10^0;842^10^0;394^12^0;216^12^0;910^14^0;377^8^0;997^14^0;945^14^0;1031^11^0;1264^7^0;1049^7^0;352^11^0;246^11^0;510^10^0;204^10^0;529^10^0;230^10^0;1229^9^0;1098^9^0;795^8^0;824^9^0;454^14^0;1315^9^0;881^10^0;1343^9^0;1363^9^0;1381^8^0;1427^15^0;1457^13^0;1490^14^0;1519^8^0;1284^9^0;1395^12^0;962^11^0;482^6^0;428^10^0
40035494|*Erysimum|D032601|17692|MH|RtM via: Erysimum;Forced Leaf Node Lookup:erysimums;checkForceMH Boosted|TI|MM|1333^8^0;855^8^0
40035494|*PAMP|D000069452|3623|ET|Entry Term Replacement for "Pathogen-Associated Molecular Pattern Molecules";RtM via: Pathogen-Associated Molecular Pattern Molecules;checkForceMH Boosted|TI|MM|1308^4^0
40035494|Phylogeny|D010802|716|MH|||RC
40035494|*Cell Nucleus|D002467|465|MH|RtM via: Nuclear (nucleus)|TI|MM|44^7^0
40035494|*Probability|D011336|387|MH|RtM via: Probability|TI|MM|294^10^0
10.2307/2399468|Animals|D000818|74518|CT|Perches;CT Treecode Lookup: B01.050.150.900.493 (Perches);CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|1356^7^0;1456^7^0;1808^7^0
10.2307/2399468|Humans|D006801|74518|CT|Forced Leaf Node Lookup:humans;CT Text Lookup: human;CT Text Lookup: individuals|TI|MM;RC|487^5^0;1116^11^0
10.2307/2399468|*Trees|D014197|73518|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1319^5^0;1240^4^0;1152^5^0
10.2307/2399468|*Rainforest|D065947|23322|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM|2166^10^0
10.2307/2399468|*Perches|D010471|16674|MH|RtM via: Perca fluviatilis;Forced Leaf Node Lookup:perch;checkForceMH Boosted|TI|MM|1500^5^0
10.2307/2399468|*Wind|D014919|13431|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM;RC|1872^4^0;1717^4^0;1304^4^0;1137^4^0
10.2307/2399468|*Parks, Recreational|D000068316|11325|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|1997^14^0
10.2307/2399468|*Farms|D000072480|8907|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|1934^4^0;761^6^0
10.2307/2399468|*Forests|D065928|48528|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1974^6^0;1761^7^0;1683^6^0;1624^6^0;1293^7^0;1071^6^0;835^6^0;612^6^0;1887^7^0;676^6^0;906^6^0;947^6^0;1732^6^0;2111^6^0
10.2307/2399468|*Habitat|D017753|26730|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|683^8^0;567^8^0;340^7^0;145^7^0;221^7^0;88^7^0;130^7^0
10.2307/2399468|*Fire|D005390|9060|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM|820^4^0
10.2307/2399468|*Seed|D012639|3954|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|997^4^0
10.2307/2399468|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|50^7^0;77^7^0
41805961|Humans|D006801|1939|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41805961|*Polystichum|D032493|939|MH|RtM via: Polystichum;Forced Leaf Node Lookup:polystichums;checkForceMH Boosted|TI|MM|2114^11^0;1562^11^0;1344^11^0;194^11^0;36^11^0
41805961|*Dryopteridaceae|D032491|894|MH|RtM via: Dryopteridaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dryopteridaceae|TI|MM|1362^15^0;54^15^0
41805961|*Fern|D029624|696|ET|Entry Term Replacement for "Ferns";RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fern|TI|MM|25^4^0
41805961|Costa Rica|D003364|621|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM|2205^10^0;2094^10^0;1577^10^0;1107^10^0;907^10^0
41805961|*Rainforest|D065947|375|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rainforests|TI|MM|1156^11^0
41805961|*Ear Auricle|D054644|774|MH|RtM via: Auricle of external ear|TI|MM|1754^5^0;346^5^0
41805961|*Ear, External|D004431|771|MH|RtM via: External Ear|TI|MM|1754^5^0;346^5^0
41805961|*Hispanic Americans|D006630|600|MH|RtM via: Costa Rican|TI|MM|182^11^0
41805961|*Restriction Mapping|D015183|417|MH|RtM via: Restriction Mapping|TI|MM|2024^4^0
41805961|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2419^3^0
41805961|Panama|D010176|294|MH|RtM via: Panama|TI|MM|922^6^0
10.2307/2395105|Male|D008297|2518|CT|CT Text Lookup: he|TI|MM;RC|139^2^0
10.2307/2395105|United States|D014481|2518|CT|RtM via: United States;Forced Non-Leaf Node Lookup:united states|TI|MM;RC|104^13^0
10.2307/2395105|*Cactaceae|D029421|121|MH|RtM via: Cactaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cactaceae|TI|MM|282^9^0
10.2307/2395105|*Cephapirin|D002514|231|MH|RtM via: Today|TI|MM|378^5^0
10.2307/2395086|*Moraea|D027621|1507|ET|Entry Term Replacement for "Iridaceae";RtM via: Homeria;RtM via: Moraea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moraea|TI|MM;RC|258^6^0;75^6^0
10.2307/2395086|South Africa|D013019|226|MH|RtM via: South Africa;Forced Leaf Node Lookup:south africa|TI|MM;RC|113^12^0
10.2307/2395086|*Seasons|D012621|180|MH|RtM via: Summer|TI|MM|89^6^0
10.2307/2395086|Species Specificity|D013045|157|MH|||RC
40035477|*Diploidy|D004171|22758|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM;RC|1492^7^0;1215^7^0;946^7^0;867^7^0
40035477|*Tetraploidy|D057891|19959|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM;RC|1526^10^0;1142^10^0;880^10^0
40035477|*Ludwigia|D029594|11988|ET|Entry Term Replacement for "Onagraceae";RtM via: Ludwigia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ludwigias|TI|MM;RC|831^8^0;21^8^0
40035477|Florida|D005431|4965|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|693^7^0
40035477|*Polyploid|D011123|24666|ET|Entry Term Replacement for "Polyploidy";RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploids|TI|MM;RC|48^9^0
40035477|*Genome|D016678|7320|MH|RtM via: Genome|TI|MM;RC|1389^7^0;1194^6^0;1304^7^0;1028^7^0;923^7^0
40035477|*Nucleic Acid Hybridization|D009693|4698|MH|RtM via: Nucleic acid hybridization procedure|TI|MM;RC|1466^13^0;462^13^0
40035477|*Hybridization, Genetic|D006824|4569|MH|RtM via: Crossbreeding|TI|MM|1466^13^0;462^13^0
40035477|*Genomics|D023281|4326|MH|RtM via: Genomics;Forced Non-Leaf Node Lookup:genomics|TI|MM;RC|1389^7^0;1304^7^0;923^7^0
40035477|*Habitats|D017753|1521|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|350^8^0
40035477|*Meiosis|D008540|1422|MH|RtM via: Meiosis;Forced Non-Leaf Node Lookup:meiosis|TI|MM|1107^7^0
40035477|Southeastern United States|D015144|855|MH|RtM via: Southeastern United States|TI|MM|146^26^0
40035477|North America|D009656|375|MH|RtM via: North America|TI|MM|252^13^0
10.2307/2399966|Animals|D000818|166832|CT|Ixodes;CT Treecode Lookup: B01.050.500.131 (Ixodes);Ticks;CT Treecode Lookup: B01.050.500.131 (Ticks);Livestock;CT Treecode Lookup: B01.050.050 (Livestock);Arthropods;CT Treecode Lookup: B01.050.500.131 (Arthropods);CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|163^7^0
10.2307/2399966|Humans|D006801|166832|CT|Forced Leaf Node Lookup:humans;CT Text Lookup: human;CT Text Lookup: humans|TI|MM;RC|146^6^0
10.2307/2399966|United States|D014481|166832|CT|RtM via: United States;Forced Non-Leaf Node Lookup:united states|TI|MM;RC|1115^13^0;753^13^0
10.2307/2399966|*Ixodes|D018884|165832|MH|RtM via: Ixodes;RtM via: Ixodes ricinus;Forced Leaf Node Lookup:ixodes ricinus;checkForceMH Boosted|TI|MM;RC|1417^6^1;1432^7^1
10.2307/2399966|*Borrelia burgdorferi|D025065|128950|MH|RtM via: Borrelia burgdorferi;Forced Leaf Node Lookup:lyme disease spirochete;checkForceMH Boosted|TI|MM;RC|1480^20^0;1456^23^0
10.2307/2399966|*Livestock|D058751|44260|MH|RtM via: Livestock;Forced Leaf Node Lookup:livestocks;checkForceMH Boosted|TI|MM|856^9^0
10.2307/2399966|*Arthropods|D001181|25229|MH|RtM via: Arthropods;checkForceMH Boosted;Forced Non-Leaf Node Lookup:arthropods|TI|MM|618^10^0
10.2307/2399966|*Lyme Borreliosis|D008193|104157|ET|Entry Term Replacement for "Lyme Disease";RtM via: Lyme Disease;Forced Non-Leaf Node Lookup:lyme borreliosis|TI|MM;RC|975^16^0
10.2307/2399966|*Arthropod Vectors|D001179|38796|MH|RtM via: Arthropod Vectors;Forced Non-Leaf Node Lookup:arthropod vectors|TI|MM;RC|488^17^0
10.2307/2399966|*Rickettsia|D012281|29991|MH|RtM via: Rickettsia|TI|MM;RC|70^11^0
10.2307/2399966|*Nematoda|D009348|3390|MH|RtM via: Nematodes;RtM via: Phylum Nematoda;Forced Non-Leaf Node Lookup:nematodes|TI|MM|49^9^0
10.2307/2399966|*Viruses|D014780|2754|MH|RtM via: Virus;Forced Non-Leaf Node Lookup:viruses|TI|MM|116^7^0
10.2307/2399966|*Vertebrate|D014714|1344|ET|Entry Term Replacement for "Vertebrates";RtM via: Vertebrates;Forced Non-Leaf Node Lookup:vertebrates|TI|MM|789^10^0;305^10^0
10.2307/2399966|*Centers for Disease Control and Prevention|D002487|114|ET|Entry Term Replacement for "Centers for Disease Control and Prevention, U.S.";RtM via: Centers for Disease Control and Prevention (U.S.);Forced Non-Leaf Node Lookup:centers for disease control and prevention|TI|MM|1232^42^0
10.2307/2399966|Europe|D005060|13734|MH|RtM via: Europe|TI|MM|1023^6^0
10.2307/2399966|North America|D009656|2115|MH|RtM via: North America|TI|MM|1008^13^0
10.2307/2399966|Asia|D001208|1272|MH|RtM via: Asia|TI|MM|1035^4^0
10.2307/2399695|Animals|D000818|22546|CT|CT Text Lookup: wing|TI|MM;RC|961^4^0
10.2307/2399695|Humans|D006801|22546|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM
10.2307/2399695|*Depression|D003863|2682|MH|Forced Leaf Node Lookup:depressions|TI|MM|867^11^0;462^10^0
10.2307/2399695|*Microscopy, Electron, Scanning|D008855|1740|MH|Forced Leaf Node Lookup:scanning electron microscope|TI|MM;RC|187^28^0
10.2307/2399695|*Umbilicus|D014472|1344|MH|RtM via: Umbilicus (Anatomy);Forced Leaf Node Lookup:umbilicus|TI|MM|780^9^0;636^9^0;478^9^0
10.2307/2399695|*Iridaceae|D027621|21546|MH|RtM via: Orthrosanthus;RtM via: Solenomelus;RtM via: Sisyrinchium;RtM via: Sisyrinchieae;RtM via: Libertia|TI|MM;RC|673^13^0;800^11^0;701^11^0;1232^12^0;983^12^0;345^12^0;58^12^0;1176^13^0;314^13^0;658^8^0
10.2307/2399695|*Seeds|D012639|2664|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|1083^4^0;967^5^0;889^4^0;791^5^0;920^5^0;763^5^0;577^5^0;329^5^0;255^5^0;28^5^0
10.2307/2399695|*Hispanic Americans|D006630|1206|MH|RtM via: South American|TI|MM|129^14^0
10.2307/2399688|Brazil|D001938|4286|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|576^6^0;112^6^0;220^6^0
10.2307/2399688|Venezuela|D014687|4103|MH|RtM via: Venezuela;Forced Leaf Node Lookup:venezuela|TI|MM;RC|171^9^0
10.2307/2399688|Guyana|D006172|4076|MH|RtM via: Guyana;Forced Leaf Node Lookup:guyana|TI|MM;RC|278^6^0
10.2307/2399688|*Ara-C|D003561|494|ET|Entry Term Replacement for "Cytarabine";RtM via: Ara-C;checkForceMH Boosted|TI|MM|106^4^0
10.2307/2399688|*Asteraceae|D019659|450|MH|RtM via: Stenopadus;RtM via: Gongylolepis;RtM via: Stomatochaeta|TI|MM|422^10^0;182^10^0;69^12^0;382^13^0
10.2307/2399688|Ecosystem|D017753|88|MH|||RC
10.2307/2399263|Animals|D000818|40858|CT|Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
10.2307/2399263|*Fruit|D005638|8131|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|885^5^0;825^5^0;681^8^0;572^5^0;201^5^0;228^8^0;39^5^0
10.2307/2399263|*Pollination|D054817|39858|MH|RtM via: Pollination|TI|MM;RC|534^11^0;302^10^0
10.2307/2399263|*Flowers|D035264|12978|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|329^7^0;193^6^0;28^6^0
10.2307/2399263|*Insect|D007313|6822|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|295^6^0
10.2307/2399263|*Reproduction|D012098|3249|MH|RtM via: Reproduction|TI|MM;RC|930^12^0
10.2307/2399263|*Vertebrate|D014714|915|ET|Entry Term Replacement for "Vertebrates";RtM via: Vertebrates;Forced Non-Leaf Node Lookup:vertebrates|TI|MM|460^10^0
10.2307/2399263|*Rewards|D012201|204|ET|Entry Term Replacement for "Reward";RtM via: Rewards;Forced Non-Leaf Node Lookup:rewards|TI|MM|165^7^0
10.2307/2399263|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|738^12^0
10.2307/2399263|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|45^7^0
10.2307/2399056|*Onagraceae|D029594|13235|MH|RtM via: Fuchsia;RtM via: Onagraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:onagraceae|TI|MM;RC|1823^7^0;1492^7^0;1327^7^0;1158^7^0;773^7^0;274^7^0;121^7^0;1223^10^0
10.2307/2399056|*Microscopy, Electron, Scanning|D008855|9197|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM;RC|160^28^0
10.2307/2399056|*Diploidy|D004171|4064|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|1068^7^0
10.2307/2399056|*Tetraploidy|D057891|3641|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM|744^10^0
10.2307/2399056|*Transmission Electron Microscopy|D046529|8112|ET|Entry Term Replacement for "Microscopy, Electron, Transmission";RtM via: Transmission Electron Microscopy;Forced Non-Leaf Node Lookup:transmission electron microscopy|TI|MM;RC|220^32^0
10.2307/2399056|*Pollen|D011058|5415|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|1183^6^0;920^6^0;722^6^0;264^6^0;32^6^0;1303^6^0
10.2307/2399056|*Polyploids|D011123|1548|ET|Entry Term Replacement for "Polyploidy";RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploids|TI|MM|860^9^0;891^10^0;621^9^0
10.2307/2399056|*Plant Structures|D018514|1116|MH|RtM via: Grains|TI|MM|943^6^0;831^6^0
10.2307/2394855|*Gentianaceae|D029965|8343|MH|RtM via: Cotylanthera;RtM via: Curtia;RtM via: Enicostema;RtM via: Gentianaceae;RtM via: Obolaria;RtM via: Voyria;RtM via: Voyriella;RtM via: Bartonia;RtM via: Gentianeae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gentianaceae|TI|MM;RC|225^12^0;82^12^0;540^6^0;550^10^0;141^12^0;211^8^0;108^8^0;480^6^0;373^6^0;118^6^0;452^9^0;130^9^0;201^8^0;72^8^0;580^10^0
10.2307/2394855|*Electron Microscopy|D008854|1449|ET|Entry Term Replacement for "Microscopy, Electron";RtM via: Electron Microscopy;Forced Non-Leaf Node Lookup:electron microscopy|TI|MM|180^19^0
10.2307/2394855|*Pollen|D011058|1260|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|28^6^0
3298650|Mice|D051379|34348|CT|Mice, Mutant Strains;CT Treecode Lookup: B01.050.150.900.649.313.992.635.505.500 (Mice, Mutant Strains)||RC
3298650|Animals|D000818|34348|CT|Mice, Mutant Strains;CT Treecode Lookup: B01.050.150.900.649.313.992 (Mice, Mutant Strains);Mice, Mutant Strains;CT Treecode Lookup: B01.050.150.900.649.313.992.635.505.500 (Mice, Mutant Strains);Ants;CT Treecode Lookup: B01.050.500.131 (Ants)||MM;RC
3298650|*Ants|D001000|10078|MH|Forced Leaf Node Lookup:ant;checkForceMH Boosted|TI|MM|1205^3^0
3298650|*Rubiaceae|D019666|7274|MH|RtM via: Rubiaceae;RtM via: Cinchonoideae;RtM via: Hamelieae;RtM via: Hoffmannia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|583^9^0;316^9^0;128^9^0;775^13^0;754^9^0;858^10^0;425^10^0
3298650|*Verbenaceae|D029648|6836|MH|RtM via: Verbenaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:verbenaceae|TI|MM|659^11^0
3298650|Mice, Mutant Strains|D008817|33348|MH|||RC
3298650|Collagen|D003094|10173|MH|||RC
40035658|Animals|D000818|8389|CT|Squalus;CT Treecode Lookup: B01.050.150.900.493 (Squalus);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda);CT Text Lookup: wing|TI|MM;RC|500^4^0
40035658|*Fruit|D005638|3783|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|374^6^0
40035658|*Squalus|D048250|882|MH|RtM via: Squalus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:squalus|TI|MM|747^7^0
40035658|*Hyalin|D006818|714|MH|Forced Leaf Node Lookup:hyaline|TI|MM|481^7^0
40035658|*Bignoniaceae|D029402|7389|MH|RtM via: Bignonieae;RtM via: Pithecoctenium;RtM via: Amphilophium carolinae;RtM via: Anemopaegma;RtM via: Bignonia|TI|MM|92^10^0;1579^14^0;583^14^0;21^14^0;1401^27^0;1434^11^0;738^8^0
40035658|*Seeds|D012639|3453|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|426^5^0
40035658|*Plant Leaves|D018515|2511|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|206^6^0
40035658|*Gastropoda|D049851|318|MH|RtM via: Corolla (genus)|TI|MM|309^8^0
10.2307/2395035|Animals|D000818|35268|CT|Invertebrates;CT Treecode Lookup: B01.050.500 (Invertebrates)||MM;RC
10.2307/2395035|*Myrtaceae|D027822|34268|MH|RtM via: Myrtaceae;RtM via: Myrcia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtaceae|TI|MM;RC|44^9^0;28^6^0
10.2307/2395035|*Fruit|D005638|6137|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|206^6^0
10.2307/2395035|*Plant Leaves|D018515|5034|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|190^4^0
10.2307/2395035|*Flowers|D035264|3048|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|154^7^0
10.2307/2395035|*Invertebrates|D007448|693|MH|RtM via: Fallax|TI|MM|105^6^0
10.2307/2666153|Bees|D001516|109789|CT|RtM via: Bees;Forced Leaf Node Lookup:bee|TI|MM;RC|166^3^0
10.2307/2666153|Animals|D000818|109789|CT|RtM via: Bees;Butterflies;CT Treecode Lookup: B01.050.500.131 (Butterflies);Moths;CT Treecode Lookup: B01.050.500.131 (Moths);Wings, Animal;CT Treecode Lookup: A13.395 (Wings, Animal);CT Text Lookup: wing|TI|MM;RC|166^3^0;1847^4^0
10.2307/2666153|*Pollination|D054817|108789|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|2122^10^0;2280^11^0;1531^10^0;1601^11^0;1242^10^0;852^10^0;457^10^0;28^11^0
10.2307/2666153|*Plant Nectar|D057048|93447|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM;RC|787^6^0;657^6^0;199^6^0;305^6^0
10.2307/2666153|*Butterflies|D002080|31578|MH|RtM via: Butterflies;Forced Leaf Node Lookup:butterfly;checkForceMH Boosted|TI|MM|239^9^0
10.2307/2666153|*Moths|D009036|16548|MH|RtM via: Moths;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moths|TI|MM|224^5^0
10.2307/2666153|*Sugar|D000073893|15945|ET|Entry Term Replacement for "Sugars";RtM via: Sugars;RtM via: raw sugar;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|806^5^0
10.2307/2666153|*Sucrose|D013395|14991|MH|RtM via: sucrose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sucrose|TI|MM;RC|754^7^0;770^7^0
10.2307/2666153|*Odorants|D009812|14514|MH|RtM via: Odors;Forced Leaf Node Lookup:odor|TI|MM|708^4^0
10.2307/2666153|*Accidental Falls|D000058|13269|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falling|TI|MM|2192^7^0
10.2307/2666153|*Pollen|D011058|29937|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|1270^6^0;213^6^0;1425^6^0
10.2307/2666153|*Iridaceae|D027621|28902|MH|RtM via: Iridaceae;RtM via: Gladiolus;Forced Non-Leaf Node Lookup:iridaceae|TI|MM;RC|106^16^0;2104^9^0;1488^9^0;371^9^0;54^9^0;113^9^0
10.2307/2666153|*Flowers|D035264|28011|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1780^6^0;1503^7^0;1213^7^0;718^7^0;520^7^0
10.2307/2666153|*Wings, Animal|D014921|7596|MH|RtM via: Wing|TI|MM;RC|1847^4^0
10.2307/2666153|Passeriformes|D046109|1000|MH|Forced Non-Leaf Node Lookup:passerines||MM|250^9^0
10.2307/2666153|Africa, Southern|D000353|459|MH|RtM via: Africa, Southern|TI|MM|2255^15^0
40035045|Female|D005260|33731|CT|Forced Lookup:female|TI|MM|1739^6^0
40035045|Male|D008297|33731|CT|Forced Lookup:male|TI|MM|1730^4^0
40035045|Humans|D006801|33731|CT|Oceanic Ancestry Group;CT Treecode Lookup: M01.686 (Oceanic Ancestry Group)|TI|MM
40035045|*Phylogeny|D010802|32731|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analysis|TI|MM;RC|62^21^0
40035045|*Caryophyllaceae|D029748|26276|MH|RtM via: Caryophyllaceae;RtM via: Schiedea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:caryophyllaceae|TI|MM;RC|252^15^0;1871^8^0;1347^8^0;270^8^0;242^8^0
40035045|*Islands|D062312|15722|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM;RC|906^6^0;830^7^0;539^6^0;587^7^0;622^7^0;945^7^0;996^7^0
40035045|*Pollination|D054817|14459|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|1080^11^0
40035045|*Inbreeding Depression|D000071422|11198|MH|RtM via: Inbreeding Depression;Forced Leaf Node Lookup:inbreeding depression|TI|MM|1628^21^0
40035045|*Sex Characteristics|D012727|7952|MH|RtM via: sexual dimorphism (cellular);Forced Leaf Node Lookup:dimorphism|TI|MM;RC|1857^10^0;1556^10^0;1221^10^0
40035045|*Oceanic Ancestry Group|D044468|5066|MH|Forced Leaf Node Lookup:native hawaiians|TI|MM|315^15^0
40035045|Plant Breeding|D000069600|5077|MH|Replacement of Breeding Plants Found||MM
40035045|*Ecology|D004463|14550|MH|RtM via: Ecology|TI|MM;RC|881^12^0
40035045|*Reproduction|D012098|10500|MH|RtM via: conjugation with cellular fusion;RtM via: mating;RtM via: parasexual conjugation with cellular fusion|TI|MM;RC|1201^6^0
40035045|*Habitat|D017753|8151|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1466^8^0;1071^7^0;856^7^0;975^7^0
40035045|*Phenotype|D010641|2673|MH|RtM via: Trait|TI|MM|1693^6^0
40035045|Hawaii|D006254|6|MH|RtM via: Hawaiian population|TI|MM|315^15^0
10.2307/2992044|Humans|D006801|95877|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans)||MM;RC
10.2307/2992044|United States|D014481|95877|CT|Forced Leaf Node Lookup:american|TI|MM|68^8^0
10.2307/2992044|crataegus extract|C007145|94877|NM|RtM via: hawthorn leaf with flower extract|TI|MM|1355^9^0;87^9^0
