42606754|Humans|D006801|3619|CT|Community Involvement;CT Treecode Lookup: N02.421.143 (Community Involvement)||MM;RC
42606992|relacin|C580565|1292|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2604^7^0
42606992|*Quarantine|D011790|986|MH|RtM via: Quarantine;Forced Leaf Node Lookup:quarantines|TI|MM|632^10^0
42606992|*Forest|D065928|1746|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|146^6^0
42606992|ETS translocation variant 6 protein|C087043|1708|NM|RtM via: ETV6 protein, human|TI|MM|1289^4^0
42606992|*Proto-Oncogene Proteins c-ets|D050783|1707|HM|RtM via: ETV6 protein, human|TI|MM|1289^4^0
42606992|*Dipeptides|D004151|1291|HM|RtM via: relacin|TI|MM|2604^7^0
42606992|*Repressor Proteins|D012097|294|HM|RtM via: ETV6 protein, human|TI|MM|1289^4^0
42606992|*Deoxyguanosine|D003849|869|HM|RtM via: relacin|TI|MM|2604^7^0
42606992|*Pollen|D011058|615|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|1205^6^0;285^6^0
42606992|*Seed|D012639|600|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|602^4^0;279^4^0
42607110|*Trees|D014197|3831|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|342^4^0;98^5^0
42607110|*Photoperiod|D017440|2668|MH|RtM via: Photoperiod;Forced Leaf Node Lookup:photoperiods|TI|MM|174^11^0
42607110|*Gibberellins|D005875|2039|MH|RtM via: Gibberellins;Forced Leaf Node Lookup:gibberellins;checkForceMH Boosted|TI|MM|214^12^0
42607110|*Temperature|D013696|1516|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|161^11^0
42607110|*Plant Bark|D024301|655|MH|Forced Leaf Node Lookup:bark|TI|MM|200^4^0
42607110|*Forest|D065928|1836|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|91^6^0
42607110|*Water Stress|D003681|1062|ET|Entry Term Replacement for "Dehydration";RtM via: Water Stress|TI|MM|147^12^0
42607110|*Biological Phenomena|D001686|870|MH|RtM via: Tissue Growth|TI|MM|328^6^0;231^6^0
42607110|*Water|D014867|714|MH|RtM via: water;Forced Non-Leaf Node Lookup:water|TI|MM|1445^4^0;147^5^0
42607110|*Flower|D035264|492|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|405^6^0
42607110|*Carbohydrates|D002241|342|MH|RtM via: Carbohydrates;Forced Non-Leaf Node Lookup:carbohydrates|TI|MM|937^13^0;264^12^0
42607879|*Convection|D018481|1375|MH|RtM via: Convection;Forced Leaf Node Lookup:convection|TI|MM|1805^10^0;873^10^0
42607879|Solare|C501838|692|NM|Forced SCR Leaf Node Lookup:solare|TI|MM|2016^6^0
42607879|*Skin Temperature|D012881|1551|MH|RtM via: Increased skin temperature|TI|MM|2854^5^0
42607879|VMBP protocol|C036046|1510|NM|RtM via: VMBP protocol|TI|MM|2285^4^0
42607879|*Vincristine|D014750|1509|HM|RtM via: VMBP protocol|TI|MM|2285^4^0
42607879|*Fatigue|D005221|1428|MH|RtM via: Fatigue|TI|MM;RC|255^11^0
42607879|*Antineoplastic Combined Chemotherapy Protocols|D000971|291|HM|RtM via: VMBP protocol|TI|MM|2285^4^0
42607879|*Bleomycin|D001761|582|HM|RtM via: VMBP protocol|TI|MM|2285^4^0
42607879|*Cisplatin|D002945|1101|HM|RtM via: VMBP protocol|TI|MM|2285^4^0
42607879|*Methotrexate|D008727|990|HM|RtM via: VMBP protocol|TI|MM|2285^4^0
42607879|*Heat Loss|D001833|1401|ET|Entry Term Replacement for "Body Temperature Regulation";RtM via: Heat Loss;Forced Non-Leaf Node Lookup:heat loss|TI|MM|845^9^0
42610010|Humans|D006801|21993784|CT|Forced Humans: people;Forced Humans: human|TI|MM;RC
42610010|*International Law|D000069516|884760|MH|RtM via: International Law;Forced Leaf Node Lookup:international laws|TI|MM|1164^17^0
42610010|*Islands|D062312|884373|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|790^7^0
42610010|*Ecosystem|D017753|884232|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM|753^10^0
42610010|*Language|D007802|883713|MH|RtM via: Languages;RtM via: Danish language;RtM via: Maithili Language;Forced Leaf Node Lookup:languages|TI|MM|129^9^0;2050^4^0;2755^4^0;2334^4^0
42610010|*Respect|D000078682|882381|MH|RtM via: Respect;Forced Leaf Node Lookup:respect|TI|MM|2461^7^0
42610010|*Grassland|D065948|881448|MH|Forced Leaf Node Lookup:savannas|TI|MM|773^7^0
42610010|Brazil|D001938|8811|MH|RtM via: Amazonia;RtM via: brazilian|TI|MM|3843^8^0;3428^8^0;876^8^0;535^9^0
42610010|*Natural Resources|D000067936|5916|MH|RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|231^17^0
42610010|*Forest|D065928|2538|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|598^6^0;783^6^0;800^6^0
42610010|*Biodiversity|D044822|2184|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biological diversity|TI|MM|4378^3^0;1307^3^0;445^12^0;268^20^0;62^20^0
42610010|*Agriculture|D000383|1680|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|609^11^0;1925^11^0
42610010|*Human Rights|D006806|1095|MH|RtM via: Human Rights;Forced Non-Leaf Node Lookup:human rights|TI|MM|998^12^0
42603416|Humans|D006801|3865|CT|Continental Population Groups;CT Treecode Lookup: M01.686 (Continental Population Groups)||MM;RC
42603416|*Forestry|D016468|2865|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|77^8^0
42603416|*Pinus radiata|D028223|2607|ET|Entry Term Replacement for "Pinus";RtM via: Pinus radiata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus radiata|TI|MM;RC|130^13^0
42603416|South Australia|D013021|234|MH|Forced Leaf Node Lookup:south australian|TI|MM|60^16^0
42603416|Australia|D001315|0|MH|Geo Lookup:australian||MM
42603416|*Continental Population Groups|D044469|177|MH|RtM via: Australian|TI|MM|66^10^0
42606680|Humans|D006801|48282173|CT|Forced Humans: participants;Forced Humans: staff;Forced Lookup:participant;checkForceMH Boosted|TI|MM;RC|3316^11^0
42606680|Male|D008297|48282173|CT|Testis;CT Treecode Lookup: A05.360.444 (Testis)||MM;RC
42606680|*Trees|D014197|3578941|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|1967^4^0
42606680|variacin|C099477|3578183|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|5514^8^0;4916^8^0;4728^8^0
42606680|*Forestry|D016468|1791161|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|6442^8^0;6005^8^0;4609^8^0;4008^8^0;3537^8^0;2209^8^0;1698^8^0;1435^8^0;1311^8^0;60^8^0
42606680|*Laboratories|D007753|1790699|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratories|TI|MM;RC|1865^12^0
42606680|*Pinus|D028223|1790615|MH|RtM via: Pinus tropicalis;RtM via: Pinus caribaea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1516^14^0;5894^14^0;4566^14^0;2258^14^0;109^14^0
42606680|*Testis|D013737|1789232|MH|RtM via: Testis;Forced Leaf Node Lookup:testes|TI|MM|2559^6^0
42606680|Cre recombinase|C045073|1789017|NM|Forced SCR Leaf Node Lookup:cre|TI|MM|5909^3^0
42606680|Plant Breeding|D000069600|1258|MH|Replacement of Breeding Plants Found||MM
42606680|*Bacteriocins|D001430|3578182|HM|RtM via: variacin|TI|MM|5514^8^0;4916^8^0;4728^8^0
42606680|*Specimen Handling|D013048|795|MH|RtM via: Sampling|TI|MM|781^8^0
42606680|*Organizations|D009938|765|MH|RtM via: Organization:ID:Pt:Personnel:Nom|TI|MM|3475^9^0
42606680|*Academies and Institutes|D000047|729|MH|RtM via: Institutes|TI|MM|6451^9^0;6014^9^0;4618^9^0;4017^9^0;3546^9^0;2218^9^0;1707^9^0;69^9^0
42606680|*Philosophy|D010684|549|MH|RtM via: Philosophy;Forced Non-Leaf Node Lookup:philosophies;Forced Non-Leaf Node Lookup:philosophy|TI|MM|1094^10^0;3336^11^0
42606680|*Seed|D012639|300|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|668^4^0;317^4^0
42606680|*Electrophoresis|D004586|129|MH|RtM via: Gel Electrophoresis (lab technique);Forced Non-Leaf Node Lookup:electrophoresis|TI|MM|1826^19^0;1830^15^0
42606680|Genetic Variation|D014644|1000|MH|Forced Non-Leaf Node Lookup:genetic diversity||MM|1143^17^0
42606680|England|D004739|3|MH|RtM via: England|TI|MM|406^7^0
42606680|Africa|D000349|0|MH|RtM via: Africa|TI|MM|6963^6^0;2153^6^0
42606765|Humans|D006801|5493871|CT|Forced Humans: men|TI|MM;RC
42606765|Male|D008297|5493871|CT|CT Text Lookup: men|TI|MM;RC|1266^3^0
42606765|*Forestry|D016468|222041|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|157^8^0
42606765|*Ownership|D010067|220778|MH|RtM via: Ownership;Forced Leaf Node Lookup:ownership|TI|MM|251^9^0
42606765|*Programming, Linear|D011382|220526|MH|RtM via: Programming, Linear;Forced Leaf Node Lookup:linear programming|TI|MM|602^18^0
42606765|New Zealand|D009520|220274|MH|RtM via: New Zealand;Forced Leaf Node Lookup:new zealand|TI|MM|72^11^0
42606765|*Taxation|D013660|1722|ET|Entry Term Replacement for "Taxes";RtM via: Taxation;Forced Non-Leaf Node Lookup:taxation|TI|MM|1817^8^0;668^8^0
42606765|*Policies|D057766|1224|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|514^8^0
42606765|*Sales|D003132|729|ET|Entry Term Replacement for "Commerce";RtM via: Sales - occupational activity|TI|MM|918^5^0
42606765|*Cyclophosphamide|D003520|546|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|1908^4^0
42606765|*Forest|D065928|465|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|854^6^0;574^6^0;304^6^0;244^6^0;21^6^0;390^6^0
42606765|*Documentation|D004282|375|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|1523^13^0;1231^13^0;1074^13^0
42606765|*Attention|D001288|69|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|366^9^0;1408^9^0
42607465|*Larix|D028221|4038|MH|RtM via: Larix;Forced Leaf Node Lookup:larchs;Forced Leaf Node Lookup:larix;checkForceMH Boosted|TI|MM|1390^5^0;324^5^0
42607465|*Tsuga|D028225|3016|MH|RtM via: Tsuga;Forced Leaf Node Lookup:tsugas;checkForceMH Boosted|TI|MM|1180^5^0;1205^5^0
42607465|*Picea|D028222|2863|MH|RtM via: Picea;Forced Leaf Node Lookup:piceas;checkForceMH Boosted|TI|MM|1384^5^0;1199^5^0;317^6^0;191^6^0
42607465|*Hemlock|D018652|2300|MH|RtM via: Hemlock;Forced Leaf Node Lookup:hemlocks|TI|MM|198^7^0
42607465|*Wind|D014919|1565|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM|249^4^0
42607465|*Quercus|D029963|1264|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|342^3^0
42607465|Nova Scotia|D009674|632|MH|RtM via: Nova Scotia;Forced Leaf Node Lookup:nova scotia|TI|MM|1141^11^0;174^11^0
42607465|*Fire|D005390|1980|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM|389^4^0
42607465|*Pinus|D028223|1611|MH|RtM via: Pinus <genus>|TI|MM|346^4^0
42607465|*Droughts|D055864|783|MH|RtM via: Droughts|TI|MM|373^8^0
42607465|*Habitat|D017753|564|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1303^7^0;267^7^0
42608587|Humans|D006801|57509798|CT|Forced Humans: participants;Forced Humans: people;Forced Lookup:participant;checkForceMH Boosted|TI|MM;RC|1282^11^0
42608587|*Trees|D014197|4265023|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|801^5^0
42608587|*Farms|D000072480|4264369|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farms|TI|MM|912^5^0;580^4^0
42608587|*Drinking Water|D060766|4262968|MH|RtM via: Drinking Water;Forced Leaf Node Lookup:drinking waters;checkForceMH Boosted|TI|MM|996^14^0
42608587|*Farmers|D000067565|2133200|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|839^7^0;408^7^0
42608587|*Conservation of Natural Resources|D003247|2131100|MH|Forced Leaf Node Lookup:deforestation|TI|MM|474^13^0
42608587|Denmark|D003718|2131100|MH|Forced Leaf Node Lookup:danish|TI|MM|344^6^0
42608587|Ghana|D005869|2131100|MH|RtM via: Ghana;Forced Leaf Node Lookup:ghana|TI|MM|2349^5^0;1305^5^0;271^5^0
42608587|*Forests|D065928|3234|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|189^7^0
42608587|*Agriculture|D000383|2712|MH|RtM via: Agriculture;Forced Non-Leaf Node Lookup:agriculture|TI|MM|556^11^0;1587^11^0
42608587|*Crops, Agricultural|D018556|2139|MH|RtM via: Agricultural Crops|TI|MM|764^5^0
42608587|*Incomes|D007182|1422|ET|Entry Term Replacement for "Income";RtM via: Income|TI|MM|585^7^0
42608587|*School|D012574|1380|ET|Entry Term Replacement for "Schools";RtM via: School;Forced Non-Leaf Node Lookup:schools|TI|MM|1038^6^0
42608587|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2345^3^0
42608448|*Trees|D014197|2448|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|857^4^0;709^4^0;190^5^0;894^4^0
42608448|*Eucalyptus|D005052|2327|MH|RtM via: Eucalyptus occidentalis;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM|2902^23^0;407^23^0;1648^10^0
42608448|*Acacia|D000045|1910|MH|RtM via: Acacia salicina;Forced Leaf Node Lookup:acacias;checkForceMH Boosted|TI|MM|2928^15^0;1675^15^0;435^15^0
42608448|*Biomass|D018533|1691|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|697^7^0;342^7^0;1547^8^0;1934^8^0
42608448|*Farms|D000072480|1508|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farms|TI|MM|577^4^0;604^5^0
42608448|*Hydrotherapy|D006875|1671|MH|RtM via: Water running|TI|MM|1150^3^1;1158^5^1
42608448|VMBP protocol|C036046|1111|NM|RtM via: VMBP protocol|TI|MM|3026^4^0
42608448|*Vincristine|D014750|1110|HM|RtM via: VMBP protocol|TI|MM|3026^4^0
42608448|*Physical Phenomena|D055585|939|MH|RtM via: Energy, Physics|TI|MM|358^6^0
42608448|*Antineoplastic Combined Chemotherapy Protocols|D000971|162|HM|RtM via: VMBP protocol|TI|MM|3026^4^0
42608448|*Bleomycin|D001761|351|HM|RtM via: VMBP protocol|TI|MM|3026^4^0
42608448|*Cisplatin|D002945|834|HM|RtM via: VMBP protocol|TI|MM|3026^4^0
42608448|*Methotrexate|D008727|531|HM|RtM via: VMBP protocol|TI|MM|3026^4^0
42608448|*Water|D014867|411|MH|RtM via: water;Forced Non-Leaf Node Lookup:water|TI|MM|3683^4^0;1158^5^0
42608448|*Fodder|D000821|117|ET|Entry Term Replacement for "Animal Feed";RtM via: Fodder;Forced Non-Leaf Node Lookup:fodders|TI|MM|388^6^0
42608906|*Forestry|D016468|9773|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|876^8^0
42608906|relacin|C580565|2768|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2429^7^0
42608906|*Natural Products|D001688|1370|ET|Entry Term Replacement for "Biological Products";RtM via: Natural Products;checkForceMH Boosted|TI|MM|79^7^1;102^10^1
42608906|*Conservation of Natural Resources|D003247|3681|MH|RtM via: Natural regeneration|TI|MM|210^12^0
42608906|*Forest|D065928|3543|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|822^6^0;547^6^0;276^6^0;113^6^0;997^6^0
42608906|*Diversity, Biological|D044822|3117|ET|Entry Term Replacement for "Biodiversity";RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biological diversity|TI|MM|248^20^0
42608906|*Dipeptides|D004151|2767|HM|RtM via: relacin|TI|MM|2429^7^0
42608906|*Deoxyguanosine|D003849|1448|HM|RtM via: relacin|TI|MM|2429^7^0
42608906|*Marketing|D040541|294|MH|RtM via: Marketing;Forced Non-Leaf Node Lookup:marketing|TI|MM|2032^9^0;899^9^0
42608906|Social Planning|D012939|1000|MH|Forced Non-Leaf Node Lookup:development plans||MM|838^17^0
42608906|Regeneration|D012038|1000|MH|Forced Non-Leaf Node Lookup:regenerations||MM|210^12^0
42609962|*Forestry|D016468|3035|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|3312^8^0;1697^8^0;220^8^0
42609962|*Trees|D014197|2422|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1325^5^0
42609962|*Pinus|D028223|2318|MH|RtM via: Pinus tecunumanii;RtM via: Pinus caribaea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|3147^5^1;3222^11^1;1511^5^1;1588^11^1;42^14^0
42609962|*Wood|D014934|1625|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|825^4^0;403^4^0
42609962|*Altitude|D000531|1514|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM|1768^8^0;298^8^0
42609962|variacin|C099477|1322|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|3594^8^0
42609962|Zambia|D015024|695|MH|RtM via: Zambia;Forced Leaf Node Lookup:zambia|TI|MM|3377^6^0;282^6^0
42609962|*Natural Products|D001688|692|ET|Entry Term Replacement for "Biological Products";RtM via: Natural Products;checkForceMH Boosted|TI|MM|1297^7^1;1316^8^1
42609962|*Plant Bark|D024301|635|MH|Forced Leaf Node Lookup:bark|TI|MM|388^4^0
42609962|*Population Density|D011156|2676|MH|RtM via: Population Density|TI|MM;RC|2899^10^1;2975^3^1
42609962|*Bacteriocins|D001430|1321|HM|RtM via: variacin|TI|MM|3594^8^0
42609962|*Environment|D004777|1068|MH|RtM via: Para (geographic area)|TI|MM|4542^4^0;4515^4^0;4043^4^0;3808^4^0
42609962|*Biometry|D001699|600|MH|RtM via: Science of Statistics|TI|MM|551^13^0
42609962|Seeds|D012639|1000|MH|Forced Non-Leaf Node Lookup:seed||MM|1266^4^0
42608592|*Forestry|D016468|3359|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|552^8^0;382^8^0;166^8^0
42608592|*Motivation|D009042|2801|MH|RtM via: Incentives;Forced Leaf Node Lookup:incentives|TI|MM|669^10^0
42608592|*Wood|D014934|1844|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|190^4^0
42608592|*Educational Status|D004522|3723|MH|RtM via: Educational Status|TI|MM|539^9^0
42608592|*Goals|D006040|1737|MH|RtM via: Clinical Trial Objective|TI|MM|1292^9^0;145^9^0
42608592|*Habits|D006184|1641|MH|RtM via: Mannerism|TI|MM|226^6^0
42608592|*Costs|D003365|1137|ET|Entry Term Replacement for "Costs and Cost Analysis";RtM via: Financial cost|TI|MM|1040^5^0
42608592|*Forests|D065928|762|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|708^6^0;626^7^0;437^6^0;286^6^0
42608592|*Certification|D002568|315|MH|RtM via: Certification;Forced Non-Leaf Node Lookup:certifications|TI|MM|2409^13^0;2205^13^0;2126^13^0;1981^13^0;1692^13^0;1493^13^0;1200^13^0;987^13^0;1061^7^0;858^13^0;561^13^0;391^13^0;35^13^0;760^13^0;1868^13^0
42608592|Africa|D000349|0|MH|RtM via: Africa|TI|MM|3739^6^0;1169^6^0
42603131|Animals|D000818|49156|CT|Moths;CT Treecode Lookup: B01.050.500.131 (Moths)||MM;RC
42603131|*Trees|D014197|48156|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1764^4^0;1219^5^0;1072^5^0;365^5^0
42603131|*Wind|D014919|18844|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:winds|TI|MM;RC|628^4^0;506^5^0;254^4^0;37^4^0
42603131|*Dipterocarpaceae|D053958|12040|MH|RtM via: Shorea albida;Forced Leaf Node Lookup:shoreas;checkForceMH Boosted|TI|MM|840^13^0
42603131|*Rainforest|D065947|11885|MH|RtM via: Tropical Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|1843^20^0;1852^11^0
42603131|*Wetlands|D053833|11644|MH|RtM via: Swamp;Forced Leaf Node Lookup:swamps|TI|MM|789^5^0;655^5^0;319^6^0;81^5^0
42603131|*Peat|D012987|9623|ET|Entry Term Replacement for "Soil";RtM via: Peat;checkForceMH Boosted;Forced Non-Leaf Node Lookup:peat|TI|MM;RC|784^4^0;76^4^0
42603131|*Lightning|D008030|8348|MH|RtM via: Lightning (phenomenon);Forced Leaf Node Lookup:lightnings|TI|MM|1897^9^0;1550^9^0;870^9^0;738^9^0;46^9^0
42603131|*Forests|D065928|43767|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1589^6^0;948^6^0;820^6^0;795^7^0;661^7^0;289^6^0;87^7^0;336^6^0;1616^6^0
42603131|Ecosystem|D017753|1114|MH|||RC
42603131|*Moths|D009036|789|MH|RtM via: Areas <moth>|TI|MM;RC|407^5^0;187^5^0
42603131|*Electricity|D004560|507|MH|RtM via: Electric discharge|TI|MM|1104^20^0
42608857|Humans|D006801|2596|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
42608857|United States|D014481|2596|CT|Forced Leaf Node Lookup:american|TI|MM|352^8^0
42608857|Adolescent|D000293|1000|CT|Forced Age Group: aged 16-46 years||MM|223^16^0
42608857|Young Adult|D055815|1000|CT|Forced Age Group: aged 16-46 years||MM|223^16^0
42608857|Adult|D000328|1000|CT|Forced Age Group: aged 16-46 years||MM|223^16^0
42608857|Middle Aged|D008875|1000|CT|Forced Age Group: aged 16-46 years||MM|223^16^0
42608857|Puerto Rico|D011647|1064|MH|RtM via: Puerto Rico;RtM via: Puerto Ricans;Forced Leaf Node Lookup:puerto rico|TI|MM|154^11^0;249^12^0
42608857|Trinidad and Tobago|D014300|1061|MH|RtM via: Trinidad;Forced Leaf Node Lookup:trinidad|TI|MM|1393^8^0;317^8^0
42608857|*Limestone|D002119|662|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Limestone;checkForceMH Boosted;Forced Non-Leaf Node Lookup:limestone|TI|MM|129^9^0
42608857|Myanmar|D002052|566|MH|RtM via: Myanmar;Forced Leaf Node Lookup:burma|TI|MM|1359^5^0;295^5^0
42608857|*Body Weights and Measures|D001837|1095|MH|RtM via: Height / growth measure|TI|MM|21^13^0
42608857|*Health Services|D006296|1002|MH|RtM via: Test Method|TI|MM|183^6^0
42608857|*Biological Phenomena|D001686|978|MH|RtM via: Tissue Growth|TI|MM|391^6^0
42608857|*Hispanic Americans|D006630|918|MH|RtM via: Central American;Forced Non-Leaf Node Lookup:puerto ricans|TI|MM|344^16^0;249^12^0
42608857|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1326^3^0
42605499|*Eucalyptus|D005052|9360|MH|RtM via: Eucalyptus grandis;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM;RC|30^18^0
42605499|*Wood|D014934|4593|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|365^4^0
42605499|*Stain|D004396|825|ET|Entry Term Replacement for "Coloring Agents";RtM via: Stains;checkForceMH Boosted|TI|MM|420^5^0
42605499|Zambia|D015024|0|MH|Geo Lookup:copperbelt||MM
42605499|*Research|D012106|780|MH|RtM via: Study|TI|MM|158^7^0
