41998951|Animals|D000818|394810|CT|Leafhopper;CT Treecode Lookup: B01.050.500.131 (Leafhopper);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41998810|*Enzyme-Linked Immunosorbent Assay|D004797|1686|MH|RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:enzyme-linked immunosorbent assays;Forced Non-Leaf Node Lookup:elisa|TI|MM;RC|954^33^0;993^5^0
41998810|*DNA|D004247|858|MH|RtM via: DNA;Forced Non-Leaf Node Lookup:dna|TI|MM|768^3^0
41998810|Plant Extracts|D010936|1000|MH|Forced Non-Leaf Node Lookup:extracts||MM|662^8^0
41998810|RNA|D012313|1000|MH|Forced Non-Leaf Node Lookup:rna||MM|658^3^0
41998810|East Africa|D000351|3|ET|Entry Term Replacement for "Africa, Eastern";RtM via: Africa, Eastern|TI|MM|336^11^0
24722458|*Fungicides, Industrial|D005659|69338|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|1341^10^0
24722458|*Fusarium|D005670|67634|MH|RtM via: Fusarium;Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM|642^8^0
24722458|*Insecticides|D007306|65768|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|1324^12^0
24722458|biochar|C540010|65739|NM|RtM via: biochar;Forced SCR Leaf Node Lookup:biochars|TI|MM|1653^7^0;1425^7^0;1231^7^0;753^7^0;504^7^0;359^7^0;249^7^0;1075^7^0;1543^7^0;1741^7^0
24722458|*Rhizoctonia|D012232|38986|MH|RtM via: Rhizoctonia solani;checkForceMH Boosted|TI|MM|676^18^0
24722458|*Botrytis|D020171|38242|MH|RtM via: Botrytis cinerea;checkForceMH Boosted|TI|MM|557^16^0
24722458|*Phytophthora|D010838|37708|MH|RtM via: Phytophthora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM|657^12^0
24722458|*Mycorrhizas|D038821|35425|ET|Entry Term Replacement for "Mycorrhizae";RtM via: Mycorrhizae;checkForceMH Boosted|TI|MM|908^11^0
24722458|*Agrochemicals|D016573|34906|MH|RtM via: Agrochemicals;checkForceMH Boosted;Forced Non-Leaf Node Lookup:agrochemicals|TI|MM|1293^13^0
24722458|*Herbicides|D006540|34768|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|1312^10^0
24722458|*Soil|D012987|34060|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1556^4^0;949^4^0
24722458|*Incidence|D015994|33700|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|93^9^0;493^9^0
24722458|Botrytis cinerea|C000664092|32039|NM|Forced New Lookup:botrytis cinerea|TI|MM|557^16^0
24722458|Rhizoctonia solani|C000701316|32039|NM|Forced New Lookup:rhizoctonia solani|TI|MM|676^18^0
24722458|G-Quadruplexes|D054856|260308|MH|||RC
24722458|Nucleic Acid Conformation|D009690|187962|MH|||RC
24722458|*Charcoal|D002606|65738|HM|RtM via: biochar|TI|MM|1653^7^0;1425^7^0;1231^7^0;753^7^0;504^7^0;359^7^0;249^7^0
24722458|*Plant Diseases|D010935|2703|MH|RtM via: Plant Diseases;Forced Non-Leaf Node Lookup:plant diseases|TI|MM|106^14^0
24722458|*Nutrient|D000078622|849|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|974^8^0
24331980|*Phylogeny|D010802|156767|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analysis|TI|MM;RC|243^21^0
24331980|*Base Sequence|D001483|98272|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM;RC|219^19^0
24331980|*Vitivirus|D052677|76225|ET|Entry Term Replacement for "Flexiviridae";RtM via: Vitivirus;RtM via: Grapevine virus F;checkForceMH Boosted;Forced Non-Leaf Node Lookup:vitivirus|TI|MM|133^9^0;124^3^0;23^5^1;57^9^1;73^1^1
24331980|*Reverse Transcriptase Polymerase Chain Reaction|D020133|71509|MH|RtM via: Reverse Transcriptase Polymerase Chain Reaction;Forced Leaf Node Lookup:rt-pcr|TI|MM|269^6^0
24331980|Globulins|D005916|526865|MH|||RC
24331980|Seed Storage Proteins|D055314|459525|MH|||RC
24331980|High-Throughput Nucleotide Sequencing|D059014|1000|MH|Forced Non-Leaf Node Lookup:deep sequencing||MM|107^15^0
41998875|Xanthomonas arboricola|C000638497|28279|NM|RtM via: Xanthomonas arboricola;Forced New Lookup:xanthomonas arboricola|TI|MM|1372^3^0;1204^3^0;815^3^0;717^22^0
41998875|*Arabinose|D001089|8610|MH|RtM via: Arabinose;Forced Leaf Node Lookup:l-arabinose;checkForceMH Boosted|TI|MM|578^11^0
41998875|*Corylus|D031211|7614|MH|RtM via: Corylus americana;RtM via: Hazelnuts;Forced Leaf Node Lookup:hazelnuts;checkForceMH Boosted|TI|MM;RC|1380^8^0;1005^8^0;98^8^0
41998875|*Xylose|D014994|6894|MH|RtM via: xylose;Forced Leaf Node Lookup:d-xylose;checkForceMH Boosted|TI|MM|612^6^0;610^8^0
41998875|*Raffinose|D011887|6300|MH|RtM via: raffinose;Forced Leaf Node Lookup:raffinose;checkForceMH Boosted|TI|MM|632^9^0
41998875|*Lactose|D007785|6147|MH|RtM via: lactose;Forced Leaf Node Lookup:lactose;checkForceMH Boosted|TI|MM|620^7^0
41998875|*Maltose|D008320|6117|MH|RtM via: maltose;Forced Leaf Node Lookup:maltose;checkForceMH Boosted|TI|MM|591^7^0
41998875|*Glycerol|D005990|5898|MH|RtM via: glycerin;Forced Leaf Node Lookup:glycerol;checkForceMH Boosted|TI|MM|600^8^0
41998875|*Esters|D004952|3510|MH|RtM via: Esters;checkForceMH Boosted;Forced Non-Leaf Node Lookup:esters|TI|MM|883^6^0
41998875|*Fatty Acid|D005227|3321|ET|Entry Term Replacement for "Fatty Acids";RtM via: Fatty Acids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fatty acid|TI|MM;RC|844^10^0
41998875|Poland|D011044|2787|MH|RtM via: Country of Poland;Forced Leaf Node Lookup:poland|TI|MM|1427^6^0;149^6^0
41998875|*Xanthomonas|D014974|28278|MH|RtM via: Xanthomonas;RtM via: Xanthomonas arboricola;Forced Non-Leaf Node Lookup:xanthomonas|TI|MM;RC|386^17^0;1372^3^0;1204^3^0;815^3^0;717^22^0;392^11^0
41998875|*DNA Primers|D017931|16995|MH|RtM via: Oligonucleotide Primers|TI|MM;RC|329^7^0
41998875|*PCR|D016133|6375|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM;RC|1281^3^0;1121^3^0;313^3^0;1144^3^0
41998875|*Plants|D010944|1968|MH|RtM via: Plants|TI|MM;RC|1014^6^0
41998875|*Sequence Analysis|D017421|864|MH|RtM via: Sequence Analysis;Forced Non-Leaf Node Lookup:sequence analysis|TI|MM|921^17^0
41998875|*Prize|D001363|39|ET|Entry Term Replacement for "Awards and Prizes";RtM via: Prizes;Forced Non-Leaf Node Lookup:prizes|TI|MM|1032^5^0
41998468|*Arabidopsis|D017360|31802|MH|RtM via: Arabidopsis;Forced Leaf Node Lookup:arabidopsis;checkForceMH Boosted|TI|MM;RC|939^11^0;711^11^0;239^11^0
41998468|*Verticillium|D020172|17002|MH|RtM via: Verticillium dahliae;checkForceMH Boosted|TI|MM;RC|96^20^0
41998468|*Seedlings|D036226|13541|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|251^9^0
41998468|*Histones|D006657|8525|MH|RtM via: Histone H2b;Forced Leaf Node Lookup:histone h2b;checkForceMH Boosted|TI|MM;RC|786^11^0;527^11^0
41998468|*Base Sequence|D001483|6790|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM;RC|427^19^0
41998468|*Ecotype|D060146|5311|MH|RtM via: Ecotype;Forced Leaf Node Lookup:ecotypes|TI|MM|699^8^0
41998468|Verticillium dahliae|C000678065|3005|NM|Forced New Lookup:verticillium dahliae|TI|MM|96^20^0
41998468|*Reverse Transcriptase Polymerase Chain Reaction|D020133|3004|MH|Forced Leaf Node Lookup:rt-pcr|TI|MM|616^6^0
41998468|Arabidopsis Proteins|D029681|4767|MH|||RC
41998468|*RNA Binding Protein|D016601|2952|ET|Entry Term Replacement for "RNA-Binding Proteins";RtM via: RNA-Binding Proteins;Forced Non-Leaf Node Lookup:rna-binding proteins|TI|MM;RC|814^19^0;558^19^0;971^19^0
41998468|*Acremonium|D000164|1332|MH|RtM via: Acremonium restrictum|TI|MM|96^20^0
41998468|*Display, mRNA Differential|D020869|870|ET|Entry Term Replacement for "Gene Expression Profiling";RtM via: mRNA Differential Display;Forced Non-Leaf Node Lookup:mrna differential displays|TI|MM|383^24^0;271^25^0
41998468|*Clones|D002999|252|ET|Entry Term Replacement for "Clone Cells";RtM via: Clone Cells;Forced Non-Leaf Node Lookup:clones|TI|MM|466^6^0
41998441|*Plum Pox Virus|D017801|161352|MH|RtM via: Plum Pox Virus;Forced Leaf Node Lookup:plum pox virus;checkForceMH Boosted|TI|MM;RC|1488^3^0;699^3^0;599^3^0;154^3^0;21^14^0
41998441|*Prunus domestica|D000068242|45414|MH|RtM via: Plum (Dietary);RtM via: Prunus domestica;Forced Leaf Node Lookup:plum;checkForceMH Boosted|TI|MM|394^4^0
41998441|*Prunus armeniaca|D000068219|41580|MH|RtM via: Apricot;RtM via: Prunus armeniaca;Forced Leaf Node Lookup:apricots;checkForceMH Boosted|TI|MM|370^7^0
41998441|*Prunus|D027861|40305|MH|RtM via: Prunus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:prunus|TI|MM;RC|346^6^0
41998441|*Phylogeny|D010802|37341|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analysis|TI|MM;RC|1302^21^0
41998441|*Prunus persica|D000068239|36936|MH|RtM via: Peach;RtM via: Prunus persica;Forced Leaf Node Lookup:peach;checkForceMH Boosted|TI|MM|339^5^0
41998441|*Base Sequence|D001483|34878|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM;RC|901^20^0
41998441|*Escherichia coli|D004926|26280|MH|RtM via: Escherichia coli;Forced Lookup:e. coli;checkForceMH Boosted|TI|MM;RC|1030^1^1;1033^4^1
41998441|*Potyvirus|D017800|25698|MH|RtM via: Potyvirus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:potyvirus|TI|MM|47^9^0
41998441|*Fruit|D005638|14400|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|90^5^0
41998441|*Eco-RI|D015246|14118|ET|Entry Term Replacement for "Deoxyribonuclease EcoRI";RtM via: Deoxyribonuclease EcoRI;checkForceMH Boosted|TI|MM|839^5^0
41998441|*Nucleotides|D009711|14040|MH|RtM via: Nucleotides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nucleotides|TI|MM|1625^10^0;1103^2^0;1152^11^0;808^2^0;658^11^0;1065^11^0
41998441|*Antisera|D007106|13578|ET|Entry Term Replacement for "Immune Sera";RtM via: Immune Sera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:antisera|TI|MM|530^8^0
41998441|*Antibodies, Monoclonal|D000911|13149|MH|RtM via: Monoclonal Antibodies;checkForceMH Boosted;Forced Non-Leaf Node Lookup:monoclonal antibodies|TI|MM|1463^21^0
41998441|Spain|D013030|12810|MH|RtM via: Spain;Forced Leaf Node Lookup:spain|TI|MM|1503^5^0
41998441|*Recombination, Genetic|D011995|11067|MH|RtM via: plasmid recombination|TI|MM;RC|998^19^0
41998441|*Homology, Sequence|D017385|8208|ET|Entry Term Replacement for "Sequence Homology";RtM via: Sequence Homology;Forced Non-Leaf Node Lookup:sequence homology|TI|MM|1235^17^0
41998441|*Chromosome Structures|D022004|2622|MH|RtM via: 3' Region|TI|MM|682^1^1;685^6^1
41998441|*Tests, Serological|D012698|321|ET|Entry Term Replacement for "Serologic Tests";RtM via: Serologic tests;Forced Non-Leaf Node Lookup:serological tests|TI|MM|463^17^0
41998441|Plasmids|D010957|999|MH|Forced Non-Leaf Node Lookup:plasmids||MM;RC|1010^7^0
41998938|*Rhizoctonia|D012232|15945|MH|RtM via: Rhizoctonia solani;checkForceMH Boosted|TI|MM;RC|236^18^0
41998938|*Pythium|D011775|14283|MH|RtM via: Pythium;Forced Leaf Node Lookup:pythiums;checkForceMH Boosted|TI|MM;RC|219^7^0;1184^7^0
41998938|*Seedlings|D036226|13761|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|1153^8^0;506^9^0
41998938|*Medicago sativa|D000455|12534|MH|RtM via: Alfalfa;Forced Leaf Node Lookup:medicago sativa;Forced Leaf Node Lookup:alfalfa;checkForceMH Boosted|TI|MM;RC|64^7^0;73^15^0
41998938|*Soil|D012987|12465|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|1229^4^0;620^4^0;305^4^0;183^4^0
41998938|*Biological Control Agents|D061046|7941|MH|RtM via: Biological Control Agents;Forced Leaf Node Lookup:biological control agents;checkForceMH Boosted|TI|MM|582^25^0
41998938|*Laboratories|D007753|4488|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM;RC|882^10^0
41998938|*Sugars|D000073893|3927|MH|RtM via: Sugars;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|1522^6^0
41998938|*Anaerobiosis|D000693|3043|MH|Forced Leaf Node Lookup:anaerobic|TI|MM;RC|460^9^0;955^9^0;1100^9^0
41998938|Rhizoctonia solani|C000701316|2992|NM|Forced New Lookup:rhizoctonia solani|TI|MM|236^18^0
41998938|*NMR Spectroscopy|D009682|7305|ET|Entry Term Replacement for "Magnetic Resonance Spectroscopy";RtM via: Spectroscopy, Nuclear Magnetic Resonance;RtM via: Nuclear Magnetic Resonance;Forced Non-Leaf Node Lookup:nmr spectroscopy|TI|MM;RC|770^16^0;1387^3^0
41998938|*Energy-Generating Resources|D004736|1584|MH|RtM via: Energy-Generating Resources|TI|MM|1315^14^0
41998938|*Nutrients|D000078622|1062|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1301^9^0
41998938|*Plant Extracts|D010936|891|MH|RtM via: Plant residue;Forced Non-Leaf Node Lookup:extracts|TI|MM|152^14^0;825^8^0;993^8^0;1043^8^0
41998938|Carbon|D002244|1000|MH|Forced Non-Leaf Node Lookup:carbon||MM;RC|1481^6^0
41998938|*Severity, Disease|D012720|117|ET|Entry Term Replacement for "Severity of Illness Index";RtM via: Severity of illness;Forced Non-Leaf Node Lookup:disease severity|TI|MM|1361^16^0
41998340|*Pseudomonas syringae|D044224|19183|MH|RtM via: Pseudomonas syringae;Forced Leaf Node Lookup:pseudomonas syringae;checkForceMH Boosted|TI|MM;RC|116^20^0
41998340|*Genetic Heterogeneity|D018740|2741|MH|RtM via: Genetic Heterogeneity;Forced Leaf Node Lookup:genetic heterogeneity|TI|MM|711^21^0
41998340|*Amplified Fragment Length Polymorphism Analysis|D054458|2112|MH|Forced Lookup:amplified fragment length polymorphism|TI|MM;RC|48^38^0
41998340|*DNA Sequencing|D017422|6774|ET|Entry Term Replacement for "Sequence Analysis, DNA";RtM via: Sequence Determinations, DNA|TI|MM;RC|274^13^0
41998340|*Base Sequence|D001483|3753|MH|RtM via: DNA Sequence|TI|MM;RC|274^13^0
41998340|*Plants|D010944|2844|MH|RtM via: Host plants|TI|MM;RC|182^11^0
41998340|*Polymorphism, Genetic|D011110|1410|MH|RtM via: Genetic Polymorphism|TI|MM|446^5^0;74^12^0
41998340|*Software|D012984|948|MH|RtM via: Computer software;Forced Non-Leaf Node Lookup:software|TI|MM|348^8^0
41998340|DNA|D004247|1000|MH|Forced Non-Leaf Node Lookup:dna||MM|274^3^0
24722468|*Ajuga|D031328|109249|MH|RtM via: Ajuga;Forced Leaf Node Lookup:ajugas;checkForceMH Boosted|TI|MM|135^5^0
24722468|*Malus|D027845|102061|MH|RtM via: Genus Malus;Forced Leaf Node Lookup:malus;checkForceMH Boosted|TI|MM|164^5^0
24722468|*Arachis|D010367|101839|MH|RtM via: Arachis;Forced Leaf Node Lookup:arachis;checkForceMH Boosted|TI|MM|142^7^0
24722468|*Hosta|D031422|101815|MH|RtM via: Hosta;Forced Leaf Node Lookup:hostas;checkForceMH Boosted|TI|MM|151^5^0
24722468|*Virulence|D014774|52379|MH|RtM via: Pathogenicity;Forced Leaf Node Lookup:pathogenicity|TI|MM|483^13^0
24722468|Athelia rolfsii|C000662920|49746|NM|Forced New Lookup:sclerotium rolfsii|TI|MM|48^18^0
24722468|Sclerotium delphinii|C000677781|49746|NM|Forced New Lookup:sclerotium delphinii|TI|MM|21^20^0
24722468|Amino Acid Chloromethyl Ketones|D000590|199490|MH|||RC
24722468|Caspase Inhibitors|D061945|162094|MH|||RC
24722468|India|D007194|3|MH|RtM via: India|TI|MM|362^5^0
41998411|*Cicer|D029863|18905|MH|RtM via: Chickpea (food);Forced Leaf Node Lookup:chickpeas;checkForceMH Boosted|TI|MM;RC|100^8^0
41998411|*rDNA|D004275|14014|ET|Entry Term Replacement for "DNA, Ribosomal";RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rdna|TI|MM;RC|999^4^0
41998411|*Nucleotide|D009711|6382|ET|Entry Term Replacement for "Nucleotides";RtM via: Nucleotides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nucleotides|TI|MM|225^10^0
41998411|Turkey|D014421|4711|MH|RtM via: Country of Turkey;RtM via: Turkish population;Forced Leaf Node Lookup:turkey|TI|MM|1272^6^0;852^6^0;145^6^0;487^7^0
41998411|Ascochyta rabiei|C000662158|4709|NM|Forced New Lookup:ascochyta rabiei|TI|MM|60^16^0
41998411|Syria|D013593|4708|MH|Forced Leaf Node Lookup:syrians|TI|MM|715^6^0
41998411|*Ascomycota|D001203|20901|MH|RtM via: Ascochyta rabiei|TI|MM;RC|60^16^0
41998411|*Microsatellite|D018895|17562|ET|Entry Term Replacement for "Microsatellite Repeats";RtM via: Short Tandem Repeat;Forced Non-Leaf Node Lookup:simple sequence repeats|TI|MM;RC|1375^15^0;439^23^0;173^14^0
41998411|*DNA Primers|D017931|17301|MH|RtM via: Oligonucleotide Primers|TI|MM;RC|256^7^0
41998411|*PCR|D016133|8118|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM;RC|195^3^0
41998411|Genetic Variation|D014644|937|MH|Forced Non-Leaf Node Lookup:genetic diversity||MM;RC|21^17^0;872^17^0;1226^17^0
41998806|*Olea|D031658|28647|MH|RtM via: Olea (plant);RtM via: Olives - dietary;Forced Leaf Node Lookup:olive trees;Forced Leaf Node Lookup:olives;checkForceMH Boosted|TI|MM;RC|188^11^0;90^5^0
41998806|Pseudomonas savastanoi|C000635522|25151|NM|RtM via: Pseudomonas savastanoi;Forced New Lookup:pseudomonas savastanoi|TI|MM|113^22^0
41998806|*Pantoea|D020636|21529|MH|RtM via: Pantoea agglomerans;Forced Leaf Node Lookup:pantoea agglomerans;checkForceMH Boosted|TI|MM;RC|500^19^0
41998806|*Bacillus subtilis|D001412|12669|MH|RtM via: Bacillus subtilis;Forced Leaf Node Lookup:bacillus subtilis;Forced Leaf Node Lookup:b. subtilis;checkForceMH Boosted|TI|MM|679^17^0;880^11^0;962^11^0
41998806|*rDNA|D004275|11390|ET|Entry Term Replacement for "DNA, Ribosomal";RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rdna|TI|MM;RC|397^4^0
41998806|*Stenotrophomonas maltophilia|D020615|9529|MH|RtM via: Stenotrophomonas maltophilia;Forced Leaf Node Lookup:stenotrophomonas maltophilia;checkForceMH Boosted|TI|MM|572^28^0
41998806|*Pseudomonas fluorescens|D011551|6122|MH|RtM via: Pseudomonas fluorescens;checkForceMH Boosted|TI|MM|539^11^1;559^11^1
41998806|*Acinetobacter|D000150|5993|MH|RtM via: Acinetobacter species;checkForceMH Boosted;Forced Non-Leaf Node Lookup:acinetobacter|TI|MM|704^21^0
41998806|*Enterobacter|D004754|5321|MH|RtM via: Enterobacter sp.;checkForceMH Boosted;Forced Non-Leaf Node Lookup:enterobacter|TI|MM|521^15^0
41998806|Tunisia|D014416|3578|MH|RtM via: Tunisia;Forced Leaf Node Lookup:tunisia|TI|MM|274^7^0
41998806|*Pseudomonas|D011549|25150|MH|RtM via: Pseudomonas savastanoi;Forced Non-Leaf Node Lookup:pseudomonas|TI|MM;RC|113^22^0;539^11^0
41998806|*Plant Leaves|D018515|4764|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|809^6^0;633^6^0;367^6^0;178^6^0
41998806|*Sequence Analysis|D017421|999|MH|RtM via: Sequence Analysis;Forced Non-Leaf Node Lookup:sequence analysis|TI|MM|402^17^0
41998113|United States|D014481|206615|CT|Forced Leaf Node Lookup:american|TI|MM|743^8^0
41998113|Prune dwarf virus|C000624021|205615|NM|RtM via: Prune dwarf virus;Forced SCR Leaf Node Lookup:prune dwarf virus|TI|MM|1128^3^0;1025^17^0
41998113|Prunus necrotic ringspot virus|C000623918|187919|NM|RtM via: Prunus necrotic ringspot virus;Forced SCR Leaf Node Lookup:prunus necrotic ringspot virus|TI|MM|1136^5^0;954^30^0
41998113|Apple mosaic virus|C000623968|170217|NM|RtM via: Apple mosaic virus;Forced SCR Leaf Node Lookup:apple mosaic virus|TI|MM|994^18^0
41998113|*Prunus domestica|D000068242|31887|MH|RtM via: Prunus salicina;Forced Leaf Node Lookup:japanese plums;Forced Leaf Node Lookup:plum;checkForceMH Boosted|TI|MM|189^13^0;752^4^0
41998113|*Prunus|D027861|23539|MH|RtM via: Prunus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:prunus|TI|MM;RC|1245^6^0
41998113|*Digoxigenin|D004076|19148|MH|RtM via: Digoxigenin;Forced Leaf Node Lookup:digoxigenin;checkForceMH Boosted|TI|MM|787^11^0
41998113|*Tobacco|D014026|18998|MH|RtM via: Nicotiana occidentalis;Forced Leaf Node Lookup:nicotianas;checkForceMH Boosted|TI|MM|135^22^0
41998113|*Base Sequence|D001483|15547|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM;RC|514^19^0
41998113|*Viral Coat Protein|D036022|15019|ET|Entry Term Replacement for "Capsid Proteins";RtM via: Capsid Proteins;checkForceMH Boosted|TI|MM;RC|350^18^0
41998113|*Fruit|D005638|11035|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|72^6^0
41998113|*RNA|D012313|10495|MH|RtM via: RNA;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rna|TI|MM|574^3^0;440^3^0;727^3^0
41998113|*Nucleic Acid|D009696|9832|ET|Entry Term Replacement for "Nucleic Acids";RtM via: Nucleic Acids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nucleic acid|TI|MM|623^12^0;496^12^0
41998113|*Ilarvirus|D019179|205614|HM|RtM via: American plum line pattern virus;RtM via: Apple mosaic virus;RtM via: Prunus necrotic ringspot virus;RtM via: Prune dwarf virus|TI|MM;RC|1379^5^0;743^32^0;994^18^0;1136^5^0;954^30^0;1128^3^0;1025^17^0
41998113|*Amino Acid Sequence|D000595|5175|MH|RtM via: Amino Acid Sequence|TI|MM;RC|670^18^0
41998113|*Nucleic Acid Hybridization|D009693|4224|MH|RtM via: Nucleic acid hybridization procedure|TI|MM;RC|939^9^0
41998113|*Viruses, Unclassified|D014713|3762|MH|RtM via: AS virus|TI|MM|213^5^0;95^5^0
41998113|*ELISA|D004797|1572|ET|Entry Term Replacement for "Enzyme-Linked Immunosorbent Assay";RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:elisa|TI|MM;RC|1146^5^0
41998113|*PCR|D016133|1077|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|546^3^0
41998113|Centrifugation, Density Gradient|D002499|1000|MH|Forced Non-Leaf Node Lookup:density gradient centrifugations||MM|317^31^0
41998113|Plant Extracts|D010936|1000|MH|Forced Non-Leaf Node Lookup:extracts||MM|878^8^0
41998454|Hop stunt viroid|C000623745|67698|NM|RtM via: Hop stunt viroid;Forced SCR Leaf Node Lookup:hop stunt viroid|TI|MM|698^4^0;604^4^0;306^4^0;21^16^0
41998454|*Phylogeny|D010802|24938|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic analyses|TI|MM;RC|643^21^0
41998454|*Prunus domestica|D000068242|21338|MH|RtM via: Plum (Dietary);RtM via: Prunus domestica;Forced Leaf Node Lookup:plum;checkForceMH Boosted|TI|MM|807^4^0;408^4^0
