42901758|Animals|D000818|6458|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior)|TI|MM
42901098|Arizona|D001130|853|MH|RtM via: Arizona;Forced Leaf Node Lookup:arizona|TI|MM|2865^7^0;357^7^0
42901098|Japan|D007564|853|MH|RtM via: Japan;Forced Leaf Node Lookup:japan|TI|MM|433^5^0
42901098|*Automobiles|D001336|850|MH|Forced Leaf Node Lookup:car|TI|MM|4848^3^0
42901098|Finland|D005387|850|MH|RtM via: Finland;Forced Leaf Node Lookup:finland|TI|MM|493^7^0
42901098|*Population Dynamics|D011157|1374|MH|RtM via: Population Dynamics;Forced Non-Leaf Node Lookup:population dynamics|TI|MM|2388^19^0
42901098|*Problem Solving|D011340|1083|MH|RtM via: Insight|TI|MM|2253^8^0
42901098|*Ovipositions|D010058|1020|ET|Entry Term Replacement for "Oviposition";RtM via: Oviposition|TI|MM|2003^8^0;1162^13^0;726^13^0;25^13^0
42901098|*Symbiosis|D013559|963|MH|RtM via: Parasitism|TI|MM|927^10^0
42901098|*Probability|D011336|912|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|1215^11^0
42901098|*Plant Leaves|D018515|219|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|2023^6^0;92^4^0
42901098|*Ponte|D011149|21|ET|Entry Term Replacement for "Pons";RtM via: Pontine structure;Forced Non-Leaf Node Lookup:pontes|TI|MM|4098^5^0;3890^5^0
42901782|*Betula|D029662|4809|MH|RtM via: Betula pubescens (plant);RtM via: Betula Genus;Forced Leaf Node Lookup:betulas;Forced Leaf Node Lookup:birchs;checkForceMH Boosted|TI|MM|1346^6^1;1373^9^1;54^16^0;693^5^0;645^7^0;319^5^0;36^6^0;1366^6^0
42901782|*Trees|D014197|3440|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|890^4^0
42901782|*Taiga|D066188|3409|MH|RtM via: Taiga;Forced Leaf Node Lookup:taigas|TI|MM|156^5^0
42901782|*Oxalis|D065825|1000|ET|Entry Term Replacement for "Oxalidaceae";RtM via: Oxalis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oxalis|TI|MM|1617^6^0;275^6^0
42901782|*Betulaceae|D029401|2361|MH|RtM via: Betulaceae|TI|MM|693^5^0;319^5^0;36^6^0
42901782|*Forest|D065928|1905|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1151^6^0;297^6^0;162^6^0
42901782|*Physiological Phenomena|D010829|1464|MH|RtM via: Reflecting|TI|MM|369^10^0
42901782|*Picea|D028222|1122|MH|RtM via: Picea|TI|MM|290^6^0
42901782|Russia|D012426|3|MH|RtM via: Russia|TI|MM|210^6^0
42906504|Female|D005260|4225|CT|Forced Lookup:female;CT Text Lookup: female;Forced Non-Leaf Node Lookup:females|TI|MM;RC|308^6^0;621^6^0
42906504|Animals|D000818|4225|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Galliformes;CT Treecode Lookup: B01.050.150.900.248 (Galliformes)|TI|MM
42906504|*Seasons|D012621|2498|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1629^6^0;1464^7^0;1159^6^0;1040^6^0;1232^6^0
42906504|*Survival Rate|D015996|1951|MH|RtM via: Survival Rate;Forced Leaf Node Lookup:survival rates|TI|MM|577^14^0
42906504|British Columbia|D001955|1909|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|399^16^0
42906504|*Temperature|D013696|1240|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|1497^12^0
42906504|*Habitat|D017753|1284|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|3897^8^0;3739^8^0;1720^8^0;1581^8^0;1279^7^0;539^7^0;152^7^0;2017^7^0;2497^7^0;3406^7^0
42906504|*Reproduction|D012098|1143|MH|RtM via: Reproduction|TI|MM|74^12^0
42906504|*Probabilities|D011336|504|ET|Entry Term Replacement for "Probability";RtM via: Probability;Forced Non-Leaf Node Lookup:probabilities|TI|MM|810^13^0
42906504|Galliformes|D046094|1000|MH|Forced Non-Leaf Node Lookup:grouse||MM|328^6^0;1333^6^0;1773^6^0
42902348|Animals|D000818|5017|CT|Marsupial;CT Treecode Lookup: B01.050.150.900.649.573 (Marsupial)||MM|580^7^0;701^7^0
42902348|*Calorimetry, Indirect|D002153|3738|MH|RtM via: Calorimetry, Indirect;Forced Leaf Node Lookup:indirect calorimetry|TI|MM|349^20^0
42902348|*Mammal, Eutherian|D000073566|2112|ET|Entry Term Replacement for "Eutheria";RtM via: Eutheria;checkForceMH Boosted;Forced Non-Leaf Node Lookup:eutherian mammals|TI|MM|243^16^0
42902348|*Basal Metabolism|D001481|1995|MH|RtM via: Basal metabolic rate;Forced Leaf Node Lookup:basal metabolic rates|TI|MM|2324^3^0;2448^3^1;2463^3^1;2128^3^0;2157^3^1;2172^3^1;1870^3^0;1697^3^0;1648^3^0;1415^3^1;1496^3^1;1213^3^0;972^3^0;810^3^0;614^3^0;490^3^0;440^3^0;342^3^0;166^3^0;102^20^0
42902348|*Marsupial|D008394|1833|ET|Entry Term Replacement for "Marsupialia";RtM via: Superorder Marsupalia (organism);checkForceMH Boosted;Forced Non-Leaf Node Lookup:marsupials|TI|MM|229^9^0
42902348|*Water|D014867|1008|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|322^5^0
42902348|*Delivery of Health Care|D003695|4017|MH|RtM via: Human Cells, Tissues, and Cellular and Tissue-Based Products Labeling|TI|MM;RC|313^8^0
42902348|*Health Services|D006296|2142|MH|RtM via: Test Method|TI|MM|328^6^0
42902348|*Costs|D003365|1191|ET|Entry Term Replacement for "Costs and Cost Analysis";RtM via: Financial cost|TI|MM|776^5^0
42902348|*Regression, Psychology|D012043|942|MH|RtM via: Regression - mental defense mechanism|TI|MM|395^11^0
42902348|*Regression Analyses|D012044|522|ET|Entry Term Replacement for "Regression Analysis";RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analyses|TI|MM|28^19^0
42902348|*Bird|D001717|168|ET|Entry Term Replacement for "Birds";RtM via: Aves;Forced Non-Leaf Node Lookup:bird|TI|MM|223^4^0
42900644|Male|D008297|3620|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|61^5^0
42900644|Pregnancy|D011247|3620|CT|Parturition;CT Treecode Lookup: G08.686.784.769.490 (Parturition)||MM;RC
42900644|Female|D005260|3620|CT|Forced Lookup:female;Parturition;CT Treecode Lookup: G08.686.784.769.490 (Parturition);CT Text Lookup: female;CT Text Lookup: females;Forced Non-Leaf Node Lookup:females|TI|MM;RC|21^6^0;242^6^0;592^6^0;903^6^0;1021^6^0
42900644|Humans|D006801|1000|CT|Forced Treecode Turn Back On: G08.686.784.769 (Pregnancy)||MM
42900644|*Clutch Size|D052284|2620|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM|767^11^0
42900644|penduline|C108865|1362|NM|RtM via: penduline;Forced SCR Leaf Node Lookup:penduline|TI|MM|1161^9^0;28^9^0
42900644|*Temperature|D013696|559|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|2648^5^0;2481^5^0;2373^5^0;2172^5^0;1986^5^0;1916^5^0;1516^5^0;651^11^0;711^11^0;751^11^0
42900644|*Isoquinolines|D007546|1361|HM|RtM via: penduline|TI|MM|1161^9^0
42900644|*Alkaloids|D000470|1100|HM|RtM via: penduline|TI|MM|1161^9^0
42900644|*Parturition|D036801|819|MH|RtM via: hatching|TI|MM|1127^8^0;971^8^0;454^8^0
42900644|*Food|D005502|756|MH|RtM via: Food|TI|MM|385^4^0
42901689|*Trees|D014197|5451|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1017^5^0;116^5^0
42901689|*Biomass|D018533|4398|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomasses|TI|MM|605^7^0;214^7^0;1425^8^0;1906^8^0
42901689|*Carbon|D002244|3459|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM|488^6^0;222^6^0
42901689|*Nitrogen|D009584|3441|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM|499^8^0
42901689|*Soil|D012987|3090|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM|725^4^0;883^5^0;617^4^0;425^5^0;255^5^0;31^5^0;656^4^0;824^4^0
42901689|*Cupressaceae|D029779|2916|MH|RtM via: Cupressaceae;RtM via: Fitzroya cupressoides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cupressaceae|TI|MM|1559^12^0;368^12^0;345^21^0;1008^8^0
42901689|Chile|D002677|1476|MH|RtM via: Chile;Forced Leaf Node Lookup:chile|TI|MM|1603^5^0;408^5^0
42901689|*Biological Phenomena|D001686|5448|MH|RtM via: Tissue Growth;RtM via: Pathologic mineralization|TI|MM|1180^6^0;292^6^0;921^14^0;691^14^0;184^14^0
42901689|*Forests|D065928|3450|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1099^6^0;1187^7^0;741^6^0;536^6^0;269^6^0;310^6^0
42901689|*Physiological Phenomena|D010829|3249|MH|RtM via: Circulatory Process|TI|MM|2360^11^0;1161^11^0;995^11^0
42901689|*Physical Phenomena|D055585|2364|MH|RtM via: Physical Phenomenon or Property|TI|MM|148^19^0
42901689|*Nutrients|D000078622|870|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1152^8^0;1040^9^0
42901689|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:ph||MM|528^2^0;1741^2^0
42901689|*Islands|D062312|612|MH|RtM via: Islands|TI|MM|391^6^0
42902351|*Snow|D012914|4134|MH|RtM via: Snow (substance);RtM via: snow - weather;Forced Leaf Node Lookup:snow|TI|MM|453^4^0
42902351|*Conifers|D064028|3351|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|725^8^0
42902351|*Sunlight|D013472|2049|MH|RtM via: Sunlight;Forced Leaf Node Lookup:sunlight|TI|MM|692^8^0
42902351|*Temperature|D013696|1977|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|70^11^0
42902351|*Avalanches|D055875|1413|MH|RtM via: Avalanches;Forced Leaf Node Lookup:avalanches|TI|MM|1251^9^0;798^9^0;458^9^0;2233^9^0;2641^9^0;3191^9^0
42902351|*Climate Change|D057231|1596|MH|RtM via: Climate Change|TI|MM|1611^15^0;134^15^0
42902351|*Cycadopsida|D032462|1533|MH|RtM via: Division Coniferophyta (organism)|TI|MM|725^8^0
42902351|*Systems Theory|D013598|1377|MH|RtM via: ecological perspective|TI|MM|158^22^0
42902351|*Forest|D065928|1104|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|518^6^0;385^6^0
42902351|*Photosynthesis|D010788|882|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM|214^14^0
42900908|Animals|D000818|17116|CT|Colubridae;CT Treecode Lookup: B01.050.150.900.833 (Colubridae)|TI|MM
42900908|*Colubridae|D017812|16116|MH|RtM via: Colubridae;RtM via: Natrix natrix (reptile);RtM via: Spalerosophis diadema;RtM via: Platyceps collaris;RtM via: Natrix tessellata;RtM via: Water Snake;Forced Leaf Node Lookup:water snakes;Forced Leaf Node Lookup:natrix;checkForceMH Boosted|TI|MM|485^15^0;998^18^0;3548^21^0;1334^21^0;3425^17^0;1223^17^0;3917^13^0;3764^13^0;1686^13^0;1525^13^0;3189^17^0;3695^6^0;1464^6^0;265^9^0;1010^6^0
42900908|*Humidity|D006813|6299|MH|RtM via: Exposure to Humidity;RtM via: Humidity;Forced Leaf Node Lookup:humidity|TI|MM|118^8^0
42900908|*Temperature|D013696|3437|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|102^11^0
42900908|*Temazepam|D013693|3043|MH|RtM via: Normison;Forced Leaf Node Lookup:nocturne;checkForceMH Boosted|TI|MM|3852^8^0;2843^8^0
42900908|*Water|D014867|1907|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|1828^3^0;1320^3^0;931^3^0;801^3^0;718^3^0;423^3^0;450^5^0;40^5^0
42900908|*Climate Change|D057231|2574|MH|RtM via: Climate Change|TI|MM|524^18^0
42900908|*Niche, Ecological|D017753|1479|ET|Entry Term Replacement for "Ecosystem";RtM via: Niche, Ecological;RtM via: Habitat;Forced Non-Leaf Node Lookup:ecological niche|TI|MM|1912^16^0;3802^7^0;2376^7^0;1891^7^0;1567^7^0;766^7^0;604^8^0;344^7^0;145^7^0;2166^7^0;2735^7^0;2912^7^0;4141^7^0
42900908|*Physiological Phenomena|D010829|915|MH|RtM via: Reflecting|TI|MM|1839^7^0
42900908|*Cyclophosphamide|D003520|561|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2893^4^0
42900908|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3798^3^0
42901224|*Germination|D018525|4371|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|2715^11^0;2620^11^0;1957^11^0;1310^11^0;1190^11^0;1113^10^0;923^10^0;809^10^0;580^10^0;88^11^0
42901224|*Onopordum|D031183|2217|MH|RtM via: Onopordum acanthium;Forced Lookup:onopordum;Forced Leaf Node Lookup:onopordums;checkForceMH Boosted|TI|MM|178^19^0;1339^9^0
42901224|*Environmental Science|D000079265|1386|MH|RtM via: Environmental Science;Forced Leaf Node Lookup:environmental sciences|TI|MM|2124^3^0;2092^22^0;692^22^0
42901224|*Seasons|D012621|1260|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|898^6^0
42901224|*Temperature|D013696|984|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|554^12^0;650^12^0
42901224|*Seeds|D012639|870|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|152^5^0
42901224|*Tracheophyta|D064028|573|MH|RtM via: Onopordon acanthium|TI|MM|162^14^0
42901224|*Dissent and Disputes|D034462|558|MH|RtM via: Discord|TI|MM|2487^6^0
42901224|*Medicine|D008511|525|MH|RtM via: Population Sciences|TI|MM|2081^10^1;2106^8^1;706^8^1;729^10^1
42901558|Animals|D000818|11362|CT|Forced Lookup:odocoileus;Forced Lookup:deer;checkForceMH Boosted|TI|MM|40^10^0;1714^10^0;34^4^0;419^4^0
42901558|Humans|D006801|11362|CT|Population Groups;CT Treecode Lookup: M01.686 (Population Groups);Population Groups;CT Treecode Lookup: N01.224.708 (Population Groups)||MM;RC
42901558|*Abies|D028202|10362|MH|RtM via: Abies balsamea;Forced Leaf Node Lookup:abies balsameas;Forced Leaf Node Lookup:balsam firs;checkForceMH Boosted|TI|MM|1935^14^0;1379^10^0;1316^10^0;1227^10^0;838^10^0;803^10^0;520^10^0;277^14^0;265^10^0
42901558|*Picea|D028222|8907|MH|RtM via: Picea glauca;RtM via: Picea mariana;Forced Leaf Node Lookup:spruce trees;Forced Leaf Node Lookup:piceas;checkForceMH Boosted|TI|MM|1971^12^0;308^12^0;327^12^0;1267^6^0;909^6^0;824^12^0;300^6^0
42901558|*Incidence|D015994|4388|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM;RC|1515^9^0
42901558|*Seedlings|D036226|2638|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|1435^9^0;1390^9^0
42901558|*Seasons|D012621|1637|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1483^6^0
42901558|*Deer|D003670|429|MH|RtM via: Odocoileus virginianus;Forced Lookup:odocoileus;Forced Lookup:deer|TI|MM|1714^22^0;40^22^0;21^17^0;34^4^0;419^4^0
42901558|*Population Groups|D044382|2694|MH|RtM via: Teaching principal|TI|MM;RC|2255^9^0
42901558|*Snow|D012914|1572|MH|RtM via: Snow (substance);RtM via: snow - weather|TI|MM|1473^4^0
42901558|*Forests|D065928|687|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1528^6^0;1238^7^0;742^6^0;562^6^0;169^6^0
42901558|*Disease Outbreaks|D004196|594|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|1154^8^0
42901558|*Insect|D007313|504|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1147^6^0
42901558|*Islands|D062312|510|MH|RtM via: Islands|TI|MM|990^6^0;662^6^0;183^6^0;114^6^0
42906500|Female|D005260|3262|CT|Parturition;CT Treecode Lookup: G08.686.784.769.490 (Parturition)||MM;RC
42906500|Animals|D000818|3262|CT|Daphnia;CT Treecode Lookup: B01.050.500.131 (Daphnia)||MM;RC
42906500|Pregnancy|D011247|1000|CT|Forced Treecode Turn Back On: G08.686.784.769.490 (Parturition)||MM
42906500|*Seasons|D012621|2262|MH|RtM via: Summer;RtM via: spring (season);Forced Leaf Node Lookup:seasonal|TI|MM|398^6^0;1089^6^0;373^6^0;309^8^0;566^8^0;599^8^0
42906500|*Daphnia|D003621|1512|MH|RtM via: Daphnia magna;Forced Leaf Node Lookup:daphnias;checkForceMH Boosted|TI|MM|1640^13^0;263^13^0
42906500|*Ponds|D061005|1371|MH|RtM via: Natural pond;Forced Leaf Node Lookup:ponds|TI|MM|300^5^0
42906500|*Temperature|D013696|1161|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|2448^5^0;1882^5^0;333^11^0
42906500|*Reaction Time|D011930|966|MH|RtM via: Reaction Time;Forced Leaf Node Lookup:response times|TI|MM|469^13^0
42906500|*Cues|D003463|951|MH|RtM via: Cues;Forced Leaf Node Lookup:cues|TI|MM|318^4^0
42906500|*Biological Specimen Banks|D018070|1299|MH|RtM via: Biological Specimen Banks|TI|MM|247^12^0
42906500|*Parturition|D036801|1167|MH|RtM via: hatching|TI|MM|917^8^0;740^8^0;527^8^0;448^8^0
42906500|*Reproduction|D012098|948|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|2324^12^0;838^12^0
42906500|*Specimen Handling|D013048|705|MH|RtM via: Sampling|TI|MM|422^8^0
42906500|*Habitats|D017753|417|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|2844^8^0;1249^8^0
42901936|Animals|D000818|4003|CT|Forced Lookup:odocoileus;Forced Lookup:deer;checkForceMH Boosted|TI|MM|290^10^0;2046^10^0;284^4^0;1202^4^0;1271^4^0;1455^4^0;1563^4^0;1693^4^0
42901936|*Refugium|D000068236|3003|MH|RtM via: Refugium;Forced Leaf Node Lookup:refugia|TI|MM|1503^7^0
42901936|*Islands|D062312|2541|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|1603^6^0;1369^7^0;1233^7^0;862^7^0;660^7^0;563^6^0;485^6^0;328^6^0;427^7^0;159^7^0;127^7^0;74^7^0;785^7^0;988^7^0;1038^7^0;1083^7^0;1255^7^0;1351^7^0
42901936|British Columbia|D001955|1629|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|137^16^0
42901936|*Deer|D003670|1137|MH|RtM via: Odocoileus hemionus;RtM via: Odocoileus hemionus hemionus;Forced Lookup:odocoileus;Forced Lookup:deer|TI|MM|2046^19^0;290^19^0;271^17^0;284^4^0;1202^4^0;1271^4^0;1455^4^0;1563^4^0;1693^4^0
42901936|*Bays|D061006|744|MH|Forced Leaf Node Lookup:bay|TI|MM|93^3^0
42901936|*Tracheophyta|D064028|1743|MH|RtM via: Tracheophyta|TI|MM|52^15^0
42901936|*Forest|D065928|1455|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|707^6^0;830^6^0
42901936|*Habitats|D017753|1422|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|3706^8^0;1668^8^0;2805^7^0;2838^7^0
42901936|*Record|D011996|1206|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|461^8^0
42901357|Animals|D000818|2641|CT|Rana pipiens;CT Treecode Lookup: B01.050.150.900.090 (Rana pipiens)||MM
42901357|*Rana pipiens|D011894|1641|MH|RtM via: Rana pipiens;Forced Leaf Node Lookup:leopard frogs;Forced Leaf Node Lookup:rana pipiens;checkForceMH Boosted|TI|MM|1439^12^0;67^22^0;91^12^0;76^13^0
42901357|*Normal Distribution|D016011|593|MH|RtM via: Normal Statistical Distribution;Forced Leaf Node Lookup:normal distributions|TI|MM|1117^19^0
42901357|*Fibula|D005360|380|MH|Forced Leaf Node Lookup:fibulas|TI|MM|846^6^0
42901357|*Organizations|D009938|882|MH|RtM via: Corporation|TI|MM|3002^5^0;1904^5^0
42901357|*Upper Extremity|D034941|654|MH|RtM via: Upper Extremity|TI|MM|1290^8^0;523^8^0
42901357|*Pigmentation Disorders|D010859|588|MH|RtM via: spot pigmented|TI|MM|746^13^0
42901357|*Pigmentation|D010858|543|MH|RtM via: Pigmentation|TI|MM|2898^8^0;2583^8^0;2325^8^0
42901357|*Forelimb|D005552|522|MH|RtM via: Forelimb;Forced Non-Leaf Node Lookup:forelimbs|TI|MM|1290^8^0;523^8^0
42901357|*Femur|D005269|69|MH|RtM via: Femur;Forced Non-Leaf Node Lookup:femur|TI|MM|1016^5^0;800^5^0;505^5^0;786^5^0;817^5^0
42901404|Animals|D000818|4945|CT|Invertebrates;CT Treecode Lookup: B01.050.500 (Invertebrates);Arthropod;CT Treecode Lookup: B01.050.500.131 (Arthropod);Lizards;CT Treecode Lookup: B01.050.150.900.833 (Lizards);Reptiles;CT Treecode Lookup: B01.050.150.900.833 (Reptiles);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)|TI|MM
42901404|*Islands|D062312|3647|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|684^7^0;473^7^0;155^7^0;503^7^0
42901404|*Arthropod|D001181|3470|ET|Entry Term Replacement for "Arthropods";RtM via: Arthropods;checkForceMH Boosted;Forced Non-Leaf Node Lookup:arthropods|TI|MM|369^9^0
42901404|*Ecosystem|D017753|3212|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM|49^9^0
42901404|*Food Chain|D020387|3164|MH|RtM via: Food Web;Forced Leaf Node Lookup:food webs|TI|MM|870^8^0
42901404|*Lizards|D008116|2681|MH|RtM via: Lizards;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lizards|TI|MM|655^7^0;462^7^0;243^7^0
42901404|New Zealand|D009520|1019|MH|RtM via: New Zealand;Forced Leaf Node Lookup:new zealand|TI|MM|555^11^0
42901404|*Invertebrates|D007448|3945|MH|RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM|636^13^0;444^13^0;224^13^0
42901404|*Nutrients|D000078622|786|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|693^8^0;584^9^0;265^9^0;138^9^0;33^9^0;324^9^0
42901404|*Nutritional Status|D009752|498|MH|RtM via: Nutritional status|TI|MM|769^7^0;109^7^0
42901404|Birds|D001717|1000|MH|Forced Non-Leaf Node Lookup:seabirds||MM|125^8^0;287^8^0;486^8^0;519^8^0;568^7^0;666^7^0
42902039|Pregnancy|D011247|4602|CT|CT Text Lookup: pregnancy;CT Text Lookup: pregnant|TI|MM;RC|979^9^0;1620^8^0;3880^9^0;1068^9^0;1338^9^0
42902039|Humans|D006801|4602|CT|Postpartum;CT Treecode Lookup: G08.686.702 (Postpartum)||MM;RC
42902039|Female|D005260|4602|CT|Forced Lookup:female;Lactation;CT Treecode Lookup: G08.686.523 (Lactation);Lactation;CT Treecode Lookup: G08.686.702.500 (Lactation);Postpartum;CT Treecode Lookup: G08.686.702 (Postpartum);CT Text Lookup: female;CT Text Lookup: females;CT Text Lookup: lactation;CT Text Lookup: pregnancy;CT Text Lookup: pregnant;Forced Non-Leaf Node Lookup:females|TI|MM;RC|195^6^0;327^6^0;521^6^0;668^6^0;1261^6^0;1444^6^0;1629^6^0;1679^6^0;1781^6^0;1010^9^0;979^9^0;1620^8^0
42902039|Animals|D000818|4602|CT|Arvicolinae;CT Treecode Lookup: B01.050.150.900.649.313.992 (Arvicolinae);Mammals;CT Treecode Lookup: B01.050.150.900.649 (Mammals)|TI|MM
42902039|*Lactation|D007774|3602|MH|RtM via: Lactation;Forced Lookup:lactating|TI|MM|3526^9^0;1352^9^0;1010^9^0;1583^9^0;1610^9^0;3104^9^0
42902039|*Carbon Dioxide|D002245|1912|MH|RtM via: carbon dioxide;Forced Leaf Node Lookup:carbon dioxide;checkForceMH Boosted|TI|MM|1146^14^0;639^14^0
42902039|*Ovalbumin|D010047|1792|MH|Forced Leaf Node Lookup:ova;checkForceMH Boosted|TI|MM|1857^3^0
42902039|*Ovule|D056771|935|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM|4192^5^0
42902039|*Reproduction|D012098|2064|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|4130^12^0;4074^13^0;3597^12^0;3395^13^0;2984^13^0;2733^12^0;2670^13^0;2435^12^0;1905^12^0;1214^12^0;505^12^0;51^12^0;202^12^0;107^12^0;1413^12^0;1980^12^0;2003^12^0;2193^12^0
